J	logJ	Histogram	Fit				
1.2589e-08	-7.9	0	4.6308
1.9953e-08	-7.7	0	6.5546
3.1623e-08	-7.5	2	9.0307
5.0119e-08	-7.3	4	12.111
7.9433e-08	-7.1	5	15.811
1.2589e-07	-6.9	8	20.091
1.9953e-07	-6.7	41	24.851
3.1623e-07	-6.5	17	29.921
5.0119e-07	-6.3	41	35.067
7.9433e-07	-6.1	24	40.005
1.2589e-06	-5.9	78	44.424
1.9953e-06	-5.7	64	48.019
3.1623e-06	-5.5	63	50.524
5.0119e-06	-5.3	60	51.746
7.9433e-06	-5.1	42	51.588
1.2589e-05	-4.9	17	50.062
1.9953e-05	-4.7	42	47.289
3.1623e-05	-4.5	29	43.481
5.0119e-05	-4.3	25	38.916
7.9433e-05	-4.1	46	33.904
0.00012589	-3.9	58	28.752
0.00019953	-3.7	25	23.734
0.00031623	-3.5	8	19.071
0.00050119	-3.3	17	14.916
0.00079433	-3.1	11	11.356
0.0012589	-2.9	39	8.4158
0.0019953	-2.7	4	6.0709
0.0031623	-2.5	0	4.2629
0.0050119	-2.3	1	2.9137
0.0079433	-2.1	0	1.9385
0.012589	-1.9	0	1.2554
0.019953	-1.7	0	0.79143
0.031623	-1.5	0	0.48564
0.050119	-1.3	0	0.29008
0.079433	-1.1	0	0.16865
0.12589	-0.9	0	0.095449
0.19953	-0.7	0	0.052582
0.31623	-0.5	0	0.028197
0.50119	-0.3	0	0.014718
0.79433	-0.1	0	0.007478
1.2589	0.1	0	0.0036984
1.9953	0.3	0	0.0017805
3.1623	0.5	0	0.00083436
5.0119	0.7	0	0.00038059
7.9433	0.9	0	0.00016899
12.589	1.1	0	7.3036e-05
19.953	1.3	0	3.0726e-05
31.623	1.5	0	1.2583e-05
50.119	1.7	0	5.0158e-06
79.433	1.9	1	1.9462e-06
