J	logJ	Histogram	Fit				
1.2589e-08	-7.9	3	14.282
1.9953e-08	-7.7	3	17.781
3.1623e-08	-7.5	17	21.658
5.0119e-08	-7.3	43	25.813
7.9433e-08	-7.1	37	30.101
1.2589e-07	-6.9	24	34.345
1.9953e-07	-6.7	12	38.343
3.1623e-07	-6.5	70	41.883
5.0119e-07	-6.3	40	44.763
7.9433e-07	-6.1	71	46.81
1.2589e-06	-5.9	63	47.896
1.9953e-06	-5.7	61	47.95
3.1623e-06	-5.5	14	46.969
5.0119e-06	-5.3	44	45.016
7.9433e-06	-5.1	29	42.215
1.2589e-05	-4.9	23	38.734
1.9953e-05	-4.7	19	34.774
3.1623e-05	-4.5	43	30.546
5.0119e-05	-4.3	43	26.253
7.9433e-05	-4.1	30	22.077
0.00012589	-3.9	17	18.166
0.00019953	-3.7	13	14.625
0.00031623	-3.5	7	11.52
0.00050119	-3.3	38	8.8789
0.00079433	-3.1	6	6.6958
0.0012589	-2.9	0	4.9405
0.0019953	-2.7	0	3.5668
0.0031623	-2.5	0	2.5196
0.0050119	-2.3	0	1.7414
0.0079433	-2.1	0	1.1776
0.012589	-1.9	0	0.77923
0.019953	-1.7	0	0.50448
0.031623	-1.5	0	0.31957
0.050119	-1.3	0	0.19807
0.079433	-1.1	0	0.12012
0.12589	-0.9	0	0.071272
0.19953	-0.7	0	0.041378
0.31623	-0.5	0	0.023505
0.50119	-0.3	0	0.013064
0.79433	-0.1	0	0.0071047
1.2589	0.1	0	0.0037804
1.9953	0.3	0	0.0019682
3.1623	0.5	0	0.0010026
5.0119	0.7	0	0.00049972
7.9433	0.9	0	0.0002437
12.589	1.1	0	0.00011628
19.953	1.3	0	5.429e-05
31.623	1.5	0	2.48e-05
50.119	1.7	0	1.1085e-05
79.433	1.9	2	4.8477e-06
