J	logJ	Histogram	Fit				
1.2589e-08	-7.9	0	6.4939
1.9953e-08	-7.7	2	8.7913
3.1623e-08	-7.5	3	11.615
5.0119e-08	-7.3	2	14.975
7.9433e-08	-7.1	14	18.843
1.2589e-07	-6.9	35	23.139
1.9953e-07	-6.7	22	27.73
3.1623e-07	-6.5	47	32.431
5.0119e-07	-6.3	37	37.015
7.9433e-07	-6.1	29	41.23
1.2589e-06	-5.9	47	44.819
1.9953e-06	-5.7	69	47.546
3.1623e-06	-5.5	68	49.224
5.0119e-06	-5.3	63	49.734
7.9433e-06	-5.1	18	49.038
1.2589e-05	-4.9	38	47.188
1.9953e-05	-4.7	22	44.314
3.1623e-05	-4.5	34	40.612
5.0119e-05	-4.3	27	36.323
7.9433e-05	-4.1	60	31.705
0.00012589	-3.9	46	27.007
0.00019953	-3.7	11	22.451
0.00031623	-3.5	14	18.214
0.00050119	-3.3	12	14.421
0.00079433	-3.1	23	11.142
0.0012589	-2.9	27	8.4019
0.0019953	-2.7	0	6.1829
0.0031623	-2.5	0	4.4403
0.0050119	-2.3	0	3.112
0.0079433	-2.1	0	2.1286
0.012589	-1.9	0	1.4208
0.019953	-1.7	0	0.92557
0.031623	-1.5	0	0.58842
0.050119	-1.3	0	0.36507
0.079433	-1.1	0	0.22104
0.12589	-0.9	0	0.13061
0.19953	-0.7	0	0.075318
0.31623	-0.5	0	0.042387
0.50119	-0.3	0	0.023279
0.79433	-0.1	0	0.012477
1.2589	0.1	0	0.0065265
1.9953	0.3	0	0.0033316
3.1623	0.5	0	0.0016597
5.0119	0.7	0	0.00080691
7.9433	0.9	0	0.00038285
12.589	1.1	0	0.00017727
19.953	1.3	0	8.0107e-05
31.623	1.5	0	3.5327e-05
50.119	1.7	0	1.5204e-05
79.433	1.9	2	6.3857e-06
