J	logJ	Histogram	Fit				
1.2589e-08	-7.9	2	4.0802
1.9953e-08	-7.7	0	5.8022
3.1623e-08	-7.5	0	8.0365
5.0119e-08	-7.3	2	10.842
7.9433e-08	-7.1	2	14.247
1.2589e-07	-6.9	14	18.235
1.9953e-07	-6.7	18	22.733
3.1623e-07	-6.5	36	27.605
5.0119e-07	-6.3	23	32.65
7.9433e-07	-6.1	68	37.613
1.2589e-06	-5.9	19	42.206
1.9953e-06	-5.7	64	46.129
3.1623e-06	-5.5	65	49.107
5.0119e-06	-5.3	67	50.92
7.9433e-06	-5.1	56	51.428
1.2589e-05	-4.9	23	50.592
1.9953e-05	-4.7	38	48.477
3.1623e-05	-4.5	18	45.243
5.0119e-05	-4.3	36	41.129
7.9433e-05	-4.1	38	36.417
0.00012589	-3.9	59	31.408
0.00019953	-3.7	38	26.384
0.00031623	-3.5	10	21.588
0.00050119	-3.3	15	17.205
0.00079433	-3.1	13	13.355
0.0012589	-2.9	38	10.098
0.0019953	-2.7	8	7.4367
0.0031623	-2.5	0	5.3346
0.0050119	-2.3	0	3.7273
0.0079433	-2.1	0	2.5366
0.012589	-1.9	0	1.6814
0.019953	-1.7	0	1.0856
0.031623	-1.5	0	0.68272
0.050119	-1.3	0	0.41819
0.079433	-1.1	0	0.24951
0.12589	-0.9	0	0.145
0.19953	-0.7	0	0.082075
0.31623	-0.5	0	0.045251
0.50119	-0.3	0	0.0243
0.79433	-0.1	0	0.012711
1.2589	0.1	0	0.0064758
1.9953	0.3	0	0.0032136
3.1623	0.5	0	0.0015533
5.0119	0.7	0	0.00073129
7.9433	0.9	0	0.00033535
12.589	1.1	0	0.00014978
19.953	1.3	0	6.5164e-05
31.623	1.5	0	2.7614e-05
50.119	1.7	0	1.1397e-05
79.433	1.9	2	4.5821e-06
