J	logJ	Histogram	Fit				
1.2589e-08	-7.9	42	29.539
1.9953e-08	-7.7	31	32.745
3.1623e-08	-7.5	34	35.775
5.0119e-08	-7.3	19	38.523
7.9433e-08	-7.1	29	40.886
1.2589e-07	-6.9	40	42.769
1.9953e-07	-6.7	59	44.094
3.1623e-07	-6.5	59	44.806
5.0119e-07	-6.3	62	44.875
7.9433e-07	-6.1	59	44.296
1.2589e-06	-5.9	24	43.096
1.9953e-06	-5.7	31	41.325
3.1623e-06	-5.5	28	39.056
5.0119e-06	-5.3	34	36.381
7.9433e-06	-5.1	10	33.401
1.2589e-05	-4.9	40	30.223
1.9953e-05	-4.7	40	26.955
3.1623e-05	-4.5	41	23.694
5.0119e-05	-4.3	17	20.527
7.9433e-05	-4.1	14	17.528
0.00012589	-3.9	8	14.752
0.00019953	-3.7	21	12.236
0.00031623	-3.5	28	10.004
0.00050119	-3.3	0	8.0608
0.00079433	-3.1	0	6.4017
0.0012589	-2.9	0	5.011
0.0019953	-2.7	0	3.8659
0.0031623	-2.5	0	2.9396
0.0050119	-2.3	0	2.203
0.0079433	-2.1	0	1.6273
0.012589	-1.9	0	1.1847
0.019953	-1.7	0	0.85005
0.031623	-1.5	0	0.60117
0.050119	-1.3	0	0.41903
0.079433	-1.1	0	0.28788
0.12589	-0.9	0	0.19492
0.19953	-0.7	0	0.13009
0.31623	-0.5	0	0.085565
0.50119	-0.3	0	0.055471
0.79433	-0.1	0	0.035444
1.2589	0.1	0	0.022322
1.9953	0.3	0	0.013855
3.1623	0.5	0	0.008476
5.0119	0.7	0	0.0051107
7.9433	0.9	0	0.0030372
12.589	1.1	0	0.001779
19.953	1.3	0	0.001027
31.623	1.5	0	0.00058435
50.119	1.7	0	0.00032771
79.433	1.9	2	0.00018113
