J	logJ	Histogram	Fit				
1.2589e-08	-7.9	58	49.116
1.9953e-08	-7.7	29	51.747
3.1623e-08	-7.5	58	53.673
5.0119e-08	-7.3	49	54.806
7.9433e-08	-7.1	71	55.095
1.2589e-07	-6.9	55	54.525
1.9953e-07	-6.7	86	53.124
3.1623e-07	-6.5	42	50.955
5.0119e-07	-6.3	16	48.116
7.9433e-07	-6.1	46	44.73
1.2589e-06	-5.9	42	40.937
1.9953e-06	-5.7	10	36.884
3.1623e-06	-5.5	55	32.716
5.0119e-06	-5.3	42	28.569
7.9433e-06	-5.1	19	24.56
1.2589e-05	-4.9	31	20.786
1.9953e-05	-4.7	13	17.319
3.1623e-05	-4.5	6	14.206
5.0119e-05	-4.3	8	11.472
7.9433e-05	-4.1	32	9.1198
0.00012589	-3.9	2	7.1376
0.00019953	-3.7	0	5.4995
0.00031623	-3.5	1	4.1716
0.00050119	-3.3	0	3.1152
0.00079433	-3.1	0	2.2902
0.0012589	-2.9	0	1.6576
0.0019953	-2.7	0	1.1811
0.0031623	-2.5	0	0.82847
0.0050119	-2.3	0	0.57212
0.0079433	-2.1	0	0.38896
0.012589	-1.9	0	0.26033
0.019953	-1.7	0	0.17154
0.031623	-1.5	0	0.11127
0.050119	-1.3	0	0.07106
0.079433	-1.1	0	0.044676
0.12589	-0.9	0	0.027652
0.19953	-0.7	0	0.016849
0.31623	-0.5	0	0.010107
0.50119	-0.3	0	0.005969
0.79433	-0.1	0	0.0034703
1.2589	0.1	0	0.0019863
1.9953	0.3	0	0.0011193
3.1623	0.5	0	0.00062089
5.0119	0.7	0	0.00033909
7.9433	0.9	0	0.00018231
12.589	1.1	0	9.6496e-05
19.953	1.3	0	5.0283e-05
31.623	1.5	0	2.5795e-05
50.119	1.7	0	1.3027e-05
79.433	1.9	1	6.477e-06
