J	logJ	Histogram	Fit				
1.2589e-08	-7.9	325	294.41
1.9953e-08	-7.7	160	210.95
3.1623e-08	-7.5	112	108.31
5.0119e-08	-7.3	65	39.844
7.9433e-08	-7.1	41	10.503
1.2589e-07	-6.9	9	1.9838
1.9953e-07	-6.7	18	0.26848
3.1623e-07	-6.5	18	0.026035
5.0119e-07	-6.3	11	0.001809
7.9433e-07	-6.1	7	9.0068e-05
1.2589e-06	-5.9	5	3.2132e-06
1.9953e-06	-5.7	0	8.2135e-08
3.1623e-06	-5.5	0	1.5044e-09
5.0119e-06	-5.3	0	1.9744e-11
7.9433e-06	-5.1	0	1.8567e-13
1.2589e-05	-4.9	0	1.2511e-15
1.9953e-05	-4.7	0	6.0403e-18
3.1623e-05	-4.5	0	2.0896e-20
5.0119e-05	-4.3	0	5.1799e-23
7.9433e-05	-4.1	0	9.2004e-26
0.00012589	-3.9	0	1.1709e-28
0.00019953	-3.7	0	1.0678e-31
0.00031623	-3.5	0	6.9772e-35
0.00050119	-3.3	0	3.2667e-38
0.00079433	-3.1	0	1.0959e-41
0.0012589	-2.9	0	2.6344e-45
0.0019953	-2.7	0	4.5375e-49
0.0031623	-2.5	0	5.6001e-53
0.0050119	-2.3	0	4.9523e-57
0.0079433	-2.1	0	3.138e-61
0.012589	-1.9	0	1.4247e-65
0.019953	-1.7	0	4.635e-70
0.031623	-1.5	0	1.0805e-74
0.050119	-1.3	0	1.8047e-79
0.079433	-1.1	0	2.1599e-84
0.12589	-0.9	0	1.8522e-89
0.19953	-0.7	0	1.1381e-94
0.31623	-0.5	0	5.011e-100
0.50119	-0.3	1	1.5809e-105
0.79433	-0.1	0	3.5736e-111
1.2589	0.1	0	5.7883e-117
1.9953	0.3	0	6.7178e-123
3.1623	0.5	0	5.5866e-129
5.0119	0.7	0	3.3289e-135
7.9433	0.9	0	1.4213e-141
12.589	1.1	0	4.3482e-148
19.953	1.3	0	9.5317e-155
31.623	1.5	0	1.4972e-161
50.119	1.7	0	1.685e-168
79.433	1.9	0	1.3588e-175
