voltage_26_2_16_5	absJ_26_2_16_5	J_26_2_16_5	current_26_2_16_5	time_26_2_16_5	
0.000000E+0	1.267167E-7	1.267167E-7	2.408213E-13	0.000000E+0
5.000000E-2	6.609346E-5	6.609346E-5	1.256086E-10	1.115234E+0
1.000000E-1	1.313488E-4	1.313488E-4	2.496245E-10	1.483398E+0
1.500000E-1	1.648262E-4	1.648262E-4	3.132472E-10	1.851563E+0
2.000000E-1	2.340045E-4	2.340045E-4	4.447185E-10	2.220703E+0
2.500000E-1	3.033211E-4	3.033211E-4	5.764526E-10	2.588867E+0
3.000000E-1	3.852296E-4	3.852296E-4	7.321171E-10	2.957031E+0
3.500000E-1	4.883979E-4	4.883979E-4	9.281854E-10	3.326172E+0
4.000000E-1	6.189891E-4	6.189891E-4	1.176370E-9	4.441406E+0
4.500000E-1	7.800882E-4	7.800882E-4	1.482534E-9	4.808594E+0
5.000000E-1	1.298704E-3	1.298704E-3	2.468148E-9	5.176758E+0
5.000000E-1	2.137388E-3	2.137388E-3	4.062040E-9	5.544922E+0
4.500000E-1	1.165815E-3	1.165815E-3	2.215596E-9	5.912109E+0
4.000000E-1	1.067370E-3	1.067370E-3	2.028505E-9	6.280273E+0
3.500000E-1	8.581573E-4	8.581573E-4	1.630902E-9	6.648438E+0
3.000000E-1	6.942252E-4	6.942252E-4	1.319354E-9	7.016602E+0
2.500000E-1	5.255403E-4	5.255403E-4	9.987734E-10	7.756836E+0
2.000000E-1	3.879064E-4	3.879064E-4	7.372044E-10	8.125977E+0
1.500000E-1	2.615476E-4	2.615476E-4	4.970633E-10	8.494141E+0
1.000000E-1	1.711516E-4	1.711516E-4	3.252685E-10	8.862305E+0
5.000000E-2	8.530687E-5	8.530687E-5	1.621231E-10	9.231445E+0
0.000000E+0	1.327644E-6	-1.327644E-6	-2.523148E-12	1.040625E+1
-5.000000E-2	8.983080E-5	-8.983080E-5	-1.707207E-10	1.152246E+1
-1.000000E-1	1.814768E-4	-1.814768E-4	-3.448911E-10	1.189062E+1
-1.500000E-1	2.788186E-4	-2.788186E-4	-5.298862E-10	1.225879E+1
-2.000000E-1	3.816122E-4	-3.816122E-4	-7.252423E-10	1.262793E+1
-2.500000E-1	4.697562E-4	-4.697562E-4	-8.927574E-10	1.299609E+1
-3.000000E-1	5.462324E-4	-5.462324E-4	-1.038098E-9	1.411133E+1
-3.500000E-1	6.670425E-4	-6.670425E-4	-1.267694E-9	1.447852E+1
-4.000000E-1	7.809186E-4	-7.809186E-4	-1.484112E-9	1.484668E+1
-4.500000E-1	9.199384E-4	-9.199384E-4	-1.748315E-9	1.521484E+1
-5.000000E-1	1.054233E-3	-1.054233E-3	-2.003537E-9	1.558203E+1
-5.000000E-1	1.092114E-3	-1.092114E-3	-2.075529E-9	1.595020E+1
-4.500000E-1	9.116631E-4	-9.116631E-4	-1.732588E-9	1.631836E+1
-4.000000E-1	7.901395E-4	-7.901395E-4	-1.501636E-9	1.668652E+1
-3.500000E-1	6.710473E-4	-6.710473E-4	-1.275305E-9	1.705371E+1
-3.000000E-1	5.561857E-4	-5.561857E-4	-1.057014E-9	1.742188E+1
-2.500000E-1	4.464842E-4	-4.464842E-4	-8.485297E-10	1.816309E+1
-2.000000E-1	3.407695E-4	-3.407695E-4	-6.476222E-10	1.853125E+1
-1.500000E-1	2.521206E-4	-2.521206E-4	-4.791476E-10	1.889941E+1
-1.000000E-1	1.623348E-4	-1.623348E-4	-3.085124E-10	1.926855E+1
-5.000000E-2	8.176852E-5	-8.176852E-5	-1.553986E-10	1.963672E+1
0.000000E+0	8.474679E-7	-8.474679E-7	-1.610587E-12	2.081152E+1
0.000000E+0	8.833149E-7	-8.833149E-7	-1.678713E-12	2.151562E+1
5.000000E-2	9.030899E-5	9.030899E-5	1.716295E-10	2.263086E+1
1.000000E-1	1.905009E-4	1.905009E-4	3.620411E-10	2.299902E+1
1.500000E-1	2.922278E-4	2.922278E-4	5.553701E-10	2.336719E+1
2.000000E-1	4.157296E-4	4.157296E-4	7.900814E-10	2.373633E+1
2.500000E-1	5.400365E-4	5.400365E-4	1.026323E-9	2.410449E+1
3.000000E-1	7.480661E-4	7.480661E-4	1.421677E-9	2.521973E+1
3.500000E-1	8.882957E-4	8.882957E-4	1.688179E-9	2.558691E+1
4.000000E-1	1.101338E-3	1.101338E-3	2.093059E-9	2.595508E+1
4.500000E-1	1.270882E-3	1.270882E-3	2.415273E-9	2.632324E+1
5.000000E-1	1.504489E-3	1.504489E-3	2.859236E-9	2.669141E+1
5.000000E-1	1.479442E-3	1.479442E-3	2.811635E-9	2.705859E+1
4.500000E-1	1.842530E-3	1.842530E-3	3.501673E-9	2.742676E+1
4.000000E-1	1.358624E-3	1.358624E-3	2.582024E-9	2.779492E+1
3.500000E-1	1.042815E-3	1.042815E-3	1.981839E-9	2.816211E+1
3.000000E-1	9.469617E-4	9.469617E-4	1.799672E-9	2.853027E+1
2.500000E-1	7.907530E-4	7.907530E-4	1.502802E-9	2.889746E+1
2.000000E-1	6.358291E-4	6.358291E-4	1.208374E-9	2.926563E+1
1.500000E-1	4.846749E-4	4.846749E-4	9.211100E-10	3.000684E+1
1.000000E-1	3.030175E-4	3.030175E-4	5.758756E-10	3.037500E+1
