voltage_4_3_17_1	absJ_4_3_17_1	J_4_3_17_1	current_4_3_17_1	time_4_3_17_1	
0.000000E+0	1.065625E-6	-1.065625E-6	-1.487893E-12	0.000000E+0
5.000000E-2	1.321481E-4	1.321481E-4	1.845135E-10	1.115234E+0
1.000000E-1	2.888918E-4	2.888918E-4	4.033691E-10	1.483398E+0
1.500000E-1	5.061489E-4	5.061489E-4	7.067172E-10	1.851563E+0
2.000000E-1	7.046926E-4	7.046926E-4	9.839365E-10	3.334961E+0
2.500000E-1	9.624459E-4	9.624459E-4	1.343828E-9	3.702148E+0
3.000000E-1	1.223264E-3	1.223264E-3	1.707999E-9	4.070313E+0
3.500000E-1	1.524207E-3	1.524207E-3	2.128195E-9	4.438477E+0
4.000000E-1	1.926529E-3	1.926529E-3	2.689942E-9	4.805664E+0
4.500000E-1	2.379249E-3	2.379249E-3	3.322058E-9	5.173828E+0
5.000000E-1	3.139824E-3	3.139824E-3	4.384022E-9	5.541992E+0
5.000000E-1	2.563530E-3	2.563530E-3	3.579363E-9	5.909180E+0
4.500000E-1	2.014954E-3	2.014954E-3	2.813407E-9	6.277344E+0
4.000000E-1	1.734857E-3	1.734857E-3	2.422318E-9	6.645508E+0
3.500000E-1	1.516932E-3	1.516932E-3	2.118036E-9	7.012695E+0
3.000000E-1	1.110163E-3	1.110163E-3	1.550080E-9	7.380859E+0
2.500000E-1	8.161383E-4	8.161383E-4	1.139544E-9	7.749023E+0
2.000000E-1	6.198486E-4	6.198486E-4	8.654719E-10	8.490234E+0
1.500000E-1	4.006085E-4	4.006085E-4	5.593550E-10	8.858398E+0
1.000000E-1	2.510894E-4	2.510894E-4	3.505870E-10	9.226563E+0
5.000000E-2	1.179635E-4	1.179635E-4	1.647081E-10	9.594727E+0
0.000000E+0	7.997109E-7	-7.997109E-7	-1.116607E-12	1.077051E+1
-5.000000E-2	1.136210E-4	-1.136210E-4	-1.586449E-10	1.188574E+1
-1.000000E-1	2.336880E-4	-2.336880E-4	-3.262900E-10	1.225488E+1
