voltage_spot_1_run_1	absJ_spot_1_run_1	J_spot_1_run_1	current_spot_1_run_1	time_spot_1_run_1	
0.000000E+0	7.252603E-6	-7.252603E-6	-4.753850E-11	0.000000E+0
5.000000E-2	2.192175E-4	2.192175E-4	1.436901E-9	1.115234E+0
1.000000E-1	4.530788E-4	4.530788E-4	2.969787E-9	1.483398E+0
1.500000E-1	7.696178E-4	7.696178E-4	5.044599E-9	1.850586E+0
2.000000E-1	2.243711E-5	2.243711E-5	1.470681E-10	2.964844E+0
2.500000E-1	2.640335E-5	2.640335E-5	1.730655E-10	3.706055E+0
3.000000E-1	3.431813E-5	3.431813E-5	2.249444E-10	4.074219E+0
3.500000E-1	4.408118E-5	4.408118E-5	2.889381E-10	4.442383E+0
4.000000E-1	5.345099E-5	5.345099E-5	3.503542E-10	4.811523E+0
4.500000E-1	6.925870E-5	6.925870E-5	4.539687E-10	5.179688E+0
5.000000E-1	8.562650E-5	8.562650E-5	5.612544E-10	5.547852E+0
5.000000E-1	1.117904E-4	1.117904E-4	7.327505E-10	5.916016E+0
4.500000E-1	9.977725E-5	9.977725E-5	6.540080E-10	6.285156E+0
4.000000E-1	6.219578E-5	6.219578E-5	4.076735E-10	6.653320E+0
3.500000E-1	4.153715E-5	4.153715E-5	2.722628E-10	7.021484E+0
3.000000E-1	3.341426E-5	3.341426E-5	2.190198E-10	7.389648E+0
2.500000E-1	2.388690E-5	2.388690E-5	1.565710E-10	7.758789E+0
2.000000E-1	1.693115E-5	1.693115E-5	1.109783E-10	8.126953E+0
1.500000E-1	1.006130E-5	1.006130E-5	6.594859E-11	9.301758E+0
1.000000E-1	6.316006E-6	6.316006E-6	4.139940E-11	1.000488E+1
5.000000E-2	3.148527E-6	3.148527E-6	2.063759E-11	1.070801E+1
0.000000E+0	3.049874E-8	3.049874E-8	1.999095E-13	1.141113E+1
-5.000000E-2	2.592878E-6	-2.592878E-6	-1.699549E-11	1.211426E+1
-1.000000E-1	5.080159E-6	-5.080159E-6	-3.329882E-11	1.281738E+1
-1.500000E-1	7.302676E-6	-7.302676E-6	-4.786671E-11	1.352051E+1
-2.000000E-1	9.457545E-6	-9.457545E-6	-6.199119E-11	1.422363E+1
-2.500000E-1	1.178461E-5	-1.178461E-5	-7.724435E-11	1.492676E+1
-3.000000E-1	1.460233E-5	-1.460233E-5	-9.571359E-11	1.562988E+1
-3.500000E-1	1.652619E-5	-1.652619E-5	-1.083239E-10	1.691211E+1
-4.000000E-1	1.926658E-5	-1.926658E-5	-1.262863E-10	1.728125E+1
-4.500000E-1	2.367267E-5	-2.367267E-5	-1.551668E-10	1.764941E+1
-5.000000E-1	2.603245E-5	-2.603245E-5	-1.706344E-10	1.801758E+1
-5.000000E-1	2.917608E-5	-2.917608E-5	-1.912399E-10	1.838574E+1
-4.500000E-1	2.199924E-5	-2.199924E-5	-1.441980E-10	1.875391E+1
-4.000000E-1	2.014211E-5	-2.014211E-5	-1.320251E-10	1.912305E+1
-3.500000E-1	1.718906E-5	-1.718906E-5	-1.126688E-10	1.949121E+1
-3.000000E-1	1.422753E-5	-1.422753E-5	-9.325692E-11	2.066602E+1
-2.500000E-1	1.299614E-5	-1.299614E-5	-8.518554E-11	2.136914E+1
-2.000000E-1	1.045675E-5	-1.045675E-5	-6.854063E-11	2.207227E+1
-1.500000E-1	7.965530E-6	-7.965530E-6	-5.221151E-11	2.277539E+1
-1.000000E-1	5.401250E-6	-5.401250E-6	-3.540347E-11	2.347852E+1
-5.000000E-2	2.859769E-6	-2.859769E-6	-1.874487E-11	2.418164E+1
0.000000E+0	1.077248E-8	-1.077248E-8	-7.061018E-14	2.488477E+1
