voltage_spot_2_run_2	absJ_spot_2_run_2	J_spot_2_run_2	current_spot_2_run_2	time_spot_2_run_2	
0.000000E+0	6.725603E-8	-6.725603E-8	-4.408418E-13	0.000000E+0
5.000000E-2	3.234577E-5	3.234577E-5	2.120162E-10	1.115234E+0
1.000000E-1	7.633394E-5	7.633394E-5	5.003446E-10	1.483398E+0
1.500000E-1	1.319921E-4	1.319921E-4	8.651664E-10	1.851563E+0
2.000000E-1	2.204196E-4	2.204196E-4	1.444780E-9	2.966797E+0
2.500000E-1	2.890885E-4	2.890885E-4	1.894883E-9	3.333984E+0
3.000000E-1	4.078514E-4	4.078514E-4	2.673336E-9	3.702148E+0
3.500000E-1	6.128111E-4	6.128111E-4	4.016781E-9	4.070313E+0
4.000000E-1	6.363431E-4	6.363431E-4	4.171026E-9	4.437500E+0
4.500000E-1	5.553144E-4	5.553144E-4	3.639909E-9	4.805664E+0
5.000000E-1	6.659113E-4	6.659113E-4	4.364836E-9	5.173828E+0
5.000000E-1	7.293896E-4	7.293896E-4	4.780916E-9	5.541016E+0
4.500000E-1	6.114361E-4	6.114361E-4	4.007769E-9	5.909180E+0
4.000000E-1	5.226585E-4	5.226585E-4	3.425860E-9	6.277344E+0
3.500000E-1	4.285592E-4	4.285592E-4	2.809069E-9	6.644531E+0
3.000000E-1	3.514629E-4	3.514629E-4	2.303727E-9	7.012695E+0
2.500000E-1	2.093414E-4	2.093414E-4	1.372166E-9	7.380859E+0
2.000000E-1	1.445357E-4	1.445357E-4	9.473856E-10	8.122070E+0
1.500000E-1	1.226242E-4	1.226242E-4	8.037626E-10	8.490234E+0
1.000000E-1	6.449699E-5	6.449699E-5	4.227572E-10	8.858398E+0
5.000000E-2	2.752045E-5	2.752045E-5	1.803878E-10	9.226563E+0
0.000000E+0	8.283464E-8	-8.283464E-8	-5.429546E-13	1.040137E+1
-5.000000E-2	3.048591E-5	-3.048591E-5	-1.998254E-10	1.151758E+1
-1.000000E-1	6.851469E-5	-6.851469E-5	-4.490919E-10	1.188574E+1
-1.500000E-1	8.890256E-5	-8.890256E-5	-5.827279E-10	1.225391E+1
-2.000000E-1	1.205803E-4	-1.205803E-4	-7.903656E-10	1.262305E+1
-2.500000E-1	1.599789E-4	-1.599789E-4	-1.048611E-9	1.299121E+1
-3.000000E-1	1.976234E-4	-1.976234E-4	-1.295358E-9	1.410547E+1
-3.500000E-1	2.572822E-4	-2.572822E-4	-1.686403E-9	1.447363E+1
-4.000000E-1	2.733558E-4	-2.733558E-4	-1.791760E-9	1.484082E+1
-4.500000E-1	3.067789E-4	-3.067789E-4	-2.010838E-9	1.520898E+1
-5.000000E-1	3.633373E-4	-3.633373E-4	-2.381560E-9	1.557715E+1
-5.000000E-1	3.455373E-4	-3.455373E-4	-2.264887E-9	1.594434E+1
-4.500000E-1	3.074436E-4	-3.074436E-4	-2.015195E-9	1.631250E+1
-4.000000E-1	2.578011E-4	-2.578011E-4	-1.689804E-9	1.667969E+1
-3.500000E-1	2.152962E-4	-2.152962E-4	-1.411198E-9	1.704785E+1
-3.000000E-1	1.887083E-4	-1.887083E-4	-1.236923E-9	1.741602E+1
-2.500000E-1	1.515118E-4	-1.515118E-4	-9.931118E-10	1.815625E+1
-2.000000E-1	1.289078E-4	-1.289078E-4	-8.449497E-10	1.852539E+1
-1.500000E-1	9.922600E-5	-9.922600E-5	-6.503948E-10	1.889355E+1
-1.000000E-1	6.346222E-5	-6.346222E-5	-4.159746E-10	1.926172E+1
-5.000000E-2	3.047584E-5	-3.047584E-5	-1.997594E-10	1.962988E+1
0.000000E+0	1.035687E-7	-1.035687E-7	-6.788597E-13	2.080469E+1
