voltage_spot_4_run_1	absJ_spot_4_run_1	J_spot_4_run_1	current_spot_4_run_1	time_spot_4_run_1	
0.000000E+0	4.209408E-6	-4.209408E-6	-2.975455E-11	0.000000E+0
5.000000E-2	2.073554E-4	2.073554E-4	1.465709E-9	1.114258E+0
1.000000E-1	4.230237E-4	4.230237E-4	2.990178E-9	1.482422E+0
1.500000E-1	6.467712E-4	6.467712E-4	4.571756E-9	1.850586E+0
2.000000E-1	9.714484E-4	9.714484E-4	6.866764E-9	2.217773E+0
2.500000E-1	1.248152E-3	1.248152E-3	8.822664E-9	2.585938E+0
3.000000E-1	6.612287E-6	6.612287E-6	4.673950E-11	3.700195E+0
3.500000E-1	2.037654E-5	2.037654E-5	1.440333E-10	5.621094E+0
4.000000E-1	4.256416E-5	4.256416E-5	3.008683E-10	5.989258E+0
4.500000E-1	5.693122E-5	5.693122E-5	4.024231E-10	6.357422E+0
5.000000E-1	9.975321E-5	9.975321E-5	7.051139E-10	6.725586E+0
5.000000E-1	9.096865E-5	9.096865E-5	6.430195E-10	7.094727E+0
4.500000E-1	1.375786E-4	1.375786E-4	9.724855E-10	7.462891E+0
4.000000E-1	1.032303E-4	1.032303E-4	7.296919E-10	8.577148E+0
3.500000E-1	5.869005E-5	5.869005E-5	4.148555E-10	9.318359E+0
3.000000E-1	4.192066E-5	4.192066E-5	2.963197E-10	9.687500E+0
2.500000E-1	3.818453E-5	3.818453E-5	2.699105E-10	1.005566E+1
2.000000E-1	3.151153E-5	3.151153E-5	2.227419E-10	1.042383E+1
1.500000E-1	2.566400E-5	2.566400E-5	1.814081E-10	1.079199E+1
1.000000E-1	1.471513E-5	1.471513E-5	1.040151E-10	1.116016E+1
5.000000E-2	7.478924E-6	7.478924E-6	5.286540E-11	1.233496E+1
0.000000E+0	5.151714E-8	5.151714E-8	3.641532E-13	1.303809E+1
-5.000000E-2	7.923868E-6	-7.923868E-6	-5.601052E-11	1.374219E+1
-1.000000E-1	1.473881E-5	-1.473881E-5	-1.041825E-10	1.444531E+1
-1.500000E-1	1.342387E-5	-1.342387E-5	-9.488776E-11	1.556055E+1
-2.000000E-1	1.815266E-5	-1.815266E-5	-1.283136E-10	1.592871E+1
-2.500000E-1	2.375646E-5	-2.375646E-5	-1.679245E-10	1.629688E+1
-3.000000E-1	2.807985E-5	-2.807985E-5	-1.984848E-10	1.666504E+1
-3.500000E-1	3.321825E-5	-3.321825E-5	-2.348060E-10	1.703418E+1
-4.000000E-1	3.943823E-5	-3.943823E-5	-2.787724E-10	1.740234E+1
-4.500000E-1	4.339052E-5	-4.339052E-5	-3.067095E-10	1.777051E+1
-5.000000E-1	4.806195E-5	-4.806195E-5	-3.397299E-10	1.813867E+1
-5.000000E-1	4.416817E-5	-4.416817E-5	-3.122064E-10	1.850781E+1
-4.500000E-1	3.814517E-5	-3.814517E-5	-2.696323E-10	1.887598E+1
-4.000000E-1	3.587835E-5	-3.587835E-5	-2.536091E-10	1.924414E+1
-3.500000E-1	2.949417E-5	-2.949417E-5	-2.084820E-10	1.961230E+1
-3.000000E-1	2.534197E-5	-2.534197E-5	-1.791318E-10	1.998047E+1
-2.500000E-1	2.256155E-5	-2.256155E-5	-1.594782E-10	2.034961E+1
-2.000000E-1	1.825912E-5	-1.825912E-5	-1.290661E-10	2.071777E+1
-1.500000E-1	1.424324E-5	-1.424324E-5	-1.006795E-10	2.108594E+1
-1.000000E-1	9.572824E-6	-9.572824E-6	-6.766630E-11	2.226074E+1
-5.000000E-2	5.683327E-6	-5.683327E-6	-4.017307E-11	2.296387E+1
0.000000E+0	4.988759E-8	-4.988759E-8	-3.526346E-13	2.366699E+1
