voltage_spot_7_run_2_10	absJ_spot_7_run_2_10	J_spot_7_run_2_10	current_spot_7_run_2_10	time_spot_7_run_2_10	
0.000000E+0	7.263707E-5	-7.263707E-5	-2.535512E-9	0.000000E+0
5.000000E-2	6.770923E-2	6.770923E-2	2.363498E-6	7.412109E-1
1.000000E-1	1.451931E-1	1.451931E-1	5.068194E-6	1.109375E+0
1.500000E-1	2.331706E-1	2.331706E-1	8.139190E-6	1.476563E+0
2.000000E-1	3.448811E-1	3.448811E-1	1.203862E-5	2.591797E+0
2.500000E-1	4.672365E-1	4.672365E-1	1.630963E-5	2.959961E+0
3.000000E-1	6.113053E-1	6.113053E-1	2.133858E-5	3.327148E+0
3.500000E-1	7.713052E-1	7.713052E-1	2.692363E-5	3.695313E+0
4.000000E-1	9.613719E-1	9.613719E-1	3.355821E-5	4.063477E+0
4.500000E-1	1.217250E+0	1.217250E+0	4.249004E-5	4.430664E+0
5.000000E-1	1.528679E+0	1.528679E+0	5.336097E-5	4.798828E+0
5.000000E-1	1.577728E+0	1.577728E+0	5.507308E-5	5.166016E+0
4.500000E-1	1.355865E+0	1.355865E+0	4.732862E-5	5.534180E+0
4.000000E-1	1.153943E+0	1.153943E+0	4.028020E-5	5.902344E+0
3.500000E-1	9.443049E-1	9.443049E-1	3.296246E-5	6.269531E+0
3.000000E-1	7.707709E-1	7.707709E-1	2.690498E-5	6.637695E+0
2.500000E-1	6.152999E-1	6.152999E-1	2.147802E-5	7.005859E+0
2.000000E-1	4.658136E-1	4.658136E-1	1.625996E-5	7.373047E+0
1.500000E-1	3.336422E-1	3.336422E-1	1.164631E-5	7.741211E+0
1.000000E-1	2.127958E-1	2.127958E-1	7.427976E-6	8.488281E+0
5.000000E-2	1.020381E-1	1.020381E-1	3.561800E-6	8.856445E+0
0.000000E+0	2.940852E-4	-2.940852E-4	-1.026551E-8	9.597656E+0
-5.000000E-2	9.891306E-2	-9.891306E-2	-3.452717E-6	1.071777E+1
-1.000000E-1	1.968375E-1	-1.968375E-1	-6.870926E-6	1.108594E+1
-1.500000E-1	2.962604E-1	-2.962604E-1	-1.034144E-5	1.145312E+1
-2.000000E-1	3.992785E-1	-3.992785E-1	-1.393745E-5	1.256836E+1
-2.500000E-1	5.078443E-1	-5.078443E-1	-1.772711E-5	1.293652E+1
-3.000000E-1	6.090954E-1	-6.090954E-1	-2.126144E-5	1.330371E+1
-3.500000E-1	7.100290E-1	-7.100290E-1	-2.478469E-5	1.367188E+1
-4.000000E-1	7.993764E-1	-7.993764E-1	-2.790350E-5	1.404004E+1
-4.500000E-1	8.813337E-1	-8.813337E-1	-3.076435E-5	1.440723E+1
-5.000000E-1	9.554870E-1	-9.554870E-1	-3.335279E-5	1.477539E+1
-5.000000E-1	9.290321E-1	-9.290321E-1	-3.242934E-5	1.514355E+1
-4.500000E-1	8.092914E-1	-8.092914E-1	-2.824960E-5	1.551074E+1
-4.000000E-1	7.042769E-1	-7.042769E-1	-2.458390E-5	1.587891E+1
-3.500000E-1	6.064715E-1	-6.064715E-1	-2.116985E-5	1.624707E+1
-3.000000E-1	5.178229E-1	-5.178229E-1	-1.807543E-5	1.661426E+1
-2.500000E-1	4.327244E-1	-4.327244E-1	-1.510493E-5	1.698242E+1
-2.000000E-1	3.515271E-1	-3.515271E-1	-1.227061E-5	1.735059E+1
-1.500000E-1	2.802181E-1	-2.802181E-1	-9.781455E-6	1.809766E+1
-1.000000E-1	1.926395E-1	-1.926395E-1	-6.724386E-6	1.846582E+1
-5.000000E-2	1.013004E-1	-1.013004E-1	-3.536051E-6	1.883301E+1
0.000000E+0	3.402922E-4	-3.402922E-4	-1.187844E-8	1.957422E+1
0.000000E+0	3.430000E-4	-3.430000E-4	-1.197296E-8	1.994238E+1
5.000000E-2	1.246885E-1	1.246885E-1	4.352451E-6	2.106250E+1
1.000000E-1	2.695657E-1	2.695657E-1	9.409618E-6	2.143066E+1
1.500000E-1	4.546609E-1	4.546609E-1	1.587066E-5	2.254492E+1
2.000000E-1	6.466121E-1	6.466121E-1	2.257102E-5	2.291309E+1
2.500000E-1	8.658177E-1	8.658177E-1	3.022274E-5	2.328125E+1
3.000000E-1	1.129395E+0	1.129395E+0	3.942332E-5	2.364844E+1
3.500000E-1	1.417808E+0	1.417808E+0	4.949084E-5	2.401660E+1
4.000000E-1	1.774416E+0	1.774416E+0	6.193879E-5	2.438379E+1
4.500000E-1	2.203823E+0	2.203823E+0	7.692794E-5	2.475195E+1
5.000000E-1	2.670591E+0	2.670591E+0	9.322120E-5	2.512012E+1
5.000000E-1	2.763616E+0	2.763616E+0	9.646840E-5	2.548730E+1
4.500000E-1	2.389705E+0	2.389705E+0	8.341645E-5	2.585547E+1
4.000000E-1	2.004615E+0	2.004615E+0	6.997427E-5	2.622266E+1
3.500000E-1	1.668149E+0	1.668149E+0	5.822939E-5	2.659082E+1
3.000000E-1	1.363713E+0	1.363713E+0	4.760255E-5	2.695898E+1
