voltage_spot_2_run_1	absJ_spot_2_run_1	J_spot_2_run_1	current_spot_2_run_1	time_spot_2_run_1	
0.000000E+0	3.136926E-5	-3.136926E-5	-2.737484E-10	0.000000E+0
5.000000E-2	5.752957E-2	5.752957E-2	5.020402E-7	7.412109E-1
1.000000E-1	9.520223E-2	9.520223E-2	8.307962E-7	1.109375E+0
1.500000E-1	1.948338E-1	1.948338E-1	1.700246E-6	2.236328E+0
2.000000E-1	2.777668E-1	2.777668E-1	2.423973E-6	2.604492E+0
2.500000E-1	3.975779E-1	3.975779E-1	3.469522E-6	2.971680E+0
3.000000E-1	6.824883E-1	6.824883E-1	5.955834E-6	3.339844E+0
3.500000E-1	7.598447E-1	7.598447E-1	6.630896E-6	3.708008E+0
4.000000E-1	7.828105E-1	7.828105E-1	6.831310E-6	4.075195E+0
4.500000E-1	1.365746E+0	1.365746E+0	1.191838E-5	5.190430E+0
5.000000E-1	1.680721E+0	1.680721E+0	1.466706E-5	5.558594E+0
5.000000E-1	1.647626E+0	1.647626E+0	1.437825E-5	5.925781E+0
4.500000E-1	1.170144E+0	1.170144E+0	1.021143E-5	6.293945E+0
4.000000E-1	1.108480E+0	1.108480E+0	9.673315E-6	7.041016E+0
3.500000E-1	9.681639E-1	9.681639E-1	8.448824E-6	7.409180E+0
3.000000E-1	7.518760E-1	7.518760E-1	6.561356E-6	7.776367E+0
2.500000E-1	6.499806E-1	6.499806E-1	5.672151E-6	8.144531E+0
2.000000E-1	5.486953E-1	5.486953E-1	4.788270E-6	8.512695E+0
1.500000E-1	4.120883E-1	4.120883E-1	3.596149E-6	8.879883E+0
1.000000E-1	2.733100E-1	2.733100E-1	2.385080E-6	9.248047E+0
5.000000E-2	1.281375E-1	1.281375E-1	1.118211E-6	9.616211E+0
0.000000E+0	2.227322E-4	-2.227322E-4	-1.943705E-9	1.035742E+1
-5.000000E-2	1.092622E-1	-1.092622E-1	-9.534926E-7	1.147168E+1
-1.000000E-1	2.095842E-1	-2.095842E-1	-1.828967E-6	1.259863E+1
-1.500000E-1	3.358947E-1	-3.358947E-1	-2.931234E-6	1.296680E+1
-2.000000E-1	4.478609E-1	-4.478609E-1	-3.908324E-6	1.333398E+1
-2.500000E-1	5.519463E-1	-5.519463E-1	-4.816640E-6	1.370215E+1
-3.000000E-1	6.105959E-1	-6.105959E-1	-5.328455E-6	1.407031E+1
-3.500000E-1	7.104773E-1	-7.104773E-1	-6.200084E-6	1.443750E+1
-4.000000E-1	8.630145E-1	-8.630145E-1	-7.531222E-6	1.480566E+1
-4.500000E-1	9.699233E-1	-9.699233E-1	-8.464178E-6	1.517285E+1
-5.000000E-1	1.033318E+0	-1.033318E+0	-9.017402E-6	1.554102E+1
-5.000000E-1	1.061732E+0	-1.061732E+0	-9.265364E-6	1.590918E+1
-4.500000E-1	9.261074E-1	-9.261074E-1	-8.081812E-6	1.627637E+1
-4.000000E-1	7.933088E-1	-7.933088E-1	-6.922925E-6	1.664453E+1
-3.500000E-1	6.703495E-1	-6.703495E-1	-5.849903E-6	1.701172E+1
-3.000000E-1	5.750702E-1	-5.750702E-1	-5.018434E-6	1.737988E+1
-2.500000E-1	4.859302E-1	-4.859302E-1	-4.240541E-6	1.774805E+1
-2.000000E-1	3.817382E-1	-3.817382E-1	-3.331294E-6	1.811523E+1
-1.500000E-1	2.806791E-1	-2.806791E-1	-2.449387E-6	1.848340E+1
-1.000000E-1	1.842111E-1	-1.842111E-1	-1.607545E-6	1.885059E+1
-5.000000E-2	9.243402E-2	-9.243402E-2	-8.066390E-7	1.959180E+1
0.000000E+0	1.872899E-4	-1.872899E-4	-1.634413E-9	2.033301E+1
