voltage_spot_4_run_3	absJ_spot_4_run_3	J_spot_4_run_3	current_spot_4_run_3	time_spot_4_run_3	
0.000000E+0	3.201308E-5	-3.201308E-5	-2.610528E-10	0.000000E+0
5.000000E-2	1.857356E-2	1.857356E-2	1.514593E-7	7.412109E-1
1.000000E-1	3.871107E-2	3.871107E-2	3.156720E-7	1.109375E+0
1.500000E-1	5.807407E-2	5.807407E-2	4.735688E-7	1.476563E+0
2.000000E-1	7.978029E-2	7.978029E-2	6.505736E-7	1.844727E+0
2.500000E-1	1.062581E-1	1.062581E-1	8.664891E-7	2.212891E+0
3.000000E-1	3.010210E-1	3.010210E-1	2.454696E-6	3.339844E+0
3.500000E-1	1.626794E-1	1.626794E-1	1.326580E-6	3.708008E+0
4.000000E-1	2.157806E-1	2.157806E-1	1.759597E-6	4.075195E+0
4.500000E-1	2.204397E-1	2.204397E-1	1.797590E-6	4.443359E+0
5.000000E-1	3.139835E-1	3.139835E-1	2.560399E-6	4.811523E+0
5.000000E-1	3.037746E-1	3.037746E-1	2.477150E-6	5.178711E+0
4.500000E-1	2.475013E-1	2.475013E-1	2.018266E-6	5.546875E+0
4.000000E-1	2.067875E-1	2.067875E-1	1.686262E-6	5.914063E+0
3.500000E-1	1.638001E-1	1.638001E-1	1.335719E-6	6.282227E+0
3.000000E-1	1.373720E-1	1.373720E-1	1.120209E-6	6.650391E+0
2.500000E-1	1.052625E-1	1.052625E-1	8.583699E-7	7.391602E+0
2.000000E-1	7.366897E-2	7.366897E-2	6.007385E-7	7.758789E+0
1.500000E-1	5.065957E-2	5.065957E-2	4.131068E-7	8.126953E+0
1.000000E-1	3.219792E-2	3.219792E-2	2.625601E-7	8.495117E+0
5.000000E-2	1.578636E-2	1.578636E-2	1.287309E-7	8.862305E+0
0.000000E+0	2.574143E-5	-2.574143E-5	-2.099102E-10	9.603516E+0
-5.000000E-2	1.377796E-2	-1.377796E-2	-1.123533E-7	1.034570E+1
-1.000000E-1	3.455739E-2	-3.455739E-2	-2.818005E-7	1.071387E+1
-1.500000E-1	4.670386E-2	-4.670386E-2	-3.808497E-7	1.108105E+1
-2.000000E-1	6.828845E-2	-6.828845E-2	-5.568627E-7	1.144922E+1
-2.500000E-1	1.004094E-1	-1.004094E-1	-8.187949E-7	1.181738E+1
-3.000000E-1	8.292501E-2	-8.292501E-2	-6.762175E-7	1.294434E+1
-3.500000E-1	9.969373E-2	-9.969373E-2	-8.129591E-7	1.368457E+1
-4.000000E-1	1.173246E-1	-1.173246E-1	-9.567314E-7	1.405273E+1
-4.500000E-1	1.112832E-1	-1.112832E-1	-9.074665E-7	1.517969E+1
-5.000000E-1	1.297977E-1	-1.297977E-1	-1.058444E-6	1.554688E+1
-5.000000E-1	1.382876E-1	-1.382876E-1	-1.127675E-6	1.591504E+1
-4.500000E-1	1.428654E-1	-1.428654E-1	-1.165005E-6	1.741504E+1
-4.000000E-1	7.016865E-2	-7.016865E-2	-5.721949E-7	1.891504E+1
-3.500000E-1	4.621590E-2	-4.621590E-2	-3.768706E-7	1.965625E+1
-3.000000E-1	3.411940E-2	-3.411940E-2	-2.782289E-7	2.002344E+1
-2.500000E-1	2.820672E-2	-2.820672E-2	-2.300136E-7	2.039160E+1
-2.000000E-1	1.998422E-2	-1.998422E-2	-1.629626E-7	2.075977E+1
-1.500000E-1	1.492195E-2	-1.492195E-2	-1.216820E-7	2.112695E+1
-1.000000E-1	6.957967E-3	-6.957967E-3	-5.673920E-8	2.186816E+1
-5.000000E-2	2.498804E-3	-2.498804E-3	-2.037666E-8	2.223633E+1
0.000000E+0	4.720810E-6	-4.720810E-6	-3.849616E-11	2.341016E+1
