voltage_spot_17_scan_1	absJ_spot_17_scan_1	J_spot_17_scan_1	current_spot_17_scan_1	time_spot_17_scan_1	
0.000000E+0	2.033010E-8	-2.033010E-8	-1.774136E-13	0.000000E+0
5.000000E-2	1.974435E-6	1.974435E-6	1.723020E-11	7.031250E-1
1.000000E-1	4.372099E-6	4.372099E-6	3.815376E-11	1.406250E+0
1.500000E-1	6.815638E-6	6.815638E-6	5.947766E-11	2.109375E+0
2.000000E-1	9.866776E-6	9.866776E-6	8.610387E-11	2.812500E+0
2.500000E-1	1.525591E-5	1.525591E-5	1.331329E-10	3.926758E+0
3.000000E-1	1.940358E-5	1.940358E-5	1.693282E-10	4.295898E+0
3.500000E-1	2.564808E-5	2.564808E-5	2.238217E-10	4.664063E+0
4.000000E-1	3.129240E-5	3.129240E-5	2.730777E-10	5.032227E+0
4.500000E-1	3.700070E-5	3.700070E-5	3.228920E-10	5.400391E+0
5.000000E-1	4.408822E-5	4.408822E-5	3.847423E-10	5.769531E+0
5.000000E-1	4.557362E-5	4.557362E-5	3.977049E-10	6.137695E+0
4.500000E-1	3.769978E-5	3.769978E-5	3.289926E-10	6.505859E+0
4.000000E-1	3.004521E-5	3.004521E-5	2.621939E-10	6.875000E+0
3.500000E-1	2.477567E-5	2.477567E-5	2.162085E-10	7.243164E+0
3.000000E-1	1.920912E-5	1.920912E-5	1.676312E-10	7.611328E+0
2.500000E-1	1.430764E-5	1.430764E-5	1.248577E-10	7.980469E+0
2.000000E-1	1.046604E-5	1.046604E-5	9.133345E-11	9.155273E+0
1.500000E-1	7.177453E-6	7.177453E-6	6.263509E-11	9.858398E+0
1.000000E-1	4.313719E-6	4.313719E-6	3.764430E-11	1.056152E+1
5.000000E-2	2.071228E-6	2.071228E-6	1.807487E-11	1.126465E+1
0.000000E+0	5.296101E-8	5.296101E-8	4.621720E-13	1.196777E+1
-5.000000E-2	1.969299E-6	-1.969299E-6	-1.718538E-11	1.267090E+1
-1.000000E-1	4.435157E-6	-4.435157E-6	-3.870405E-11	1.337402E+1
-1.500000E-1	7.473102E-6	-7.473102E-6	-6.521512E-11	1.407715E+1
-2.000000E-1	1.131157E-5	-1.131157E-5	-9.871208E-11	1.478027E+1
-2.500000E-1	1.529291E-5	-1.529291E-5	-1.334558E-10	1.589551E+1
-3.000000E-1	2.033548E-5	-2.033548E-5	-1.774605E-10	1.626367E+1
-3.500000E-1	2.633998E-5	-2.633998E-5	-2.298597E-10	1.663184E+1
-4.000000E-1	3.123691E-5	-3.123691E-5	-2.725935E-10	1.700098E+1
-4.500000E-1	3.809144E-5	-3.809144E-5	-3.324105E-10	1.736914E+1
-5.000000E-1	4.445333E-5	-4.445333E-5	-3.879285E-10	1.773730E+1
-5.000000E-1	4.467762E-5	-4.467762E-5	-3.898858E-10	1.810547E+1
-4.500000E-1	3.793575E-5	-3.793575E-5	-3.310519E-10	1.847461E+1
-4.000000E-1	3.289592E-5	-3.289592E-5	-2.870711E-10	1.884277E+1
-3.500000E-1	2.726137E-5	-2.726137E-5	-2.379003E-10	1.921094E+1
-3.000000E-1	2.142126E-5	-2.142126E-5	-1.869358E-10	1.957910E+1
-2.500000E-1	1.670013E-5	-1.670013E-5	-1.457361E-10	1.994824E+1
-2.000000E-1	1.242509E-5	-1.242509E-5	-1.084294E-10	2.031641E+1
-1.500000E-1	8.353124E-6	-8.353124E-6	-7.289476E-11	2.149121E+1
-1.000000E-1	4.966812E-6	-4.966812E-6	-4.334361E-11	2.219434E+1
-5.000000E-2	2.404726E-6	-2.404726E-6	-2.098519E-11	2.289746E+1
0.000000E+0	5.911857E-8	-5.911857E-8	-5.159068E-13	2.360059E+1
