voltage_spot_8_scan_2_21	absJ_spot_8_scan_2_21	J_spot_8_scan_2_21	current_spot_8_scan_2_21	time_spot_8_scan_2_21	
0.000000E+0	1.807668E-8	-1.807668E-8	-7.011058E-14	0.000000E+0
5.000000E-2	1.600853E-7	1.600853E-7	6.208922E-13	7.031250E-1
1.000000E-1	2.805606E-7	2.805606E-7	1.088157E-12	1.406250E+0
1.500000E-1	4.391074E-7	4.391074E-7	1.703082E-12	2.109375E+0
2.000000E-1	5.969028E-7	5.969028E-7	2.315093E-12	2.812500E+0
2.500000E-1	9.399266E-7	9.399266E-7	3.645514E-12	3.515625E+0
3.000000E-1	1.219367E-6	1.219367E-6	4.729328E-12	4.218750E+0
3.500000E-1	1.470011E-6	1.470011E-6	5.701453E-12	4.921875E+0
4.000000E-1	2.002626E-6	2.002626E-6	7.767204E-12	5.625000E+0
4.500000E-1	2.795092E-6	2.795092E-6	1.084079E-11	6.328125E+0
5.000000E-1	3.406811E-6	3.406811E-6	1.321335E-11	7.031250E+0
5.000000E-1	3.319551E-6	3.319551E-6	1.287491E-11	7.734375E+0
4.500000E-1	2.547760E-6	2.547760E-6	9.881512E-12	8.437500E+0
4.000000E-1	1.975293E-6	1.975293E-6	7.661191E-12	9.140625E+0
3.500000E-1	1.501857E-6	1.501857E-6	5.824966E-12	9.843750E+0
3.000000E-1	1.162275E-6	1.162275E-6	4.507894E-12	1.054688E+1
2.500000E-1	8.291443E-7	8.291443E-7	3.215844E-12	1.125000E+1
2.000000E-1	5.876603E-7	5.876603E-7	2.279246E-12	1.195313E+1
1.500000E-1	3.510712E-7	3.510712E-7	1.361633E-12	1.265625E+1
1.000000E-1	1.970151E-7	1.970151E-7	7.641249E-13	1.335938E+1
5.000000E-2	7.297226E-8	7.297226E-8	2.830236E-13	1.406250E+1
0.000000E+0	9.043351E-8	-9.043351E-8	-3.507472E-13	1.476563E+1
-5.000000E-2	2.143475E-7	-2.143475E-7	-8.313489E-13	1.546973E+1
-1.000000E-1	3.989429E-7	-3.989429E-7	-1.547304E-12	1.617285E+1
-1.500000E-1	1.713170E-7	-1.713170E-7	-6.644546E-13	1.687598E+1
-2.000000E-1	3.760788E-7	-3.760788E-7	-1.458625E-12	1.757910E+1
-2.500000E-1	6.749273E-7	-6.749273E-7	-2.617712E-12	1.828223E+1
-3.000000E-1	6.891108E-7	-6.891108E-7	-2.672723E-12	1.898535E+1
-3.500000E-1	9.395009E-7	-9.395009E-7	-3.643863E-12	1.968848E+1
-4.000000E-1	1.212669E-6	-1.212669E-6	-4.703349E-12	2.039160E+1
-4.500000E-1	1.715167E-6	-1.715167E-6	-6.652290E-12	2.109473E+1
-5.000000E-1	2.039427E-6	-2.039427E-6	-7.909937E-12	2.179785E+1
-5.000000E-1	1.958343E-6	-1.958343E-6	-7.595452E-12	2.250098E+1
-4.500000E-1	1.587835E-6	-1.587835E-6	-6.158435E-12	2.320410E+1
-4.000000E-1	1.465653E-6	-1.465653E-6	-5.684550E-12	2.390723E+1
-3.500000E-1	1.134008E-6	-1.134008E-6	-4.398260E-12	2.461035E+1
-3.000000E-1	7.883895E-7	-7.883895E-7	-3.057776E-12	2.531348E+1
-2.500000E-1	6.539987E-7	-6.539987E-7	-2.536540E-12	2.601660E+1
-2.000000E-1	3.088135E-7	-3.088135E-7	-1.197736E-12	2.671973E+1
-1.500000E-1	2.510877E-7	-2.510877E-7	-9.738460E-13	2.742285E+1
-1.000000E-1	1.619781E-7	-1.619781E-7	-6.282336E-13	2.812598E+1
-5.000000E-2	5.382929E-8	-5.382929E-8	-2.087774E-13	2.882910E+1
0.000000E+0	4.396442E-8	4.396442E-8	1.705164E-13	2.953223E+1
0.000000E+0	8.755670E-9	8.755670E-9	3.395895E-14	3.023633E+1
5.000000E-2	1.323119E-7	1.323119E-7	5.131728E-13	3.093945E+1
1.000000E-1	2.660550E-7	2.660550E-7	1.031897E-12	3.164258E+1
1.500000E-1	4.037556E-7	4.037556E-7	1.565970E-12	3.234570E+1
2.000000E-1	6.158059E-7	6.158059E-7	2.388409E-12	3.304883E+1
2.500000E-1	8.542341E-7	8.542341E-7	3.313155E-12	3.375195E+1
3.000000E-1	1.131485E-6	1.131485E-6	4.388476E-12	3.445508E+1
3.500000E-1	1.428663E-6	1.428663E-6	5.541081E-12	3.515820E+1
4.000000E-1	2.046587E-6	2.046587E-6	7.937706E-12	3.586133E+1
4.500000E-1	2.663467E-6	2.663467E-6	1.033028E-11	3.656445E+1
5.000000E-1	3.447533E-6	3.447533E-6	1.337129E-11	3.726758E+1
5.000000E-1	3.438940E-6	3.438940E-6	1.333796E-11	3.797070E+1
4.500000E-1	2.605372E-6	2.605372E-6	1.010496E-11	3.867383E+1
4.000000E-1	2.131166E-6	2.131166E-6	8.265749E-12	3.937695E+1
3.500000E-1	1.531849E-6	1.531849E-6	5.941289E-12	4.008008E+1
3.000000E-1	1.155924E-6	1.155924E-6	4.483261E-12	4.078320E+1
2.500000E-1	8.022871E-7	8.022871E-7	3.111678E-12	4.148633E+1
2.000000E-1	5.447980E-7	5.447980E-7	2.113004E-12	4.218945E+1
1.500000E-1	3.713269E-7	3.713269E-7	1.440195E-12	4.289258E+1
1.000000E-1	1.917159E-7	1.917159E-7	7.435719E-13	4.359570E+1
5.000000E-2	6.889678E-8	6.889678E-8	2.672168E-13	4.429883E+1
0.000000E+0	2.761597E-8	-2.761597E-8	-1.071088E-13	4.500195E+1
-5.000000E-2	1.163069E-7	-1.163069E-7	-4.510975E-13	4.570605E+1
-1.000000E-1	2.045900E-7	-2.045900E-7	-7.935042E-13	4.640820E+1
-1.500000E-1	3.076434E-7	-3.076434E-7	-1.193198E-12	4.711230E+1
-2.000000E-1	4.354864E-7	-4.354864E-7	-1.689038E-12	4.781543E+1
-2.500000E-1	6.198706E-7	-6.198706E-7	-2.404174E-12	4.851855E+1
-3.000000E-1	7.783243E-7	-7.783243E-7	-3.018738E-12	4.922168E+1
-3.500000E-1	9.881884E-7	-9.881884E-7	-3.832698E-12	4.992480E+1
-4.000000E-1	1.258920E-6	-1.258920E-6	-4.882733E-12	5.062793E+1
-4.500000E-1	1.590279E-6	-1.590279E-6	-6.167913E-12	5.133105E+1
-5.000000E-1	2.063626E-6	-2.063626E-6	-8.003792E-12	5.203418E+1
-5.000000E-1	1.867373E-6	-1.867373E-6	-7.242623E-12	5.273730E+1
-4.500000E-1	1.508594E-6	-1.508594E-6	-5.851097E-12	5.344043E+1
-4.000000E-1	1.232785E-6	-1.232785E-6	-4.781370E-12	5.414355E+1
-3.500000E-1	9.765558E-7	-9.765558E-7	-3.787581E-12	5.484668E+1
-3.000000E-1	7.424716E-7	-7.424716E-7	-2.879683E-12	5.554980E+1
-2.500000E-1	5.573716E-7	-5.573716E-7	-2.161771E-12	5.625293E+1
-2.000000E-1	4.036948E-7	-4.036948E-7	-1.565734E-12	5.695605E+1
-1.500000E-1	2.713076E-7	-2.713076E-7	-1.052269E-12	5.765918E+1
-1.000000E-1	1.471754E-7	-1.471754E-7	-5.708212E-13	5.836230E+1
-5.000000E-2	5.981192E-8	-5.981192E-8	-2.319811E-13	5.906543E+1
0.000000E+0	3.766692E-8	3.766692E-8	1.460915E-13	5.976855E+1
0.000000E+0	1.864202E-8	1.864202E-8	7.230327E-14	6.047266E+1
5.000000E-2	1.341725E-7	1.341725E-7	5.203893E-13	6.117578E+1
1.000000E-1	2.578540E-7	2.578540E-7	1.000089E-12	6.187891E+1
1.500000E-1	4.125255E-7	4.125255E-7	1.599984E-12	6.258203E+1
2.000000E-1	6.006454E-7	6.006454E-7	2.329609E-12	6.328516E+1
2.500000E-1	8.250332E-7	8.250332E-7	3.199899E-12	6.398828E+1
3.000000E-1	1.109795E-6	1.109795E-6	4.304349E-12	6.469141E+1
3.500000E-1	1.484556E-6	1.484556E-6	5.757866E-12	6.539453E+1
4.000000E-1	1.867459E-6	1.867459E-6	7.242956E-12	6.609766E+1
4.500000E-1	2.476137E-6	2.476137E-6	9.603721E-12	6.680078E+1
5.000000E-1	3.282302E-6	3.282302E-6	1.273044E-11	6.750391E+1
5.000000E-1	3.356635E-6	3.356635E-6	1.301874E-11	6.820703E+1
4.500000E-1	2.703508E-6	2.703508E-6	1.048558E-11	6.891016E+1
4.000000E-1	1.970126E-6	1.970126E-6	7.641152E-12	6.961328E+1
3.500000E-1	1.594967E-6	1.594967E-6	6.186093E-12	7.031641E+1
3.000000E-1	1.197126E-6	1.197126E-6	4.643064E-12	7.101953E+1
2.500000E-1	9.033439E-7	9.033439E-7	3.503628E-12	7.172266E+1
2.000000E-1	6.256349E-7	6.256349E-7	2.426531E-12	7.242578E+1
1.500000E-1	3.627574E-7	3.627574E-7	1.406958E-12	7.312891E+1
1.000000E-1	2.031086E-7	2.031086E-7	7.877587E-13	7.383203E+1
5.000000E-2	8.125204E-8	8.125204E-8	3.151368E-13	7.453516E+1
0.000000E+0	2.354048E-8	-2.354048E-8	-9.130197E-14	7.523828E+1
-5.000000E-2	1.194056E-7	-1.194056E-7	-4.631157E-13	7.594238E+1
-1.000000E-1	2.195501E-7	-2.195501E-7	-8.515272E-13	7.664551E+1
-1.500000E-1	3.342253E-7	-3.342253E-7	-1.296296E-12	7.734863E+1
-2.000000E-1	4.526613E-7	-4.526613E-7	-1.755651E-12	7.805176E+1
-2.500000E-1	6.693703E-7	-6.693703E-7	-2.596159E-12	7.875488E+1
-3.000000E-1	9.421557E-7	-9.421557E-7	-3.654160E-12	7.945801E+1
-3.500000E-1	1.140817E-6	-1.140817E-6	-4.424669E-12	8.016113E+1
-4.000000E-1	1.469625E-6	-1.469625E-6	-5.699954E-12	8.086426E+1
-4.500000E-1	1.760308E-6	-1.760308E-6	-6.827372E-12	8.156738E+1
-5.000000E-1	2.289738E-6	-2.289738E-6	-8.880771E-12	8.227051E+1
-5.000000E-1	2.148359E-6	-2.148359E-6	-8.332432E-12	8.297363E+1
-4.500000E-1	1.818725E-6	-1.818725E-6	-7.053941E-12	8.367676E+1
-4.000000E-1	1.375570E-6	-1.375570E-6	-5.335163E-12	8.437988E+1
-3.500000E-1	9.739977E-7	-9.739977E-7	-3.777659E-12	8.508301E+1
-3.000000E-1	8.109747E-7	-8.109747E-7	-3.145373E-12	8.578613E+1
-2.500000E-1	5.804934E-7	-5.804934E-7	-2.251449E-12	8.648926E+1
-2.000000E-1	4.029826E-7	-4.029826E-7	-1.562972E-12	8.719238E+1
-1.500000E-1	2.668958E-7	-2.668958E-7	-1.035158E-12	8.789551E+1
-1.000000E-1	1.500594E-7	-1.500594E-7	-5.820067E-13	8.859863E+1
-5.000000E-2	5.504945E-8	-5.504945E-8	-2.135098E-13	8.930176E+1
0.000000E+0	3.449671E-8	3.449671E-8	1.337958E-13	9.000488E+1
0.000000E+0	1.809100E-8	1.809100E-8	7.016610E-14	9.070898E+1
5.000000E-2	1.448818E-7	1.448818E-7	5.619255E-13	9.141211E+1
1.000000E-1	2.598862E-7	2.598862E-7	1.007971E-12	9.211523E+1
1.500000E-1	4.265768E-7	4.265768E-7	1.654482E-12	9.281836E+1
2.000000E-1	6.265510E-7	6.265510E-7	2.430084E-12	9.352148E+1
2.500000E-1	8.823905E-7	8.823905E-7	3.422360E-12	9.422461E+1
3.000000E-1	1.241620E-6	1.241620E-6	4.815634E-12	9.492773E+1
3.500000E-1	1.610564E-6	1.610564E-6	6.246587E-12	9.563086E+1
4.000000E-1	2.105919E-6	2.105919E-6	8.167828E-12	9.633398E+1
4.500000E-1	2.679516E-6	2.679516E-6	1.039253E-11	9.703711E+1
5.000000E-1	3.530854E-6	3.530854E-6	1.369445E-11	9.774023E+1
5.000000E-1	3.665307E-6	3.665307E-6	1.421593E-11	9.844336E+1
4.500000E-1	2.730825E-6	2.730825E-6	1.059153E-11	9.914648E+1
4.000000E-1	2.105078E-6	2.105078E-6	8.164566E-12	9.984961E+1
3.500000E-1	1.610642E-6	1.610642E-6	6.246892E-12	1.005527E+2
3.000000E-1	1.194922E-6	1.194922E-6	4.634515E-12	1.012559E+2
2.500000E-1	8.836534E-7	8.836534E-7	3.427258E-12	1.019590E+2
2.000000E-1	5.670362E-7	5.670362E-7	2.199255E-12	1.026621E+2
1.500000E-1	3.805086E-7	3.805086E-7	1.475806E-12	1.033652E+2
1.000000E-1	2.231962E-7	2.231962E-7	8.656686E-13	1.040684E+2
5.000000E-2	8.946027E-8	8.946027E-8	3.469725E-13	1.047715E+2
0.000000E+0	2.862141E-8	-2.862141E-8	-1.110084E-13	1.054746E+2
-5.000000E-2	1.329202E-7	-1.329202E-7	-5.155321E-13	1.061787E+2
-1.000000E-1	2.379775E-7	-2.379775E-7	-9.229978E-13	1.068818E+2
-1.500000E-1	3.714200E-7	-3.714200E-7	-1.440556E-12	1.075850E+2
-2.000000E-1	5.471166E-7	-5.471166E-7	-2.121997E-12	1.082881E+2
-2.500000E-1	7.171992E-7	-7.171992E-7	-2.781664E-12	1.089912E+2
-3.000000E-1	9.933767E-7	-9.933767E-7	-3.852821E-12	1.096943E+2
-3.500000E-1	1.147225E-6	-1.147225E-6	-4.449524E-12	1.103975E+2
-4.000000E-1	1.395075E-6	-1.395075E-6	-5.410811E-12	1.111006E+2
-4.500000E-1	1.956550E-6	-1.956550E-6	-7.588499E-12	1.118037E+2
-5.000000E-1	2.635002E-6	-2.635002E-6	-1.021988E-11	1.125068E+2
-5.000000E-1	2.488421E-6	-2.488421E-6	-9.651363E-12	1.132100E+2
-4.500000E-1	2.023486E-6	-2.023486E-6	-7.848111E-12	1.139131E+2
-4.000000E-1	1.503259E-6	-1.503259E-6	-5.830406E-12	1.146162E+2
-3.500000E-1	1.160979E-6	-1.160979E-6	-4.502870E-12	1.153193E+2
-3.000000E-1	8.556081E-7	-8.556081E-7	-3.318484E-12	1.160225E+2
-2.500000E-1	6.629655E-7	-6.629655E-7	-2.571318E-12	1.167256E+2
-2.000000E-1	4.762590E-7	-4.762590E-7	-1.847175E-12	1.174287E+2
-1.500000E-1	3.049422E-7	-3.049422E-7	-1.182721E-12	1.181318E+2
-1.000000E-1	1.784410E-7	-1.784410E-7	-6.920853E-13	1.188350E+2
-5.000000E-2	5.999797E-8	-5.999797E-8	-2.327027E-13	1.195381E+2
0.000000E+0	4.082996E-8	4.082996E-8	1.583594E-13	1.202412E+2
0.000000E+0	1.727518E-8	1.727518E-8	6.700196E-14	1.209453E+2
5.000000E-2	1.566825E-7	1.566825E-7	6.076945E-13	1.216484E+2
1.000000E-1	2.867295E-7	2.867295E-7	1.112083E-12	1.223516E+2
1.500000E-1	4.519494E-7	4.519494E-7	1.752890E-12	1.230547E+2
2.000000E-1	6.750596E-7	6.750596E-7	2.618225E-12	1.237578E+2
2.500000E-1	9.327060E-7	9.327060E-7	3.617509E-12	1.244609E+2
3.000000E-1	1.291910E-6	1.291910E-6	5.010686E-12	1.251641E+2
3.500000E-1	1.661806E-6	1.661806E-6	6.445330E-12	1.258672E+2
4.000000E-1	2.335094E-6	2.335094E-6	9.056686E-12	1.265703E+2
4.500000E-1	2.887908E-6	2.887908E-6	1.120078E-11	1.272734E+2
5.000000E-1	3.669745E-6	3.669745E-6	1.423314E-11	1.279766E+2
5.000000E-1	3.687079E-6	3.687079E-6	1.430037E-11	1.286797E+2
4.500000E-1	2.878149E-6	2.878149E-6	1.116293E-11	1.293828E+2
4.000000E-1	2.190835E-6	2.190835E-6	8.497175E-12	1.300859E+2
3.500000E-1	1.640942E-6	1.640942E-6	6.364409E-12	1.307891E+2
3.000000E-1	1.202572E-6	1.202572E-6	4.664186E-12	1.314922E+2
2.500000E-1	8.907847E-7	8.907847E-7	3.454917E-12	1.321953E+2
2.000000E-1	5.821930E-7	5.821930E-7	2.258041E-12	1.328984E+2
1.500000E-1	4.027001E-7	4.027001E-7	1.561876E-12	1.336016E+2
1.000000E-1	2.326460E-7	2.326460E-7	9.023199E-13	1.343047E+2
5.000000E-2	9.565757E-8	9.565757E-8	3.710088E-13	1.350078E+2
