voltage_spot_4_scan_1	absJ_spot_4_scan_1	J_spot_4_scan_1	current_spot_4_scan_1	time_spot_4_scan_1	
0.000000E+0	3.316921E-9	-3.316921E-9	-1.286471E-14	0.000000E+0
5.000000E-2	5.342055E-6	5.342055E-6	2.071921E-11	7.031250E-1
1.000000E-1	6.992240E-6	6.992240E-6	2.711947E-11	1.406250E+0
1.500000E-1	1.013659E-5	1.013659E-5	3.931486E-11	2.109375E+0
2.000000E-1	1.701510E-5	1.701510E-5	6.599324E-11	2.812500E+0
2.500000E-1	4.331383E-5	4.331383E-5	1.679931E-10	3.927734E+0
3.000000E-1	6.012725E-5	6.012725E-5	2.332041E-10	4.295898E+0
3.500000E-1	8.476705E-5	8.476705E-5	3.287698E-10	4.664063E+0
4.000000E-1	9.331252E-5	9.331252E-5	3.619135E-10	5.033203E+0
4.500000E-1	7.008509E-5	7.008509E-5	2.718257E-10	5.401367E+0
5.000000E-1	1.506046E-4	1.506046E-4	5.841212E-10	5.769531E+0
5.000000E-1	1.554253E-4	1.554253E-4	6.028185E-10	6.138672E+0
4.500000E-1	1.243996E-4	1.243996E-4	4.824849E-10	6.506836E+0
4.000000E-1	1.035279E-4	1.035279E-4	4.015338E-10	6.875000E+0
3.500000E-1	8.649699E-5	8.649699E-5	3.354794E-10	7.244141E+0
3.000000E-1	6.779143E-5	6.779143E-5	2.629297E-10	7.612305E+0
2.500000E-1	5.599791E-5	5.599791E-5	2.171884E-10	7.980469E+0
2.000000E-1	3.285306E-5	3.285306E-5	1.274209E-10	8.349609E+0
1.500000E-1	2.506743E-5	2.506743E-5	9.722426E-11	9.524414E+0
1.000000E-1	1.443541E-5	1.443541E-5	5.598787E-11	1.022754E+1
5.000000E-2	4.445298E-6	4.445298E-6	1.724113E-11	1.093066E+1
0.000000E+0	1.238818E-7	1.238818E-7	4.804768E-13	1.163379E+1
-5.000000E-2	3.802981E-6	-3.802981E-6	-1.474990E-11	1.233691E+1
-1.000000E-1	9.393779E-6	-9.393779E-6	-3.643386E-11	1.304004E+1
-1.500000E-1	1.274940E-5	-1.274940E-5	-4.944865E-11	1.374316E+1
-2.000000E-1	1.861491E-5	-1.861491E-5	-7.219812E-11	1.444629E+1
-2.500000E-1	2.655128E-5	-2.655128E-5	-1.029794E-10	1.514941E+1
-3.000000E-1	3.019972E-5	-3.019972E-5	-1.171299E-10	1.626465E+1
-3.500000E-1	4.299110E-5	-4.299110E-5	-1.667414E-10	1.663281E+1
-4.000000E-1	5.096391E-5	-5.096391E-5	-1.976640E-10	1.700098E+1
-4.500000E-1	5.756802E-5	-5.756802E-5	-2.232781E-10	1.737012E+1
-5.000000E-1	6.195470E-5	-6.195470E-5	-2.402919E-10	1.773828E+1
-5.000000E-1	6.472683E-5	-6.472683E-5	-2.510436E-10	1.810645E+1
-4.500000E-1	5.816802E-5	-5.816802E-5	-2.256052E-10	1.847461E+1
-4.000000E-1	4.755564E-5	-4.755564E-5	-1.844450E-10	1.884375E+1
-3.500000E-1	3.886168E-5	-3.886168E-5	-1.507254E-10	1.921191E+1
-3.000000E-1	3.025979E-5	-3.025979E-5	-1.173629E-10	1.958008E+1
-2.500000E-1	1.889465E-5	-1.889465E-5	-7.328307E-11	2.075488E+1
-2.000000E-1	1.360302E-5	-1.360302E-5	-5.275946E-11	2.145801E+1
-1.500000E-1	8.871029E-6	-8.871029E-6	-3.440637E-11	2.216113E+1
-1.000000E-1	5.890753E-6	-5.890753E-6	-2.284734E-11	2.286426E+1
-5.000000E-2	3.753612E-6	-3.753612E-6	-1.455842E-11	2.356738E+1
0.000000E+0	8.044338E-8	-8.044338E-8	-3.120004E-13	2.427051E+1
