voltage_spot_6_run_2	absJ_spot_6_run_2	J_spot_6_run_2	current_spot_6_run_2	time_spot_6_run_2	
0.000000E+0	3.187870E-8	-3.187870E-8	-2.781941E-13	0.000000E+0
5.000000E-2	9.982435E-6	9.982435E-6	8.711318E-11	7.031250E-1
1.000000E-1	1.695486E-5	1.695486E-5	1.479591E-10	1.818359E+0
1.500000E-1	3.147634E-5	3.147634E-5	2.746829E-10	2.186523E+0
2.000000E-1	4.825400E-5	4.825400E-5	4.210956E-10	2.554688E+0
2.500000E-1	6.993780E-5	6.993780E-5	6.103224E-10	2.923828E+0
3.000000E-1	8.514230E-5	8.514230E-5	7.430067E-10	3.291992E+0
3.500000E-1	1.088058E-4	1.088058E-4	9.495099E-10	3.660156E+0
4.000000E-1	2.510059E-4	2.510059E-4	2.190440E-9	4.775391E+0
4.500000E-1	3.000025E-4	3.000025E-4	2.618016E-9	5.142578E+0
5.000000E-1	1.667465E-4	1.667465E-4	1.455138E-9	5.510742E+0
5.000000E-1	3.876300E-4	3.876300E-4	3.382710E-9	5.878906E+0
4.500000E-1	3.309907E-4	3.309907E-4	2.888439E-9	6.246094E+0
4.000000E-1	1.331651E-4	1.331651E-4	1.162085E-9	6.614258E+0
3.500000E-1	1.005611E-4	1.005611E-4	8.775609E-10	7.355469E+0
3.000000E-1	5.905452E-5	5.905452E-5	5.153479E-10	7.723633E+0
2.500000E-1	3.899023E-5	3.899023E-5	3.402539E-10	8.091797E+0
2.000000E-1	2.977373E-5	2.977373E-5	2.598248E-10	8.459961E+0
1.500000E-1	1.760625E-5	1.760625E-5	1.536435E-10	8.829102E+0
1.000000E-1	1.914433E-5	1.914433E-5	1.670658E-10	1.075000E+1
5.000000E-2	1.369846E-5	1.369846E-5	1.195416E-10	1.111816E+1
0.000000E+0	6.109846E-9	6.109846E-9	5.331846E-14	1.229297E+1
-5.000000E-2	5.590700E-6	-5.590700E-6	-4.878806E-11	1.299707E+1
-1.000000E-1	1.075759E-5	-1.075759E-5	-9.387767E-11	1.370020E+1
-1.500000E-1	2.213061E-5	-2.213061E-5	-1.931260E-10	1.481543E+1
-2.000000E-1	3.244501E-5	-3.244501E-5	-2.831361E-10	1.518359E+1
-2.500000E-1	3.873286E-5	-3.873286E-5	-3.380080E-10	1.555176E+1
-3.000000E-1	6.699571E-5	-6.699571E-5	-5.846479E-10	1.591992E+1
-3.500000E-1	9.745759E-5	-9.745759E-5	-8.504779E-10	1.628906E+1
-4.000000E-1	5.804955E-5	-5.804955E-5	-5.065779E-10	1.740332E+1
-4.500000E-1	6.636377E-5	-6.636377E-5	-5.791332E-10	1.814453E+1
-5.000000E-1	1.058391E-4	-1.058391E-4	-9.236203E-10	1.851270E+1
-5.000000E-1	9.795449E-5	-9.795449E-5	-8.548142E-10	1.888086E+1
-4.500000E-1	8.968307E-5	-8.968307E-5	-7.826324E-10	1.925000E+1
-4.000000E-1	7.084658E-5	-7.084658E-5	-6.182530E-10	1.961816E+1
-3.500000E-1	5.131085E-5	-5.131085E-5	-4.477716E-10	1.998633E+1
-3.000000E-1	3.274167E-5	-3.274167E-5	-2.857250E-10	2.035449E+1
-2.500000E-1	2.098417E-5	-2.098417E-5	-1.831214E-10	2.072363E+1
-2.000000E-1	1.407111E-5	-1.407111E-5	-1.227936E-10	2.109180E+1
-1.500000E-1	9.064339E-6	-9.064339E-6	-7.910128E-11	2.226660E+1
-1.000000E-1	5.657747E-6	-5.657747E-6	-4.937316E-11	2.296973E+1
-5.000000E-2	2.483360E-6	-2.483360E-6	-2.167140E-11	2.367285E+1
0.000000E+0	4.202945E-8	-4.202945E-8	-3.667761E-13	2.437598E+1
