voltage_spot_7_run_1	absJ_spot_7_run_1	J_spot_7_run_1	current_spot_7_run_1	time_spot_7_run_1	
0.000000E+0	7.752602E-10	7.752602E-10	4.329870E-15	0.000000E+0
5.000000E-2	1.639084E-6	1.639084E-6	9.154372E-12	7.031250E-1
1.000000E-1	3.311073E-6	3.311073E-6	1.849252E-11	1.406250E+0
1.500000E-1	6.428171E-6	6.428171E-6	3.590168E-11	2.109375E+0
2.000000E-1	9.347523E-6	9.347523E-6	5.220642E-11	2.812500E+0
2.500000E-1	1.367876E-5	1.367876E-5	7.639660E-11	3.515625E+0
3.000000E-1	1.416148E-5	1.416148E-5	7.909261E-11	4.218750E+0
3.500000E-1	1.858704E-5	1.858704E-5	1.038096E-10	4.921875E+0
4.000000E-1	2.357234E-5	2.357234E-5	1.316528E-10	6.037109E+0
4.500000E-1	2.476750E-5	2.476750E-5	1.383278E-10	6.405273E+0
5.000000E-1	2.967588E-5	2.967588E-5	1.657414E-10	6.773438E+0
5.000000E-1	2.958564E-5	2.958564E-5	1.652374E-10	7.141602E+0
4.500000E-1	2.426797E-5	2.426797E-5	1.355379E-10	7.510742E+0
4.000000E-1	1.979272E-5	1.979272E-5	1.105434E-10	7.878906E+0
3.500000E-1	1.494062E-5	1.494062E-5	8.344415E-11	9.053711E+0
3.000000E-1	1.275568E-5	1.275568E-5	7.124114E-11	9.756836E+0
2.500000E-1	1.192081E-5	1.192081E-5	6.657837E-11	1.045996E+1
2.000000E-1	7.365777E-6	7.365777E-6	4.113826E-11	1.116309E+1
1.500000E-1	4.068770E-6	4.068770E-6	2.272430E-11	1.186621E+1
1.000000E-1	2.374865E-6	2.374865E-6	1.326375E-11	1.256934E+1
5.000000E-2	1.134474E-6	1.134474E-6	6.336098E-12	1.327246E+1
0.000000E+0	1.659107E-8	1.659107E-8	9.266199E-14	1.397559E+1
-5.000000E-2	1.136733E-6	-1.136733E-6	-6.348713E-12	1.467871E+1
-1.000000E-1	2.435355E-6	-2.435355E-6	-1.360159E-11	1.538184E+1
-1.500000E-1	4.806052E-6	-4.806052E-6	-2.684206E-11	1.608496E+1
-2.000000E-1	4.302134E-6	-4.302134E-6	-2.402765E-11	1.678809E+1
-2.500000E-1	8.755194E-6	-8.755194E-6	-4.889823E-11	1.749121E+1
-3.000000E-1	2.100793E-5	-2.100793E-5	-1.173304E-10	1.860645E+1
-3.500000E-1	2.442104E-5	-2.442104E-5	-1.363928E-10	1.897461E+1
-4.000000E-1	3.715468E-5	-3.715468E-5	-2.075109E-10	1.934375E+1
-4.500000E-1	4.369533E-5	-4.369533E-5	-2.440408E-10	1.971191E+1
-5.000000E-1	5.581424E-5	-5.581424E-5	-3.117255E-10	2.008008E+1
-5.000000E-1	5.862350E-5	-5.862350E-5	-3.274154E-10	2.044824E+1
-4.500000E-1	5.147625E-5	-5.147625E-5	-2.874976E-10	2.081738E+1
-4.000000E-1	2.905000E-5	-2.905000E-5	-1.622458E-10	2.118555E+1
-3.500000E-1	2.071631E-5	-2.071631E-5	-1.157017E-10	2.155371E+1
-3.000000E-1	1.920737E-5	-1.920737E-5	-1.072742E-10	2.347461E+1
-2.500000E-1	1.487345E-5	-1.487345E-5	-8.306902E-11	2.464941E+1
-2.000000E-1	9.411833E-6	-9.411833E-6	-5.256559E-11	2.535352E+1
-1.500000E-1	5.600857E-6	-5.600857E-6	-3.128109E-11	2.605664E+1
-1.000000E-1	3.813629E-6	-3.813629E-6	-2.129932E-11	2.675977E+1
-5.000000E-2	1.515388E-6	-1.515388E-6	-8.463522E-12	2.746289E+1
0.000000E+0	2.172219E-8	-2.172219E-8	-1.213196E-13	2.816602E+1
