voltage_spot_13_scan_1	absJ_spot_13_scan_1	J_spot_13_scan_1	current_spot_13_scan_1	time_spot_13_scan_1	
0.000000E+0	3.264204E-8	3.264204E-8	2.848555E-13	0.000000E+0
5.000000E-2	8.656092E-6	8.656092E-6	7.553865E-11	7.021484E-1
1.000000E-1	2.445792E-5	2.445792E-5	2.134356E-10	1.817383E+0
1.500000E-1	4.641770E-5	4.641770E-5	4.050708E-10	2.186523E+0
2.000000E-1	8.008142E-5	8.008142E-5	6.988422E-10	2.554688E+0
2.500000E-1	1.405334E-4	1.405334E-4	1.226385E-9	3.668945E+0
3.000000E-1	2.167500E-4	2.167500E-4	1.891501E-9	4.037109E+0
3.500000E-1	3.385712E-4	3.385712E-4	2.954591E-9	4.405273E+0
4.000000E-1	4.948406E-4	4.948406E-4	4.318299E-9	4.772461E+0
4.500000E-1	6.919444E-4	6.919444E-4	6.038354E-9	5.140625E+0
5.000000E-1	9.535767E-4	9.535767E-4	8.321527E-9	5.508789E+0
5.000000E-1	9.933539E-4	9.933539E-4	8.668648E-9	5.875977E+0
4.500000E-1	7.850321E-4	7.850321E-4	6.850698E-9	6.244141E+0
4.000000E-1	5.865143E-4	5.865143E-4	5.118303E-9	6.612305E+0
3.500000E-1	4.207208E-4	4.207208E-4	3.671482E-9	6.979492E+0
3.000000E-1	2.957598E-4	2.957598E-4	2.580991E-9	7.347656E+0
2.500000E-1	1.973647E-4	1.973647E-4	1.722332E-9	7.715820E+0
2.000000E-1	1.276630E-4	1.276630E-4	1.114070E-9	8.083008E+0
1.500000E-1	7.455428E-5	7.455428E-5	6.506088E-10	8.824219E+0
1.000000E-1	3.983850E-5	3.983850E-5	3.476565E-10	9.192383E+0
5.000000E-2	1.660177E-5	1.660177E-5	1.448778E-10	9.561523E+0
0.000000E+0	1.389251E-7	-1.389251E-7	-1.212350E-12	1.073633E+1
-5.000000E-2	1.544191E-5	-1.544191E-5	-1.347561E-10	1.185156E+1
-1.000000E-1	4.059902E-5	-4.059902E-5	-3.542933E-10	1.221973E+1
-1.500000E-1	7.300835E-5	-7.300835E-5	-6.371181E-10	1.258887E+1
-2.000000E-1	1.305552E-4	-1.305552E-4	-1.139309E-9	1.370313E+1
-2.500000E-1	1.968979E-4	-1.968979E-4	-1.718258E-9	1.407129E+1
-3.000000E-1	2.837107E-4	-2.837107E-4	-2.475843E-9	1.443848E+1
-3.500000E-1	4.092867E-4	-4.092867E-4	-3.571700E-9	1.480664E+1
-4.000000E-1	5.701744E-4	-5.701744E-4	-4.975710E-9	1.517480E+1
-4.500000E-1	7.481761E-4	-7.481761E-4	-6.529068E-9	1.554199E+1
-5.000000E-1	9.924615E-4	-9.924615E-4	-8.660860E-9	1.591016E+1
-5.000000E-1	1.022299E-3	-1.022299E-3	-8.921240E-9	1.627734E+1
-4.500000E-1	7.844511E-4	-7.844511E-4	-6.845627E-9	1.664551E+1
-4.000000E-1	5.737732E-4	-5.737732E-4	-5.007116E-9	1.701367E+1
-3.500000E-1	3.787267E-4	-3.787267E-4	-3.305014E-9	1.738086E+1
-3.000000E-1	2.757183E-4	-2.757183E-4	-2.406096E-9	1.774902E+1
-2.500000E-1	1.886209E-4	-1.886209E-4	-1.646028E-9	1.811621E+1
-2.000000E-1	1.202208E-4	-1.202208E-4	-1.049124E-9	1.848438E+1
-1.500000E-1	7.135992E-5	-7.135992E-5	-6.227328E-10	1.922559E+1
-1.000000E-1	4.037394E-5	-4.037394E-5	-3.523291E-10	1.959375E+1
-5.000000E-2	1.677155E-5	-1.677155E-5	-1.463594E-10	1.996191E+1
0.000000E+0	6.275553E-8	-6.275553E-8	-5.476453E-13	2.113672E+1
