voltage_4_1_500mv_500ms	absJ_4_1_500mv_500ms	J_4_1_500mv_500ms	current_4_1_500mv_500ms	time_4_1_500mv_500ms	
0.000000E+0	9.763809E-9	9.763809E-9	1.514761E-13	0.000000E+0
5.000000E-2	8.126898E-7	8.126898E-7	1.260810E-11	1.002930E+0
1.000000E-1	1.656814E-7	1.656814E-7	2.570388E-12	3.183594E+0
1.500000E-1	2.642060E-7	2.642060E-7	4.098902E-12	4.957031E+0
2.000000E-1	4.649200E-7	4.649200E-7	7.212786E-12	5.958984E+0
2.500000E-1	7.164453E-7	7.164453E-7	1.111496E-11	6.961914E+0
3.000000E-1	1.335608E-6	1.335608E-6	2.072067E-11	7.964844E+0
3.500000E-1	1.755696E-6	1.755696E-6	2.723793E-11	8.966797E+0
4.000000E-1	2.641345E-6	2.641345E-6	4.097793E-11	9.969727E+0
4.500000E-1	5.230195E-6	5.230195E-6	8.114144E-11	1.097168E+1
5.000000E-1	5.246545E-6	5.246545E-6	8.139510E-11	1.197461E+1
5.000000E-1	8.037946E-6	8.037946E-6	1.247010E-10	1.398828E+1
4.500000E-1	7.342209E-6	7.342209E-6	1.139073E-10	1.465625E+1
4.000000E-1	6.109647E-6	6.109647E-6	9.478529E-11	1.642969E+1
3.500000E-1	4.698991E-6	4.698991E-6	7.290033E-11	1.743262E+1
3.000000E-1	2.766805E-6	2.766805E-6	4.292432E-11	1.843457E+1
2.500000E-1	2.069889E-6	2.069889E-6	3.211234E-11	1.943750E+1
2.000000E-1	1.644895E-6	1.644895E-6	2.551896E-11	2.044043E+1
1.500000E-1	1.006566E-6	1.006566E-6	1.561591E-11	2.144238E+1
1.000000E-1	5.014991E-7	5.014991E-7	7.780276E-12	2.244531E+1
5.000000E-2	2.147286E-7	2.147286E-7	3.331307E-12	2.344824E+1
0.000000E+0	1.402625E-9	-1.402625E-9	-2.176037E-14	2.445020E+1
-5.000000E-2	1.877942E-7	-1.877942E-7	-2.913447E-12	2.545313E+1
-1.000000E-1	4.510753E-7	-4.510753E-7	-6.997999E-12	2.645605E+1
-1.500000E-1	8.674917E-7	-8.674917E-7	-1.345830E-11	2.745801E+1
-2.000000E-1	9.991473E-7	-9.991473E-7	-1.550081E-11	2.846094E+1
-2.500000E-1	1.507081E-6	-1.507081E-6	-2.338091E-11	2.946289E+1
-3.000000E-1	2.088997E-6	-2.088997E-6	-3.240878E-11	3.046582E+1
-3.500000E-1	2.817471E-6	-2.817471E-6	-4.371035E-11	3.146875E+1
-4.000000E-1	3.455014E-6	-3.455014E-6	-5.360121E-11	3.247070E+1
-4.500000E-1	4.974780E-6	-4.974780E-6	-7.717892E-11	3.347363E+1
-5.000000E-1	6.301004E-6	-6.301004E-6	-9.775401E-11	3.447559E+1
-5.000000E-1	7.875338E-6	-7.875338E-6	-1.221783E-10	3.648926E+1
-4.500000E-1	5.587575E-6	-5.587575E-6	-8.668585E-11	3.826270E+1
-4.000000E-1	3.732307E-6	-3.732307E-6	-5.790315E-11	3.926563E+1
-3.500000E-1	2.880940E-6	-2.880940E-6	-4.469501E-11	4.026758E+1
-3.000000E-1	2.216917E-6	-2.216917E-6	-3.439334E-11	4.127051E+1
-2.500000E-1	1.532895E-6	-1.532895E-6	-2.378139E-11	4.227246E+1
-2.000000E-1	1.051720E-6	-1.051720E-6	-1.631643E-11	4.327539E+1
-1.500000E-1	6.242717E-7	-6.242717E-7	-9.684975E-12	4.427734E+1
-1.000000E-1	3.319489E-7	-3.319489E-7	-5.149867E-12	4.528027E+1
-5.000000E-2	1.047692E-7	-1.047692E-7	-1.625394E-12	4.628320E+1
0.000000E+0	4.143199E-8	4.143199E-8	6.427775E-13	4.728516E+1
