voltage_spot_3_scan_1	absJ_spot_3_scan_1	J_spot_3_scan_1	current_spot_3_scan_1	time_spot_3_scan_1	
0.000000E+0	2.490374E-9	-2.490374E-9	-9.658940E-15	0.000000E+0
5.000000E-2	8.330909E-7	8.330909E-7	3.231151E-12	7.031250E-1
1.000000E-1	1.722577E-6	1.722577E-6	6.681031E-12	1.406250E+0
1.500000E-1	2.680849E-6	2.680849E-6	1.039770E-11	2.109375E+0
2.000000E-1	3.831438E-6	3.831438E-6	1.486027E-11	2.812500E+0
2.500000E-1	5.018534E-6	5.018534E-6	1.946443E-11	3.515625E+0
3.000000E-1	6.363004E-6	6.363004E-6	2.467897E-11	4.218750E+0
3.500000E-1	7.858699E-6	7.858699E-6	3.048004E-11	4.921875E+0
4.000000E-1	9.584174E-6	9.584174E-6	3.717231E-11	5.625000E+0
4.500000E-1	1.147720E-5	1.147720E-5	4.451441E-11	6.328125E+0
5.000000E-1	1.359330E-5	1.359330E-5	5.272176E-11	7.031250E+0
5.000000E-1	1.369419E-5	1.369419E-5	5.311304E-11	7.734375E+0
4.500000E-1	1.164147E-5	1.164147E-5	4.515154E-11	8.437500E+0
4.000000E-1	9.742897E-6	9.742897E-6	3.778792E-11	9.140625E+0
3.500000E-1	8.045885E-6	8.045885E-6	3.120604E-11	9.843750E+0
3.000000E-1	6.527830E-6	6.527830E-6	2.531825E-11	1.054688E+1
2.500000E-1	5.135210E-6	5.135210E-6	1.991696E-11	1.125000E+1
2.000000E-1	3.883273E-6	3.883273E-6	1.506131E-11	1.195313E+1
1.500000E-1	2.779563E-6	2.779563E-6	1.078056E-11	1.265625E+1
1.000000E-1	1.766362E-6	1.766362E-6	6.850853E-12	1.335938E+1
5.000000E-2	8.374921E-7	8.374921E-7	3.248221E-12	1.406250E+1
0.000000E+0	4.086217E-9	-4.086217E-9	-1.584843E-14	1.476563E+1
-5.000000E-2	7.878529E-7	-7.878529E-7	-3.055695E-12	1.546875E+1
-1.000000E-1	1.535305E-6	-1.535305E-6	-5.954695E-12	1.617188E+1
-1.500000E-1	2.237777E-6	-2.237777E-6	-8.679238E-12	1.687500E+1
-2.000000E-1	2.911474E-6	-2.911474E-6	-1.129218E-11	1.757813E+1
-2.500000E-1	3.576255E-6	-3.576255E-6	-1.387054E-11	1.828125E+1
-3.000000E-1	4.212575E-6	-4.212575E-6	-1.633851E-11	1.898438E+1
-3.500000E-1	4.823497E-6	-4.823497E-6	-1.870798E-11	1.968750E+1
-4.000000E-1	5.454539E-6	-5.454539E-6	-2.115548E-11	2.039063E+1
-4.500000E-1	6.070002E-6	-6.070002E-6	-2.354256E-11	2.109375E+1
-5.000000E-1	6.675876E-6	-6.675876E-6	-2.589245E-11	2.179688E+1
-5.000000E-1	6.676748E-6	-6.676748E-6	-2.589583E-11	2.250000E+1
-4.500000E-1	6.096494E-6	-6.096494E-6	-2.364531E-11	2.320313E+1
-4.000000E-1	5.435217E-6	-5.435217E-6	-2.108054E-11	2.390625E+1
-3.500000E-1	4.844588E-6	-4.844588E-6	-1.878978E-11	2.460938E+1
-3.000000E-1	4.223731E-6	-4.223731E-6	-1.638178E-11	2.531250E+1
-2.500000E-1	3.601786E-6	-3.601786E-6	-1.396956E-11	2.601563E+1
-2.000000E-1	2.931031E-6	-2.931031E-6	-1.136803E-11	2.671875E+1
-1.500000E-1	2.247910E-6	-2.247910E-6	-8.718540E-12	2.742188E+1
-1.000000E-1	1.522903E-6	-1.522903E-6	-5.906595E-12	2.812500E+1
-5.000000E-2	7.755763E-7	-7.755763E-7	-3.008080E-12	2.882813E+1
0.000000E+0	2.528660E-8	2.528660E-8	9.807433E-14	2.953125E+1
