J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	1.3851e-010
1.5849e-008	-7.8	0	8.7419e-010
2.1544e-008	-7.6667	0	5.1624e-009
2.9286e-008	-7.5333	0	2.8526e-008
3.9811e-008	-7.4	0	1.4748e-007
5.4117e-008	-7.2667	0	7.1349e-007
7.3564e-008	-7.1333	0	3.2297e-006
1e-007	-7	0	1.3679e-005
1.3594e-007	-6.8667	0	5.4212e-005
1.8478e-007	-6.7333	0	0.00020103
2.5119e-007	-6.6	0	0.00069753
3.4145e-007	-6.4667	0	0.0022646
4.6416e-007	-6.3333	0	0.0068794
6.3096e-007	-6.2	0	0.019554
8.577e-007	-6.0667	0	0.052008
1.1659e-006	-5.9333	0	0.12943
1.5849e-006	-5.8	0	0.30138
2.1544e-006	-5.6667	0	0.65664
2.9286e-006	-5.5333	0	1.3387
3.9811e-006	-5.4	0	2.5536
5.4117e-006	-5.2667	0	4.5579
7.3564e-006	-5.1333	2	7.6122
1e-005	-5	1	11.895
1.3594e-005	-4.8667	8	17.394
1.8478e-005	-4.7333	37	23.797
2.5119e-005	-4.6	45	30.464
3.4145e-005	-4.4667	38	36.491
4.6416e-005	-4.3333	34	40.9
6.3096e-005	-4.2	46	42.893
8.577e-005	-4.0667	32	42.09
0.00011659	-3.9333	34	38.646
0.00015849	-3.8	52	33.201
0.00021544	-3.6667	12	26.69
0.00029286	-3.5333	4	20.075
0.00039811	-3.4	40	14.129
0.00054117	-3.2667	16	9.3044
0.00073564	-3.1333	3	5.7333
0.001	-3	0	3.3056
0.0013594	-2.8667	0	1.7833
0.0018478	-2.7333	0	0.90017
0.0025119	-2.6	0	0.42517
0.0034145	-2.4667	0	0.1879
0.0046416	-2.3333	0	0.077702
0.0063096	-2.2	0	0.030065
0.008577	-2.0667	0	0.010885
0.011659	-1.9333	0	0.0036874
0.015849	-1.8	0	0.0011688
0.021544	-1.6667	0	0.00034666
0.029286	-1.5333	0	9.6203e-005
0.039811	-1.4	0	2.4981e-005
0.054117	-1.2667	0	6.0696e-006
0.073564	-1.1333	0	1.3799e-006
0.1	-1	0	2.9353e-007
0.13594	-0.86667	0	5.8425e-008
0.18478	-0.73333	0	1.0881e-008
0.25119	-0.6	0	1.8962e-009
0.34145	-0.46667	0	3.0919e-010
0.46416	-0.33333	0	4.7173e-011
0.63096	-0.2	0	6.7343e-012
0.8577	-0.066667	0	8.9954e-013
1.1659	0.066667	0	1.1243e-013
1.5849	0.2	0	1.3149e-014
2.1544	0.33333	0	1.4388e-015
2.9286	0.46667	0	1.4732e-016
3.9811	0.6	0	1.4114e-017
5.4117	0.73333	0	1.2652e-018
7.3564	0.86667	0	1.0613e-019
10	1	0	8.3293e-021
13.594	1.1333	0	6.1168e-022
18.478	1.2667	0	4.2031e-023
25.119	1.4	0	2.7024e-024
34.145	1.5333	0	1.6257e-025
46.416	1.6667	0	9.1515e-027
63.096	1.8	0	4.8202e-028
85.77	1.9333	0	2.3755e-029
