J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	2.1318e-010
1.5849e-008	-7.8	0	1.2549e-009
2.1544e-008	-7.6667	0	6.9394e-009
2.9286e-008	-7.5333	0	3.6045e-008
3.9811e-008	-7.4	0	1.7587e-007
5.4117e-008	-7.2667	0	8.0608e-007
7.3564e-008	-7.1333	0	3.4705e-006
1e-007	-7	0	1.4035e-005
1.3594e-007	-6.8667	0	5.3319e-005
1.8478e-007	-6.7333	0	0.00019027
2.5119e-007	-6.6	0	0.00063781
3.4145e-007	-6.4667	0	0.0020083
4.6416e-007	-6.3333	0	0.0059403
6.3096e-007	-6.2	0	0.016505
8.577e-007	-6.0667	0	0.043076
1.1659e-006	-5.9333	0	0.1056
1.5849e-006	-5.8	0	0.2432
2.1544e-006	-5.6667	0	0.5261
2.9286e-006	-5.5333	0	1.0691
3.9811e-006	-5.4	0	2.0406
5.4117e-006	-5.2667	0	3.6589
7.3564e-006	-5.1333	1	6.1627
1e-005	-5	2	9.7502
1.3594e-005	-4.8667	3	14.491
1.8478e-005	-4.7333	25	20.229
2.5119e-005	-4.6	32	26.528
3.4145e-005	-4.4667	49	32.678
4.6416e-005	-4.3333	31	37.813
6.3096e-005	-4.2	54	41.1
8.577e-005	-4.0667	30	41.964
0.00011659	-3.9333	18	40.248
0.00015849	-3.8	52	36.26
0.00021544	-3.6667	37	30.686
0.00029286	-3.5333	9	24.394
0.00039811	-3.4	18	18.216
0.00054117	-3.2667	39	12.778
0.00073564	-3.1333	4	8.4194
0.001	-3	0	5.2111
0.0013594	-2.8667	0	3.0298
0.0018478	-2.7333	0	1.6547
0.0025119	-2.6	0	0.84889
0.0034145	-2.4667	0	0.40908
0.0046416	-2.3333	0	0.18518
0.0063096	-2.2	0	0.078743
0.008577	-2.0667	0	0.031452
0.011659	-1.9333	0	0.011801
0.015849	-1.8	0	0.0041593
0.021544	-1.6667	0	0.001377
0.029286	-1.5333	0	0.00042825
0.039811	-1.4	0	0.0001251
0.054117	-1.2667	0	3.433e-005
0.073564	-1.1333	0	8.8493e-006
0.1	-1	0	2.1427e-006
0.13594	-0.86667	0	4.8737e-007
0.18478	-0.73333	0	1.0413e-007
0.25119	-0.6	0	2.0898e-008
0.34145	-0.46667	0	3.9399e-009
0.46416	-0.33333	0	6.9771e-010
0.63096	-0.2	0	1.1606e-010
0.8577	-0.066667	0	1.8136e-011
1.1659	0.066667	0	2.6621e-012
1.5849	0.2	0	3.6706e-013
2.1544	0.33333	0	4.7541e-014
2.9286	0.46667	0	5.7839e-015
3.9811	0.6	0	6.6101e-016
5.4117	0.73333	0	7.0962e-017
7.3564	0.86667	0	7.1559e-018
10	1	0	6.7785e-019
13.594	1.1333	0	6.0315e-020
18.478	1.2667	0	5.0414e-021
25.119	1.4	0	3.9582e-022
34.145	1.5333	0	2.9193e-023
46.416	1.6667	0	2.0225e-024
63.096	1.8	0	1.3162e-025
85.77	1.9333	0	8.0458e-027
