J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	19	1.5182
1.5849e-008	-7.8	9	3.0317
2.1544e-008	-7.6667	9	5.5889
2.9286e-008	-7.5333	7	9.5115
3.9811e-008	-7.4	15	14.944
5.4117e-008	-7.2667	13	21.674
7.3564e-008	-7.1333	34	29.02
1e-007	-7	33	35.871
1.3594e-007	-6.8667	40	40.933
1.8478e-007	-6.7333	48	43.12
2.5119e-007	-6.6	36	41.934
3.4145e-007	-6.4667	45	37.647
4.6416e-007	-6.3333	35	31.202
6.3096e-007	-6.2	17	23.873
8.577e-007	-6.0667	12	16.862
1.1659e-006	-5.9333	13	10.995
1.5849e-006	-5.8	7	6.6188
2.1544e-006	-5.6667	6	3.6781
2.9286e-006	-5.5333	1	1.8869
3.9811e-006	-5.4	3	0.89365
5.4117e-006	-5.2667	0	0.39071
7.3564e-006	-5.1333	0	0.1577
1e-005	-5	1	0.05876
1.3594e-005	-4.8667	1	0.020212
1.8478e-005	-4.7333	0	0.0064184
2.5119e-005	-4.6	0	0.0018816
3.4145e-005	-4.4667	0	0.0005092
4.6416e-005	-4.3333	0	0.00012722
6.3096e-005	-4.2	0	2.9341e-005
8.577e-005	-4.0667	0	6.2473e-006
0.00011659	-3.9333	0	1.228e-006
0.00015849	-3.8	0	2.2282e-007
0.00021544	-3.6667	0	3.7327e-008
0.00029286	-3.5333	0	5.7724e-009
0.00039811	-3.4	0	8.2408e-010
0.00054117	-3.2667	0	1.0861e-010
0.00073564	-3.1333	0	1.3214e-011
0.001	-3	0	1.4842e-012
0.0013594	-2.8667	0	1.539e-013
0.0018478	-2.7333	0	1.4732e-014
0.0025119	-2.6	0	1.3018e-015
0.0034145	-2.4667	0	1.062e-016
0.0046416	-2.3333	0	7.9983e-018
0.0063096	-2.2	0	5.5608e-019
0.008577	-2.0667	0	3.5691e-020
0.011659	-1.9333	0	2.1147e-021
0.015849	-1.8	0	1.1567e-022
0.021544	-1.6667	0	5.8412e-024
0.029286	-1.5333	0	2.723e-025
0.039811	-1.4	0	1.1718e-026
0.054117	-1.2667	0	4.6555e-028
0.073564	-1.1333	0	1.7075e-029
0.1	-1	0	5.7812e-031
0.13594	-0.86667	0	1.807e-032
0.18478	-0.73333	0	5.2142e-034
0.25119	-0.6	0	1.389e-035
0.34145	-0.46667	0	3.4157e-037
0.46416	-0.33333	0	7.7542e-039
0.63096	-0.2	0	1.6251e-040
0.8577	-0.066667	0	3.1442e-042
1.1659	0.066667	0	5.6159e-044
1.5849	0.2	0	9.2599e-046
2.1544	0.33333	0	1.4095e-047
2.9286	0.46667	0	1.9807e-049
3.9811	0.6	0	2.5695e-051
5.4117	0.73333	0	3.0772e-053
7.3564	0.86667	0	3.4021e-055
10	1	0	3.4723e-057
13.594	1.1333	0	3.2717e-059
18.478	1.2667	0	2.8458e-061
25.119	1.4	0	2.2851e-063
34.145	1.5333	0	1.694e-065
46.416	1.6667	0	1.1592e-067
63.096	1.8	0	7.3236e-070
85.77	1.9333	0	4.2713e-072
