J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	8.1472e-006
1.5849e-008	-7.8	0	2.915e-005
2.1544e-008	-7.6667	0	9.8701e-005
2.9286e-008	-7.5333	0	0.00031629
3.9811e-008	-7.4	0	0.00095918
5.4117e-008	-7.2667	0	0.0027529
7.3564e-008	-7.1333	0	0.0074773
1e-007	-7	0	0.019221
1.3594e-007	-6.8667	0	0.046758
1.8478e-007	-6.7333	0	0.10765
2.5119e-007	-6.6	0	0.23455
3.4145e-007	-6.4667	0	0.48364
4.6416e-007	-6.3333	0	0.94379
6.3096e-007	-6.2	0	1.743
8.577e-007	-6.0667	0	3.0463
1.1659e-006	-5.9333	0	5.0389
1.5849e-006	-5.8	0	7.8877
2.1544e-006	-5.6667	2	11.685
2.9286e-006	-5.5333	9	16.383
3.9811e-006	-5.4	44	21.737
5.4117e-006	-5.2667	23	27.295
7.3564e-006	-5.1333	36	32.437
1e-005	-5	58	36.48
1.3594e-005	-4.8667	21	38.827
1.8478e-005	-4.7333	19	39.11
2.5119e-005	-4.6	51	37.282
3.4145e-005	-4.4667	35	33.634
4.6416e-005	-4.3333	35	28.717
6.3096e-005	-4.2	8	23.203
8.577e-005	-4.0667	13	17.743
0.00011659	-3.9333	24	12.84
0.00015849	-3.8	26	8.794
0.00021544	-3.6667	0	5.6999
0.00029286	-3.5333	0	3.4963
0.00039811	-3.4	0	2.0297
0.00054117	-3.2667	0	1.1151
0.00073564	-3.1333	0	0.57976
0.001	-3	0	0.28527
0.0013594	-2.8667	0	0.13284
0.0018478	-2.7333	0	0.058543
0.0025119	-2.6	0	0.024417
0.0034145	-2.4667	0	0.0096375
0.0046416	-2.3333	0	0.0036
0.0063096	-2.2	0	0.0012727
0.008577	-2.0667	0	0.00042578
0.011659	-1.9333	0	0.00013481
0.015849	-1.8	0	4.0396e-005
0.021544	-1.6667	0	1.1455e-005
0.029286	-1.5333	0	3.0743e-006
0.039811	-1.4	0	7.8083e-007
0.054117	-1.2667	0	1.8769e-007
0.073564	-1.1333	0	4.2694e-008
0.1	-1	0	9.1913e-009
0.13594	-0.86667	0	1.8726e-009
0.18478	-0.73333	0	3.6107e-010
0.25119	-0.6	0	6.5885e-011
0.34145	-0.46667	0	1.1378e-011
0.46416	-0.33333	0	1.8595e-012
0.63096	-0.2	0	2.8761e-013
0.8577	-0.066667	0	4.2099e-014
1.1659	0.066667	0	5.8318e-015
1.5849	0.2	0	7.6455e-016
2.1544	0.33333	0	9.4858e-017
2.9286	0.46667	0	1.1138e-017
3.9811	0.6	0	1.2377e-018
5.4117	0.73333	0	1.3016e-019
7.3564	0.86667	0	1.2954e-020
10	1	0	1.2201e-021
13.594	1.1333	0	1.0876e-022
18.478	1.2667	0	9.1751e-024
25.119	1.4	0	7.325e-025
34.145	1.5333	0	5.5344e-026
46.416	1.6667	0	3.9574e-027
63.096	1.8	0	2.6779e-028
85.77	1.9333	0	1.715e-029
