J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	9.7757e-008
1.5849e-008	-7.8	0	4.3262e-007
2.1544e-008	-7.6667	0	1.8067e-006
2.9286e-008	-7.5333	0	7.1205e-006
3.9811e-008	-7.4	0	2.6482e-005
5.4117e-008	-7.2667	0	9.2944e-005
7.3564e-008	-7.1333	0	0.00030783
1e-007	-7	0	0.00096213
1.3594e-007	-6.8667	0	0.0028378
1.8478e-007	-6.7333	0	0.0078987
2.5119e-007	-6.6	0	0.020747
3.4145e-007	-6.4667	0	0.051425
4.6416e-007	-6.3333	0	0.12029
6.3096e-007	-6.2	0	0.26553
8.577e-007	-6.0667	0	0.55311
1.1659e-006	-5.9333	0	1.0873
1.5849e-006	-5.8	0	2.017
2.1544e-006	-5.6667	0	3.5309
2.9286e-006	-5.5333	0	5.833
3.9811e-006	-5.4	1	9.0934
5.4117e-006	-5.2667	1	13.378
7.3564e-006	-5.1333	19	18.573
1e-005	-5	48	24.333
1.3594e-005	-4.8667	27	30.084
1.8478e-005	-4.7333	47	35.099
2.5119e-005	-4.6	32	38.645
3.4145e-005	-4.4667	22	40.152
4.6416e-005	-4.3333	43	39.369
6.3096e-005	-4.2	38	36.427
8.577e-005	-4.0667	49	31.807
0.00011659	-3.9333	15	26.209
0.00015849	-3.8	5	20.38
0.00021544	-3.6667	13	14.955
0.00029286	-3.5333	38	10.356
0.00039811	-3.4	6	6.7673
0.00054117	-3.2667	0	4.1732
0.00073564	-3.1333	0	2.4286
0.001	-3	0	1.3337
0.0013594	-2.8667	0	0.69118
0.0018478	-2.7333	0	0.33803
0.0025119	-2.6	0	0.15601
0.0034145	-2.4667	0	0.067945
0.0046416	-2.3333	0	0.027925
0.0063096	-2.2	0	0.010831
0.008577	-2.0667	0	0.0039642
0.011659	-1.9333	0	0.0013692
0.015849	-1.8	0	0.00044629
0.021544	-1.6667	0	0.00013727
0.029286	-1.5333	0	3.9846e-005
0.039811	-1.4	0	1.0915e-005
0.054117	-1.2667	0	2.8214e-006
0.073564	-1.1333	0	6.8824e-007
0.1	-1	0	1.5843e-007
0.13594	-0.86667	0	3.4417e-008
0.18478	-0.73333	0	7.0555e-009
0.25119	-0.6	0	1.3649e-009
0.34145	-0.46667	0	2.4918e-010
0.46416	-0.33333	0	4.2929e-011
0.63096	-0.2	0	6.9793e-012
0.8577	-0.066667	0	1.0708e-012
1.1659	0.066667	0	1.5503e-013
1.5849	0.2	0	2.1181e-014
2.1544	0.33333	0	2.731e-015
2.9286	0.46667	0	3.3228e-016
3.9811	0.6	0	3.8153e-017
5.4117	0.73333	0	4.134e-018
7.3564	0.86667	0	4.2271e-019
10	1	0	4.0789e-020
13.594	1.1333	0	3.7142e-021
18.478	1.2667	0	3.1916e-022
25.119	1.4	0	2.5881e-023
34.145	1.5333	0	1.9806e-024
46.416	1.6667	0	1.4303e-025
63.096	1.8	0	9.7471e-027
85.77	1.9333	0	6.2684e-028
