J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	5.0869e-005
1.5849e-008	-7.8	0	0.0001191
2.1544e-008	-7.6667	0	0.00027142
2.9286e-008	-7.5333	0	0.0006021
3.9811e-008	-7.4	0	0.0013001
5.4117e-008	-7.2667	0	0.0027327
7.3564e-008	-7.1333	0	0.005591
1e-007	-7	0	0.011135
1.3594e-007	-6.8667	0	0.021585
1.8478e-007	-6.7333	0	0.04073
2.5119e-007	-6.6	0	0.074812
3.4145e-007	-6.4667	0	0.13376
4.6416e-007	-6.3333	0	0.23278
6.3096e-007	-6.2	0	0.39434
8.577e-007	-6.0667	0	0.65026
1.1659e-006	-5.9333	0	1.0437
1.5849e-006	-5.8	0	1.6307
2.1544e-006	-5.6667	0	2.4801
2.9286e-006	-5.5333	2	3.6715
3.9811e-006	-5.4	2	5.2905
5.4117e-006	-5.2667	5	7.4208
7.3564e-006	-5.1333	16	10.132
1e-005	-5	22	13.466
1.3594e-005	-4.8667	20	17.42
1.8478e-005	-4.7333	9	21.936
2.5119e-005	-4.6	37	26.888
3.4145e-005	-4.4667	25	32.081
4.6416e-005	-4.3333	25	37.258
6.3096e-005	-4.2	33	42.12
8.577e-005	-4.0667	81	46.35
0.00011659	-3.9333	81	49.648
0.00015849	-3.8	39	51.765
0.00021544	-3.6667	12	52.537
0.00029286	-3.5333	27	51.902
0.00039811	-3.4	36	49.91
0.00054117	-3.2667	82	46.718
0.00073564	-3.1333	69	42.567
0.001	-3	66	37.753
0.0013594	-2.8667	20	32.592
0.0018478	-2.7333	11	27.388
0.0025119	-2.6	0	22.403
0.0034145	-2.4667	14	17.838
0.0046416	-2.3333	19	13.825
0.0063096	-2.2	7	10.43
0.008577	-2.0667	13	7.6593
0.011659	-1.9333	11	5.475
0.015849	-1.8	0	3.8095
0.021544	-1.6667	10	2.5801
0.029286	-1.5333	6	1.701
0.039811	-1.4	0	1.0916
0.054117	-1.2667	0	0.68185
0.073564	-1.1333	0	0.41459
0.1	-1	0	0.24538
0.13594	-0.86667	0	0.14137
0.18478	-0.73333	0	0.079278
0.25119	-0.6	0	0.043276
0.34145	-0.46667	0	0.022994
0.46416	-0.33333	0	0.011893
0.63096	-0.2	0	0.0059876
0.8577	-0.066667	0	0.0029343
1.1659	0.066667	0	0.0013997
1.5849	0.2	0	0.00064993
2.1544	0.33333	0	0.00029375
2.9286	0.46667	0	0.00012924
3.9811	0.6	0	5.5346e-005
5.4117	0.73333	0	2.3071e-005
7.3564	0.86667	0	9.3615e-006
10	1	0	3.6975e-006
13.594	1.1333	0	1.4216e-006
18.478	1.2667	0	5.32e-007
25.119	1.4	0	1.938e-007
34.145	1.5333	0	6.8718e-008
46.416	1.6667	0	2.3718e-008
63.096	1.8	0	7.9687e-009
85.77	1.9333	0	2.606e-009
