J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	1.4296e-006
1.5849e-008	-7.8	0	3.7394e-006
2.1544e-008	-7.6667	0	9.518e-006
2.9286e-008	-7.5333	0	2.3575e-005
3.9811e-008	-7.4	0	5.6824e-005
5.4117e-008	-7.2667	0	0.00013328
7.3564e-008	-7.1333	0	0.0003042
1e-007	-7	0	0.00067564
1.3594e-007	-6.8667	0	0.0014603
1.8478e-007	-6.7333	0	0.0030713
2.5119e-007	-6.6	0	0.0062858
3.4145e-007	-6.4667	0	0.012519
4.6416e-007	-6.3333	0	0.024262
6.3096e-007	-6.2	0	0.045758
8.577e-007	-6.0667	0	0.083976
1.1659e-006	-5.9333	0	0.14997
1.5849e-006	-5.8	0	0.26063
2.1544e-006	-5.6667	0	0.44076
2.9286e-006	-5.5333	0	0.72534
3.9811e-006	-5.4	0	1.1616
5.4117e-006	-5.2667	0	1.8101
7.3564e-006	-5.1333	0	2.745
1e-005	-5	1	4.0507
1.3594e-005	-4.8667	1	5.8167
1.8478e-005	-4.7333	0	8.1281
2.5119e-005	-4.6	4	11.053
3.4145e-005	-4.4667	15	14.625
4.6416e-005	-4.3333	15	18.832
6.3096e-005	-4.2	21	23.597
8.577e-005	-4.0667	57	28.773
0.00011659	-3.9333	22	34.14
0.00015849	-3.8	44	39.42
0.00021544	-3.6667	27	44.292
0.00029286	-3.5333	95	48.428
0.00039811	-3.4	66	51.526
0.00054117	-3.2667	27	53.349
0.00073564	-3.1333	19	53.75
0.001	-3	7	52.699
0.0013594	-2.8667	65	50.278
0.0018478	-2.7333	85	46.679
0.0025119	-2.6	76	42.173
0.0034145	-2.4667	48	37.076
0.0046416	-2.3333	22	31.72
0.0063096	-2.2	1	26.407
0.008577	-2.0667	4	21.393
0.011659	-1.9333	30	16.865
0.015849	-1.8	8	12.938
0.021544	-1.6667	4	9.6584
0.029286	-1.5333	18	7.0163
0.039811	-1.4	2	4.9599
0.054117	-1.2667	4	3.4119
0.073564	-1.1333	10	2.284
0.1	-1	2	1.4878
0.13594	-0.86667	0	0.94308
0.18478	-0.73333	0	0.58173
0.25119	-0.6	0	0.34919
0.34145	-0.46667	0	0.20397
0.46416	-0.33333	0	0.11594
0.63096	-0.2	0	0.064127
0.8577	-0.066667	0	0.034516
1.1659	0.066667	0	0.018079
1.5849	0.2	0	0.0092147
2.1544	0.33333	0	0.0045704
2.9286	0.46667	0	0.0022059
3.9811	0.6	0	0.001036
5.4117	0.73333	0	0.00047352
7.3564	0.86667	0	0.0002106
10	1	0	9.1146e-005
13.594	1.1333	0	3.8387e-005
18.478	1.2667	0	1.5732e-005
25.119	1.4	0	6.2741e-006
34.145	1.5333	0	2.4349e-006
46.416	1.6667	0	9.1954e-007
63.096	1.8	0	3.3793e-007
85.77	1.9333	0	1.2085e-007
