J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	2.7977e-007
1.5849e-008	-7.8	0	7.7231e-007
2.1544e-008	-7.6667	0	2.0736e-006
2.9286e-008	-7.5333	0	5.4149e-006
3.9811e-008	-7.4	0	1.3753e-005
5.4117e-008	-7.2667	0	3.3976e-005
7.3564e-008	-7.1333	0	8.1635e-005
1e-007	-7	0	0.00019078
1.3594e-007	-6.8667	0	0.00043363
1.8478e-007	-6.7333	0	0.00095864
2.5119e-007	-6.6	0	0.0020613
3.4145e-007	-6.4667	0	0.0043108
4.6416e-007	-6.3333	0	0.0087686
6.3096e-007	-6.2	0	0.017348
8.577e-007	-6.0667	0	0.033381
1.1659e-006	-5.9333	0	0.062474
1.5849e-006	-5.8	0	0.11372
2.1544e-006	-5.6667	0	0.20134
2.9286e-006	-5.5333	0	0.34671
3.9811e-006	-5.4	0	0.5807
5.4117e-006	-5.2667	0	0.94595
7.3564e-006	-5.1333	0	1.4988
1e-005	-5	0	2.3097
1.3594e-005	-4.8667	1	3.4618
1.8478e-005	-4.7333	0	5.0466
2.5119e-005	-4.6	1	7.1555
3.4145e-005	-4.4667	2	9.8679
4.6416e-005	-4.3333	12	13.236
6.3096e-005	-4.2	16	17.268
8.577e-005	-4.0667	23	21.91
0.00011659	-3.9333	44	27.04
0.00015849	-3.8	35	32.458
0.00021544	-3.6667	31	37.894
0.00029286	-3.5333	18	43.029
0.00039811	-3.4	97	47.523
0.00054117	-3.2667	77	51.049
0.00073564	-3.1333	26	53.335
0.001	-3	26	54.198
0.0013594	-2.8667	9	53.567
0.0018478	-2.7333	39	51.494
0.0025119	-2.6	103	48.146
0.0034145	-2.4667	67	43.783
0.0046416	-2.3333	64	38.726
0.0063096	-2.2	25	33.315
0.008577	-2.0667	2	27.875
0.011659	-1.9333	2	22.685
0.015849	-1.8	29	17.956
0.021544	-1.6667	9	13.824
0.029286	-1.5333	2	10.351
0.039811	-1.4	20	7.5383
0.054117	-1.2667	4	5.3397
0.073564	-1.1333	2	3.6788
0.1	-1	12	2.4651
0.13594	-0.86667	2	1.6066
0.18478	-0.73333	0	1.0184
0.25119	-0.6	0	0.62791
0.34145	-0.46667	0	0.37654
0.46416	-0.33333	0	0.21961
0.63096	-0.2	0	0.12458
0.8577	-0.066667	0	0.068738
1.1659	0.066667	0	0.036888
1.5849	0.2	0	0.019254
2.1544	0.33333	0	0.0097743
2.9286	0.46667	0	0.0048261
3.9811	0.6	0	0.0023177
5.4117	0.73333	0	0.0010826
7.3564	0.86667	0	0.00049183
10	1	0	0.00021732
13.594	1.1333	0	9.34e-005
18.478	1.2667	0	3.9042e-005
25.119	1.4	0	1.5873e-005
34.145	1.5333	0	6.2766e-006
46.416	1.6667	0	2.414e-006
63.096	1.8	0	9.0301e-007
85.77	1.9333	0	3.2855e-007
