J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	1.0607e-005
1.5849e-008	-7.8	0	2.7038e-005
2.1544e-008	-7.6667	0	6.6935e-005
2.9286e-008	-7.5333	0	0.00016093
3.9811e-008	-7.4	0	0.00037579
5.4117e-008	-7.2667	0	0.00085223
7.3564e-008	-7.1333	0	0.0018771
1e-007	-7	0	0.0040152
1.3594e-007	-6.8667	0	0.0083417
1.8478e-007	-6.7333	0	0.016831
2.5119e-007	-6.6	0	0.032982
3.4145e-007	-6.4667	0	0.062769
4.6416e-007	-6.3333	0	0.11602
6.3096e-007	-6.2	0	0.20827
8.577e-007	-6.0667	0	0.36311
1.1659e-006	-5.9333	0	0.61482
1.5849e-006	-5.8	0	1.0111
2.1544e-006	-5.6667	0	1.6148
2.9286e-006	-5.5333	0	2.5047
3.9811e-006	-5.4	0	3.7733
5.4117e-006	-5.2667	3	5.5206
7.3564e-006	-5.1333	10	7.8445
1e-005	-5	17	10.826
1.3594e-005	-4.8667	13	14.509
1.8478e-005	-4.7333	17	18.887
2.5119e-005	-4.6	19	23.877
3.4145e-005	-4.4667	34	29.317
4.6416e-005	-4.3333	31	34.959
6.3096e-005	-4.2	20	40.486
8.577e-005	-4.0667	66	45.537
0.00011659	-3.9333	81	49.744
0.00015849	-3.8	67	52.774
0.00021544	-3.6667	23	54.377
0.00029286	-3.5333	24	54.415
0.00039811	-3.4	28	52.885
0.00054117	-3.2667	71	49.918
0.00073564	-3.1333	64	45.76
0.001	-3	78	40.741
0.0013594	-2.8667	34	35.228
0.0018478	-2.7333	18	29.584
0.0025119	-2.6	2	24.129
0.0034145	-2.4667	4	19.113
0.0046416	-2.3333	24	14.703
0.0063096	-2.2	12	10.986
0.008577	-2.0667	5	7.9715
0.011659	-1.9333	18	5.6178
0.015849	-1.8	1	3.8451
0.021544	-1.6667	5	2.556
0.029286	-1.5333	10	1.6501
0.039811	-1.4	1	1.0346
0.054117	-1.2667	0	0.63004
0.073564	-1.1333	0	0.37261
0.1	-1	0	0.21402
0.13594	-0.86667	0	0.11939
0.18478	-0.73333	0	0.064683
0.25119	-0.6	0	0.034035
0.34145	-0.46667	0	0.017393
0.46416	-0.33333	0	0.0086322
0.63096	-0.2	0	0.0041609
0.8577	-0.066667	0	0.0019479
1.1659	0.066667	0	0.00088561
1.5849	0.2	0	0.00039105
2.1544	0.33333	0	0.0001677
2.9286	0.46667	0	6.9849e-005
3.9811	0.6	0	2.8254e-005
5.4117	0.73333	0	1.11e-005
7.3564	0.86667	0	4.2351e-006
10	1	0	1.5694e-006
13.594	1.1333	0	5.648e-007
18.478	1.2667	0	1.9741e-007
25.119	1.4	0	6.7013e-008
34.145	1.5333	0	2.2093e-008
46.416	1.6667	0	7.074e-009
63.096	1.8	0	2.1998e-009
85.77	1.9333	0	6.6438e-010
