J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	60	11.462
1.5849e-008	-7.8	17	19.022
2.1544e-008	-7.6667	26	29.295
2.9286e-008	-7.5333	29	41.864
3.9811e-008	-7.4	43	55.516
5.4117e-008	-7.2667	73	68.318
7.3564e-008	-7.1333	74	78.014
1e-007	-7	87	82.67
1.3594e-007	-6.8667	77	81.292
1.8478e-007	-6.7333	91	74.179
2.5119e-007	-6.6	72	62.812
3.4145e-007	-6.4667	40	49.355
4.6416e-007	-6.3333	26	35.988
6.3096e-007	-6.2	13	24.35
8.577e-007	-6.0667	15	15.289
1.1659e-006	-5.9333	9	8.9082
1.5849e-006	-5.8	10	4.8165
2.1544e-006	-5.6667	18	2.4166
2.9286e-006	-5.5333	6	1.1251
3.9811e-006	-5.4	7	0.4861
5.4117e-006	-5.2667	6	0.19489
7.3564e-006	-5.1333	1	0.072506
1e-005	-5	0	0.025032
1.3594e-005	-4.8667	0	0.0080194
1.8478e-005	-4.7333	0	0.0023841
2.5119e-005	-4.6	0	0.0006577
3.4145e-005	-4.4667	0	0.00016837
4.6416e-005	-4.3333	0	3.9997e-005
6.3096e-005	-4.2	0	8.8171e-006
8.577e-005	-4.0667	0	1.8037e-006
0.00011659	-3.9333	0	3.4238e-007
0.00015849	-3.8	0	6.0311e-008
0.00021544	-3.6667	0	9.8585e-009
0.00029286	-3.5333	0	1.4954e-009
0.00039811	-3.4	0	2.1049e-010
0.00054117	-3.2667	0	2.7494e-011
0.00073564	-3.1333	0	3.3325e-012
0.001	-3	0	3.7483e-013
0.0013594	-2.8667	0	3.9123e-014
0.0018478	-2.7333	0	3.7893e-015
0.0025119	-2.6	0	3.4057e-016
0.0034145	-2.4667	0	2.8405e-017
0.0046416	-2.3333	0	2.1984e-018
0.0063096	-2.2	0	1.5789e-019
0.008577	-2.0667	0	1.0523e-020
0.011659	-1.9333	0	6.5077e-022
0.015849	-1.8	0	3.7347e-023
0.021544	-1.6667	0	1.9889e-024
0.029286	-1.5333	0	9.829e-026
0.039811	-1.4	0	4.5075e-027
0.054117	-1.2667	0	1.9182e-028
0.073564	-1.1333	0	7.5747e-030
0.1	-1	0	2.7757e-031
0.13594	-0.86667	0	9.4388e-033
0.18478	-0.73333	0	2.9784e-034
0.25119	-0.6	0	8.7214e-036
0.34145	-0.46667	0	2.3698e-037
0.46416	-0.33333	0	5.9755e-039
0.63096	-0.2	0	1.3982e-040
0.8577	-0.066667	0	3.0359e-042
1.1659	0.066667	0	6.117e-044
1.5849	0.2	0	1.1437e-045
2.1544	0.33333	0	1.9844e-047
2.9286	0.46667	0	3.1949e-049
3.9811	0.6	0	4.7734e-051
5.4117	0.73333	0	6.618e-053
7.3564	0.86667	0	8.5144e-055
10	1	0	1.0165e-056
13.594	1.1333	0	1.1262e-058
18.478	1.2667	0	1.1578e-060
25.119	1.4	0	1.1045e-062
34.145	1.5333	0	9.7778e-065
46.416	1.6667	0	8.0324e-067
63.096	1.8	0	6.1233e-069
85.77	1.9333	0	4.3316e-071
