voltage_spot_7_scan_1	absJ_spot_7_scan_1	J_spot_7_scan_1	current_spot_7_scan_1	time_spot_7_scan_1	
0.000000E+0	3.277561E-9	3.277561E-9	1.271205E-14	0.000000E+0
5.000000E-2	2.781205E-7	2.781205E-7	1.078693E-12	7.031250E-1
1.000000E-1	5.687286E-7	5.687286E-7	2.205819E-12	1.406250E+0
1.500000E-1	8.939514E-7	8.939514E-7	3.467199E-12	2.109375E+0
2.000000E-1	1.274757E-6	1.274757E-6	4.944156E-12	2.812500E+0
2.500000E-1	1.763693E-6	1.763693E-6	6.840500E-12	3.515625E+0
3.000000E-1	2.340064E-6	2.340064E-6	9.075962E-12	4.218750E+0
3.500000E-1	2.960493E-6	2.960493E-6	1.148230E-11	4.921875E+0
4.000000E-1	3.788471E-6	3.788471E-6	1.469362E-11	5.625000E+0
4.500000E-1	4.859062E-6	4.859062E-6	1.884592E-11	6.328125E+0
5.000000E-1	6.010874E-6	6.010874E-6	2.331323E-11	7.031250E+0
5.000000E-1	6.151141E-6	6.151141E-6	2.385726E-11	7.734375E+0
4.500000E-1	4.849907E-6	4.849907E-6	1.881041E-11	8.437500E+0
4.000000E-1	3.848450E-6	3.848450E-6	1.492625E-11	9.140625E+0
3.500000E-1	3.120794E-6	3.120794E-6	1.210403E-11	9.843750E+0
3.000000E-1	2.698431E-6	2.698431E-6	1.046589E-11	1.054688E+1
2.500000E-1	3.082086E-6	3.082086E-6	1.195390E-11	1.125000E+1
2.000000E-1	7.293611E-7	7.293611E-7	2.828834E-12	1.195313E+1
1.500000E-1	2.524724E-7	2.524724E-7	9.792167E-13	1.265625E+1
1.000000E-1	3.588608E-7	3.588608E-7	1.391845E-12	1.335938E+1
5.000000E-2	2.719194E-7	2.719194E-7	1.054642E-12	1.406250E+1
0.000000E+0	9.868466E-9	-9.868466E-9	-3.827494E-14	1.476563E+1
-5.000000E-2	2.785712E-7	-2.785712E-7	-1.080441E-12	1.546973E+1
-1.000000E-1	5.302601E-7	-5.302601E-7	-2.056619E-12	1.617188E+1
-1.500000E-1	7.896453E-7	-7.896453E-7	-3.062647E-12	1.687500E+1
-2.000000E-1	1.050265E-6	-1.050265E-6	-4.073464E-12	1.757813E+1
-2.500000E-1	1.274943E-6	-1.274943E-6	-4.944878E-12	1.828125E+1
-3.000000E-1	1.551993E-6	-1.551993E-6	-6.019421E-12	1.898438E+1
-3.500000E-1	1.873703E-6	-1.873703E-6	-7.267173E-12	1.968750E+1
-4.000000E-1	2.125753E-6	-2.125753E-6	-8.244752E-12	2.039063E+1
-4.500000E-1	2.464519E-6	-2.464519E-6	-9.558659E-12	2.109375E+1
-5.000000E-1	2.877649E-6	-2.877649E-6	-1.116099E-11	2.179688E+1
-5.000000E-1	2.991105E-6	-2.991105E-6	-1.160103E-11	2.250000E+1
-4.500000E-1	2.574256E-6	-2.574256E-6	-9.984277E-12	2.320313E+1
-4.000000E-1	2.233773E-6	-2.233773E-6	-8.663709E-12	2.390625E+1
-3.500000E-1	1.913566E-6	-1.913566E-6	-7.421785E-12	2.460938E+1
-3.000000E-1	1.589585E-6	-1.589585E-6	-6.165221E-12	2.531250E+1
-2.500000E-1	1.301242E-6	-1.301242E-6	-5.046880E-12	2.601563E+1
-2.000000E-1	1.568013E-6	-1.568013E-6	-6.081552E-12	2.671875E+1
-1.500000E-1	2.540940E-6	-2.540940E-6	-9.855061E-12	2.742188E+1
-1.000000E-1	7.942005E-7	-7.942005E-7	-3.080314E-12	2.812500E+1
-5.000000E-2	2.816342E-7	-2.816342E-7	-1.092321E-12	2.882813E+1
0.000000E+0	2.512916E-8	2.512916E-8	9.746370E-14	2.953125E+1
