voltage_spot_3_run_1	absJ_spot_3_run_1	J_spot_3_run_1	current_spot_3_run_1	time_spot_3_run_1	
0.000000E+0	1.677779E-5	-1.677779E-5	-1.665864E-10	0.000000E+0
5.000000E-2	8.306105E-3	8.306105E-3	8.247119E-8	1.115234E+0
1.000000E-1	1.837620E-2	1.837620E-2	1.824570E-7	2.234375E+0
1.500000E-1	3.509503E-2	3.509503E-2	3.484580E-7	2.602539E+0
2.000000E-1	5.725734E-2	5.725734E-2	5.685072E-7	2.969727E+0
2.500000E-1	8.596013E-2	8.596013E-2	8.534968E-7	3.337891E+0
3.000000E-1	1.206862E-1	1.206862E-1	1.198291E-6	4.464844E+0
3.500000E-1	1.681676E-1	1.681676E-1	1.669733E-6	4.833008E+0
4.000000E-1	2.231812E-1	2.231812E-1	2.215963E-6	5.200195E+0
4.500000E-1	2.916395E-1	2.916395E-1	2.895684E-6	5.568359E+0
5.000000E-1	3.753249E-1	3.753249E-1	3.726595E-6	5.935547E+0
5.000000E-1	3.764970E-1	3.764970E-1	3.738233E-6	6.303711E+0
4.500000E-1	3.023916E-1	3.023916E-1	3.002441E-6	6.671875E+0
4.000000E-1	2.320794E-1	2.320794E-1	2.304313E-6	7.039063E+0
3.500000E-1	1.747769E-1	1.747769E-1	1.735357E-6	7.407227E+0
3.000000E-1	1.254238E-1	1.254238E-1	1.245331E-6	7.775391E+0
2.500000E-1	8.747113E-2	8.747113E-2	8.684995E-7	8.516602E+0
2.000000E-1	5.628863E-2	5.628863E-2	5.588889E-7	8.883789E+0
1.500000E-1	3.471528E-2	3.471528E-2	3.446875E-7	9.251953E+0
1.000000E-1	8.202404E-2	8.202404E-2	8.144154E-7	9.619141E+0
5.000000E-2	4.026592E-2	4.026592E-2	3.997997E-7	9.987305E+0
0.000000E+0	1.144031E-4	-1.144031E-4	-1.135907E-9	1.072852E+1
-5.000000E-2	4.211978E-2	-4.211978E-2	-4.182066E-7	1.184277E+1
-1.000000E-1	8.517015E-2	-8.517015E-2	-8.456531E-7	1.221094E+1
-1.500000E-1	1.258769E-1	-1.258769E-1	-1.249830E-6	1.333789E+1
-2.000000E-1	1.931778E-1	-1.931778E-1	-1.918059E-6	1.370605E+1
-2.500000E-1	2.666332E-1	-2.666332E-1	-2.647397E-6	1.407324E+1
-3.000000E-1	3.464670E-1	-3.464670E-1	-3.440065E-6	1.444141E+1
-3.500000E-1	4.578340E-1	-4.578340E-1	-4.545827E-6	1.480859E+1
-4.000000E-1	5.466853E-1	-5.466853E-1	-5.428030E-6	1.517676E+1
-4.500000E-1	6.935122E-1	-6.935122E-1	-6.885872E-6	1.554492E+1
-5.000000E-1	7.441184E-1	-7.441184E-1	-7.388340E-6	1.591211E+1
-5.000000E-1	7.190446E-1	-7.190446E-1	-7.139382E-6	1.628027E+1
-4.500000E-1	6.705308E-1	-6.705308E-1	-6.657690E-6	1.664746E+1
-4.000000E-1	5.370419E-1	-5.370419E-1	-5.332280E-6	1.701563E+1
-3.500000E-1	4.499010E-1	-4.499010E-1	-4.467060E-6	1.738379E+1
-3.000000E-1	3.538207E-1	-3.538207E-1	-3.513080E-6	1.775098E+1
-2.500000E-1	2.745487E-1	-2.745487E-1	-2.725990E-6	1.811914E+1
-2.000000E-1	2.011025E-1	-2.011025E-1	-1.996743E-6	1.848633E+1
-1.500000E-1	1.381760E-1	-1.381760E-1	-1.371947E-6	1.885449E+1
-1.000000E-1	9.565704E-2	-9.565704E-2	-9.497772E-7	1.959570E+1
-5.000000E-2	4.588600E-2	-4.588600E-2	-4.556014E-7	1.996289E+1
0.000000E+0	1.221911E-4	-1.221911E-4	-1.213234E-9	2.070410E+1
