voltage_run_1_spot_1	absJ_run_1_spot_1	J_run_1_spot_1	current_run_1_spot_1	time_run_1_spot_1	
0.000000E+0	2.958999E-5	-2.958999E-5	-1.405872E-9	0.000000E+0
5.000000E-2	1.380167E-2	1.380167E-2	6.557412E-7	1.114258E+0
1.000000E-1	3.127315E-2	3.127315E-2	1.485842E-6	2.241211E+0
1.500000E-1	5.108207E-2	5.108207E-2	2.426998E-6	2.609375E+0
2.000000E-1	7.376454E-2	7.376454E-2	3.504682E-6	2.976563E+0
2.500000E-1	1.090099E-1	1.090099E-1	5.179249E-6	3.344727E+0
3.000000E-1	1.546239E-1	1.546239E-1	7.346453E-6	3.712891E+0
3.500000E-1	4.299459E-1	4.299459E-1	2.042748E-5	4.827148E+0
4.000000E-1	6.470494E-1	6.470494E-1	3.074244E-5	5.195313E+0
4.500000E-1	1.144084E+0	1.144084E+0	5.435741E-5	5.563477E+0
5.000000E-1	3.720863E+0	3.720863E+0	1.767847E-4	6.672852E+0
5.000000E-1	4.282956E+0	4.282956E+0	2.034907E-4	7.041016E+0
4.500000E-1	3.970867E+0	3.970867E+0	1.886628E-4	7.409180E+0
4.000000E-1	3.524800E+0	3.524800E+0	1.674694E-4	7.776367E+0
3.500000E-1	3.027313E+0	3.027313E+0	1.438329E-4	8.144531E+0
3.000000E-1	2.529337E+0	2.529337E+0	1.201732E-4	8.512695E+0
2.500000E-1	2.059987E+0	2.059987E+0	9.787355E-5	9.251953E+0
2.000000E-1	1.591020E+0	1.591020E+0	7.559215E-5	9.619141E+0
1.500000E-1	1.166921E+0	1.166921E+0	5.544243E-5	9.987305E+0
1.000000E-1	7.595661E-1	7.595661E-1	3.608831E-5	1.035449E+1
5.000000E-2	3.712306E-1	3.712306E-1	1.763781E-5	1.072266E+1
0.000000E+0	4.998750E-4	-4.998750E-4	-2.374993E-8	1.147070E+1
-5.000000E-2	3.650906E-1	-3.650906E-1	-1.734609E-5	1.221094E+1
-1.000000E-1	7.207076E-1	-7.207076E-1	-3.424207E-5	1.257910E+1
-1.500000E-1	1.065828E+0	-1.065828E+0	-5.063934E-5	1.294629E+1
-2.000000E-1	1.437077E+0	-1.437077E+0	-6.827805E-5	1.331445E+1
-2.500000E-1	1.840584E+0	-1.840584E+0	-8.744936E-5	1.368262E+1
-3.000000E-1	2.375638E+0	-2.375638E+0	-1.128707E-4	1.479199E+1
-3.500000E-1	2.798327E+0	-2.798327E+0	-1.329534E-4	1.516016E+1
-4.000000E-1	3.210297E+0	-3.210297E+0	-1.525268E-4	1.552734E+1
-4.500000E-1	3.605317E+0	-3.605317E+0	-1.712949E-4	1.589551E+1
-5.000000E-1	3.986852E+0	-3.986852E+0	-1.894223E-4	1.626367E+1
-5.000000E-1	3.979629E+0	-3.979629E+0	-1.890791E-4	1.663086E+1
-4.500000E-1	3.631658E+0	-3.631658E+0	-1.725464E-4	1.699902E+1
-4.000000E-1	3.314703E+0	-3.314703E+0	-1.574873E-4	1.736621E+1
-3.500000E-1	3.018151E+0	-3.018151E+0	-1.433976E-4	1.773438E+1
-3.000000E-1	2.724026E+0	-2.724026E+0	-1.294232E-4	1.810254E+1
-2.500000E-1	2.408861E+0	-2.408861E+0	-1.144492E-4	1.846973E+1
-2.000000E-1	2.136272E+0	-2.136272E+0	-1.014980E-4	1.920898E+1
-1.500000E-1	1.699311E+0	-1.699311E+0	-8.073724E-5	1.957715E+1
-1.000000E-1	1.202446E+0	-1.202446E+0	-5.713032E-5	1.994434E+1
-5.000000E-2	6.414556E-1	-6.414556E-1	-3.047667E-5	2.031250E+1
0.000000E+0	5.725427E-4	-5.725427E-4	-2.720250E-8	2.105957E+1
