voltage_spot_1_run_2	absJ_spot_1_run_2	J_spot_1_run_2	current_spot_1_run_2	time_spot_1_run_2	
0.000000E+0	2.483157E-3	-2.483157E-3	-1.179791E-7	0.000000E+0
5.000000E-2	8.708831E-1	8.708831E-1	4.137717E-5	1.115234E+0
1.000000E-1	1.816292E+0	1.816292E+0	8.629517E-5	1.483398E+0
1.500000E-1	2.875552E+0	2.875552E+0	1.366225E-4	2.593750E+0
2.000000E-1	3.985924E+0	3.985924E+0	1.893782E-4	2.960938E+0
2.500000E-1	5.157013E+0	5.157013E+0	2.450187E-4	3.329102E+0
3.000000E-1	6.421446E+0	6.421446E+0	3.050941E-4	3.697266E+0
3.500000E-1	7.776465E+0	7.776465E+0	3.694734E-4	4.064453E+0
4.000000E-1	9.249091E+0	9.249091E+0	4.394404E-4	4.432617E+0
4.500000E-1	1.087573E+1	1.087573E+1	5.167247E-4	4.800781E+0
5.000000E-1	1.273379E+1	1.273379E+1	6.050045E-4	5.167969E+0
5.000000E-1	1.303268E+1	1.303268E+1	6.192055E-4	5.536133E+0
4.500000E-1	1.157534E+1	1.157534E+1	5.499645E-4	5.903320E+0
4.000000E-1	1.010956E+1	1.010956E+1	4.803227E-4	6.271484E+0
3.500000E-1	8.688634E+0	8.688634E+0	4.128121E-4	6.639648E+0
3.000000E-1	7.309776E+0	7.309776E+0	3.473002E-4	7.006836E+0
2.500000E-1	5.978480E+0	5.978480E+0	2.840480E-4	7.375000E+0
2.000000E-1	4.694821E+0	4.694821E+0	2.230591E-4	7.743164E+0
1.500000E-1	3.453123E+0	3.453123E+0	1.640639E-4	8.110352E+0
1.000000E-1	2.255299E+0	2.255299E+0	1.071532E-4	8.478516E+0
5.000000E-2	1.098128E+0	1.098128E+0	5.217395E-5	9.217773E+0
0.000000E+0	2.848988E-3	-2.848988E-3	-1.353604E-7	9.964844E+0
-5.000000E-2	1.050207E+0	-1.050207E+0	-4.989718E-5	1.108105E+1
-1.000000E-1	2.056937E+0	-2.056937E+0	-9.772867E-5	1.144824E+1
-1.500000E-1	2.996512E+0	-2.996512E+0	-1.423695E-4	1.255859E+1
-2.000000E-1	3.932296E+0	-3.932296E+0	-1.868302E-4	1.292676E+1
-2.500000E-1	4.835561E+0	-4.835561E+0	-2.297459E-4	1.329395E+1
-3.000000E-1	5.702723E+0	-5.702723E+0	-2.709463E-4	1.366211E+1
-3.500000E-1	6.532539E+0	-6.532539E+0	-3.103723E-4	1.402930E+1
-4.000000E-1	7.303879E+0	-7.303879E+0	-3.470200E-4	1.439746E+1
-4.500000E-1	8.009955E+0	-8.009955E+0	-3.805669E-4	1.476563E+1
-5.000000E-1	8.653821E+0	-8.653821E+0	-4.111581E-4	1.513281E+1
-5.000000E-1	8.462917E+0	-8.462917E+0	-4.020879E-4	1.550098E+1
-4.500000E-1	7.575037E+0	-7.575037E+0	-3.599032E-4	1.586816E+1
-4.000000E-1	6.794555E+0	-6.794555E+0	-3.228211E-4	1.623633E+1
-3.500000E-1	6.051660E+0	-6.051660E+0	-2.875249E-4	1.660449E+1
-3.000000E-1	5.326172E+0	-5.326172E+0	-2.530557E-4	1.697168E+1
-2.500000E-1	4.578672E+0	-4.578672E+0	-2.175407E-4	1.733984E+1
-2.000000E-1	3.791926E+0	-3.791926E+0	-1.801610E-4	1.770703E+1
-1.500000E-1	2.951342E+0	-2.951342E+0	-1.402234E-4	1.807520E+1
-1.000000E-1	2.093533E+0	-2.093533E+0	-9.946739E-5	1.881445E+1
-5.000000E-2	1.088516E+0	-1.088516E+0	-5.171729E-5	1.918164E+1
0.000000E+0	3.042974E-3	-3.042974E-3	-1.445770E-7	1.992969E+1
