voltage_spot_6_run_3_5	absJ_spot_6_run_3_5	J_spot_6_run_3_5	current_spot_6_run_3_5	time_spot_6_run_3_5	
0.000000E+0	1.811426E-8	-1.811426E-8	-1.011691E-13	0.000000E+0
5.000000E-2	5.212240E-6	5.212240E-6	2.911064E-11	7.031250E-1
1.000000E-1	1.835069E-5	1.835069E-5	1.024896E-10	1.406250E+0
1.500000E-1	4.411952E-5	4.411952E-5	2.464099E-10	2.520508E+0
2.000000E-1	4.049768E-5	4.049768E-5	2.261817E-10	2.889648E+0
2.500000E-1	5.491021E-5	5.491021E-5	3.066765E-10	3.257813E+0
3.000000E-1	7.448697E-5	7.448697E-5	4.160137E-10	3.625977E+0
3.500000E-1	7.053141E-5	7.053141E-5	3.939217E-10	3.994141E+0
4.000000E-1	9.306992E-5	9.306992E-5	5.198005E-10	4.363281E+0
4.500000E-1	8.449122E-5	8.449122E-5	4.718880E-10	4.731445E+0
5.000000E-1	1.020182E-4	1.020182E-4	5.697773E-10	5.099609E+0
5.000000E-1	1.153644E-4	1.153644E-4	6.443162E-10	5.468750E+0
4.500000E-1	9.198596E-5	9.198596E-5	5.137465E-10	5.836914E+0
4.000000E-1	8.156638E-5	8.156638E-5	4.555526E-10	6.205078E+0
3.500000E-1	6.573165E-5	6.573165E-5	3.671148E-10	6.573242E+0
3.000000E-1	4.670072E-5	4.670072E-5	2.608260E-10	6.942383E+0
2.500000E-1	3.435237E-5	3.435237E-5	1.918598E-10	7.310547E+0
2.000000E-1	2.489756E-5	2.489756E-5	1.390542E-10	7.678711E+0
1.500000E-1	1.794722E-5	1.794722E-5	1.002362E-10	8.047852E+0
1.000000E-1	2.187225E-5	2.187225E-5	1.221577E-10	8.416016E+0
5.000000E-2	9.836480E-6	9.836480E-6	5.493727E-11	9.590820E+0
0.000000E+0	2.597121E-8	-2.597121E-8	-1.450506E-13	1.029395E+1
-5.000000E-2	1.878661E-5	-1.878661E-5	-1.049242E-10	1.099805E+1
-1.000000E-1	7.771614E-5	-7.771614E-5	-4.340488E-10	1.211230E+1
-1.500000E-1	1.595900E-4	-1.595900E-4	-8.913187E-10	1.248145E+1
-2.000000E-1	1.773857E-4	-1.773857E-4	-9.907085E-10	1.284961E+1
-2.500000E-1	2.875985E-4	-2.875985E-4	-1.606253E-9	1.396387E+1
-3.000000E-1	3.542276E-4	-3.542276E-4	-1.978380E-9	1.433203E+1
-3.500000E-1	4.685803E-4	-4.685803E-4	-2.617046E-9	1.470020E+1
-4.000000E-1	4.653871E-4	-4.653871E-4	-2.599212E-9	1.506738E+1
-4.500000E-1	6.281122E-4	-6.281122E-4	-3.508040E-9	1.543555E+1
-5.000000E-1	1.174043E-3	-1.174043E-3	-6.557094E-9	1.580371E+1
-5.000000E-1	1.036452E-3	-1.036452E-3	-5.788641E-9	1.617188E+1
-4.500000E-1	7.953984E-4	-7.953984E-4	-4.442343E-9	1.653906E+1
-4.000000E-1	5.853414E-4	-5.853414E-4	-3.269163E-9	1.690723E+1
-3.500000E-1	4.671875E-4	-4.671875E-4	-2.609267E-9	1.727441E+1
-3.000000E-1	3.376512E-4	-3.376512E-4	-1.885800E-9	1.764258E+1
-2.500000E-1	2.489231E-4	-2.489231E-4	-1.390249E-9	1.801074E+1
-2.000000E-1	1.613904E-4	-1.613904E-4	-9.013741E-10	1.949805E+1
-1.500000E-1	1.330570E-4	-1.330570E-4	-7.431306E-10	2.023926E+1
-1.000000E-1	7.067697E-5	-7.067697E-5	-3.947347E-10	2.060742E+1
-5.000000E-2	5.496214E-5	-5.496214E-5	-3.069665E-10	2.097559E+1
0.000000E+0	1.286311E-7	-1.286311E-7	-7.184114E-13	2.215039E+1
0.000000E+0	8.311932E-8	-8.311932E-8	-4.642259E-13	2.285449E+1
5.000000E-2	1.860802E-5	1.860802E-5	1.039268E-10	2.355762E+1
1.000000E-1	3.217588E-5	3.217588E-5	1.797040E-10	2.467285E+1
1.500000E-1	5.856626E-5	5.856626E-5	3.270957E-10	2.504102E+1
2.000000E-1	9.897429E-5	9.897429E-5	5.527767E-10	2.540918E+1
2.500000E-1	1.709889E-4	1.709889E-4	9.549823E-10	2.577832E+1
3.000000E-1	3.001296E-4	3.001296E-4	1.676240E-9	2.689258E+1
3.500000E-1	3.633784E-4	3.633784E-4	2.029488E-9	2.726074E+1
4.000000E-1	4.353158E-4	4.353158E-4	2.431262E-9	2.762793E+1
4.500000E-1	4.395226E-4	4.395226E-4	2.454757E-9	2.799609E+1
5.000000E-1	5.266159E-4	5.266159E-4	2.941178E-9	2.836426E+1
5.000000E-1	5.344094E-4	5.344094E-4	2.984705E-9	2.873145E+1
4.500000E-1	3.348104E-4	3.348104E-4	1.869934E-9	2.909961E+1
4.000000E-1	4.366384E-4	4.366384E-4	2.438649E-9	2.946777E+1
3.500000E-1	1.172321E-4	1.172321E-4	6.547474E-10	3.095508E+1
3.000000E-1	8.085240E-5	8.085240E-5	4.515650E-10	3.169531E+1
2.500000E-1	5.352445E-5	5.352445E-5	2.989369E-10	3.206445E+1
2.000000E-1	4.099350E-5	4.099350E-5	2.289509E-10	3.243262E+1
1.500000E-1	2.971171E-5	2.971171E-5	1.659415E-10	3.280078E+1
1.000000E-1	1.999010E-5	1.999010E-5	1.116458E-10	3.316895E+1
5.000000E-2	1.130645E-5	1.130645E-5	6.314715E-11	3.434375E+1
0.000000E+0	2.939528E-9	-2.939528E-9	-1.641742E-14	3.504785E+1
-5.000000E-2	1.100612E-5	-1.100612E-5	-6.146977E-11	3.575098E+1
-1.000000E-1	2.560396E-5	-2.560396E-5	-1.429995E-10	3.686621E+1
-1.500000E-1	3.783208E-5	-3.783208E-5	-2.112942E-10	3.723438E+1
-2.000000E-1	5.913914E-5	-5.913914E-5	-3.302953E-10	3.760352E+1
-2.500000E-1	7.576773E-5	-7.576773E-5	-4.231668E-10	3.797168E+1
-3.000000E-1	1.379328E-4	-1.379328E-4	-7.703619E-10	3.833984E+1
-3.500000E-1	1.396984E-4	-1.396984E-4	-7.802233E-10	3.870801E+1
-4.000000E-1	9.557165E-4	-9.557165E-4	-5.337728E-9	3.982324E+1
-4.500000E-1	9.557786E-4	-9.557786E-4	-5.338075E-9	4.019141E+1
-5.000000E-1	2.922169E-4	-2.922169E-4	-1.632047E-9	4.055859E+1
-5.000000E-1	3.353402E-4	-3.353402E-4	-1.872893E-9	4.092676E+1
-4.500000E-1	2.255244E-4	-2.255244E-4	-1.259566E-9	4.129492E+1
-4.000000E-1	1.949245E-4	-1.949245E-4	-1.088664E-9	4.166211E+1
-3.500000E-1	1.924352E-4	-1.924352E-4	-1.074761E-9	4.203027E+1
-3.000000E-1	1.098110E-4	-1.098110E-4	-6.133002E-10	4.277148E+1
-2.500000E-1	6.377944E-5	-6.377944E-5	-3.562116E-10	4.313965E+1
-2.000000E-1	5.517231E-5	-5.517231E-5	-3.081403E-10	4.350781E+1
-1.500000E-1	4.086589E-5	-4.086589E-5	-2.282382E-10	4.387695E+1
-1.000000E-1	2.174591E-5	-2.174591E-5	-1.214521E-10	4.424512E+1
-5.000000E-2	8.581925E-6	-8.581925E-6	-4.793051E-11	4.541992E+1
0.000000E+0	9.880095E-8	-9.880095E-8	-5.518086E-13	4.612305E+1
0.000000E+0	4.330027E-8	-4.330027E-8	-2.418343E-13	4.682715E+1
5.000000E-2	1.340493E-5	1.340493E-5	7.486727E-11	4.752930E+1
1.000000E-1	2.537301E-5	2.537301E-5	1.417096E-10	4.864453E+1
1.500000E-1	3.866027E-5	3.866027E-5	2.159197E-10	4.901270E+1
2.000000E-1	6.178213E-5	6.178213E-5	3.450565E-10	4.938184E+1
2.500000E-1	7.275966E-5	7.275966E-5	4.063666E-10	4.975000E+1
3.000000E-1	8.817135E-5	8.817135E-5	4.924417E-10	5.011816E+1
3.500000E-1	9.058443E-5	9.058443E-5	5.059189E-10	5.048633E+1
4.000000E-1	1.368064E-4	1.368064E-4	7.640709E-10	5.085547E+1
4.500000E-1	1.774032E-4	1.774032E-4	9.908067E-10	5.122363E+1
