voltage_spot_6_run_1	absJ_spot_6_run_1	J_spot_6_run_1	current_spot_6_run_1	time_spot_6_run_1	
0.000000E+0	6.269667E-8	-6.269667E-8	-3.501643E-13	0.000000E+0
5.000000E-2	3.460624E-5	3.460624E-5	1.932777E-10	1.115234E+0
1.000000E-1	6.276909E-5	6.276909E-5	3.505687E-10	1.484375E+0
1.500000E-1	1.103447E-4	1.103447E-4	6.162813E-10	1.852539E+0
2.000000E-1	1.805419E-4	1.805419E-4	1.008336E-9	2.220703E+0
2.500000E-1	9.121218E-4	9.121218E-4	5.094249E-9	3.335938E+0
3.000000E-1	4.513867E-4	4.513867E-4	2.521019E-9	3.703125E+0
3.500000E-1	3.268513E-4	3.268513E-4	1.825482E-9	4.071289E+0
4.000000E-1	5.457509E-4	5.457509E-4	3.048048E-9	4.439453E+0
4.500000E-1	5.019081E-4	5.019081E-4	2.803184E-9	4.806641E+0
5.000000E-1	4.650609E-4	4.650609E-4	2.597390E-9	5.174805E+0
5.000000E-1	4.319848E-4	4.319848E-4	2.412658E-9	5.542969E+0
4.500000E-1	3.616148E-4	3.616148E-4	2.019638E-9	5.910156E+0
4.000000E-1	3.399823E-4	3.399823E-4	1.898819E-9	6.278320E+0
3.500000E-1	7.423687E-4	7.423687E-4	4.146169E-9	6.646484E+0
3.000000E-1	6.002669E-4	6.002669E-4	3.352523E-9	7.013672E+0
2.500000E-1	2.129133E-4	2.129133E-4	1.189132E-9	7.381836E+0
2.000000E-1	1.385760E-4	1.385760E-4	7.739542E-10	8.123047E+0
1.500000E-1	8.439459E-5	8.439459E-5	4.713483E-10	8.491211E+0
1.000000E-1	4.999096E-5	4.999096E-5	2.792022E-10	8.859375E+0
5.000000E-2	2.003789E-5	2.003789E-5	1.119127E-10	9.228516E+0
0.000000E+0	6.531320E-8	-6.531320E-8	-3.647777E-13	1.040332E+1
-5.000000E-2	1.821245E-5	-1.821245E-5	-1.017175E-10	1.110645E+1
-1.000000E-1	3.184380E-5	-3.184380E-5	-1.778493E-10	1.222168E+1
-1.500000E-1	6.889141E-5	-6.889141E-5	-3.847622E-10	1.258984E+1
-2.000000E-1	1.033085E-4	-1.033085E-4	-5.769835E-10	1.295801E+1
-2.500000E-1	1.711030E-4	-1.711030E-4	-9.556193E-10	1.332617E+1
-3.000000E-1	1.755898E-4	-1.755898E-4	-9.806783E-10	1.369531E+1
-3.500000E-1	1.793329E-4	-1.793329E-4	-1.001584E-9	1.406348E+1
-4.000000E-1	1.084836E-3	-1.084836E-3	-6.058865E-9	1.517773E+1
-4.500000E-1	1.447132E-3	-1.447132E-3	-8.082310E-9	1.554590E+1
-5.000000E-1	3.159640E-4	-3.159640E-4	-1.764676E-9	1.702734E+1
-5.000000E-1	3.011966E-4	-3.011966E-4	-1.682199E-9	1.776855E+1
-4.500000E-1	3.191728E-4	-3.191728E-4	-1.782597E-9	1.813672E+1
-4.000000E-1	2.262823E-4	-2.262823E-4	-1.263799E-9	1.850391E+1
-3.500000E-1	1.793249E-4	-1.793249E-4	-1.001539E-9	1.887207E+1
-3.000000E-1	1.793388E-4	-1.793388E-4	-1.001617E-9	1.961328E+1
-2.500000E-1	1.473335E-4	-1.473335E-4	-8.228652E-10	1.998145E+1
-2.000000E-1	9.382180E-5	-9.382180E-5	-5.239998E-10	2.034961E+1
-1.500000E-1	7.508811E-5	-7.508811E-5	-4.193711E-10	2.071777E+1
-1.000000E-1	4.552379E-5	-4.552379E-5	-2.542528E-10	2.108594E+1
-5.000000E-2	1.814530E-5	-1.814530E-5	-1.013425E-10	2.145508E+1
0.000000E+0	6.521876E-8	-6.521876E-8	-3.642503E-13	2.262988E+1
