voltage_spot_1_run_2_10	absJ_spot_1_run_2_10	J_spot_1_run_2_10	current_spot_1_run_2_10	time_spot_1_run_2_10	
0.000000E+0	1.434849E-8	1.434849E-8	9.404977E-14	0.000000E+0
5.000000E-2	3.079093E-6	3.079093E-6	2.018247E-11	7.031250E-1
1.000000E-1	6.431210E-6	6.431210E-6	4.215453E-11	1.406250E+0
1.500000E-1	1.037301E-5	1.037301E-5	6.799180E-11	2.109375E+0
2.000000E-1	1.441228E-5	1.441228E-5	9.446788E-11	3.391602E+0
2.500000E-1	2.343423E-5	2.343423E-5	1.536039E-10	3.759766E+0
3.000000E-1	2.651017E-5	2.651017E-5	1.737657E-10	4.128906E+0
3.500000E-1	4.646875E-5	4.646875E-5	3.045878E-10	4.497070E+0
4.000000E-1	5.760340E-5	5.760340E-5	3.775719E-10	4.865234E+0
4.500000E-1	6.501339E-5	6.501339E-5	4.261420E-10	5.233398E+0
5.000000E-1	7.342494E-5	7.342494E-5	4.812771E-10	5.602539E+0
5.000000E-1	8.754529E-5	8.754529E-5	5.738314E-10	5.970703E+0
4.500000E-1	5.653450E-5	5.653450E-5	3.705656E-10	6.338867E+0
4.000000E-1	4.520246E-5	4.520246E-5	2.962877E-10	6.708008E+0
3.500000E-1	3.804066E-5	3.804066E-5	2.493444E-10	7.076172E+0
3.000000E-1	2.800525E-5	2.800525E-5	1.835655E-10	7.444336E+0
2.500000E-1	2.721469E-5	2.721469E-5	1.783836E-10	7.812500E+0
2.000000E-1	1.743267E-5	1.743267E-5	1.142656E-10	8.181641E+0
1.500000E-1	1.056206E-5	1.056206E-5	6.923093E-11	9.356445E+0
1.000000E-1	6.368156E-6	6.368156E-6	4.174123E-11	1.005957E+1
5.000000E-2	3.063460E-6	3.063460E-6	2.008000E-11	1.076270E+1
0.000000E+0	3.031877E-8	3.031877E-8	1.987299E-13	1.146582E+1
-5.000000E-2	3.158863E-6	-3.158863E-6	-2.070534E-11	1.216992E+1
-1.000000E-1	5.882500E-6	-5.882500E-6	-3.855791E-11	1.287305E+1
-1.500000E-1	9.160288E-6	-9.160288E-6	-6.004276E-11	1.357617E+1
-2.000000E-1	1.311046E-5	-1.311046E-5	-8.593486E-11	1.427930E+1
-2.500000E-1	1.236175E-5	-1.236175E-5	-8.102732E-11	1.498242E+1
-3.000000E-1	1.496918E-5	-1.496918E-5	-9.811818E-11	1.568555E+1
-3.500000E-1	1.831488E-5	-1.831488E-5	-1.200482E-10	1.680078E+1
-4.000000E-1	2.052384E-5	-2.052384E-5	-1.345272E-10	1.716895E+1
-4.500000E-1	2.306904E-5	-2.306904E-5	-1.512102E-10	1.753711E+1
-5.000000E-1	2.340654E-5	-2.340654E-5	-1.534224E-10	1.790625E+1
-5.000000E-1	2.312073E-5	-2.312073E-5	-1.515490E-10	1.827441E+1
-4.500000E-1	2.077616E-5	-2.077616E-5	-1.361811E-10	1.864258E+1
-4.000000E-1	1.808924E-5	-1.808924E-5	-1.185692E-10	1.901172E+1
-3.500000E-1	1.878270E-5	-1.878270E-5	-1.231146E-10	1.937988E+1
-3.000000E-1	1.380210E-5	-1.380210E-5	-9.046836E-11	2.055469E+1
-2.500000E-1	1.201121E-5	-1.201121E-5	-7.872963E-11	2.125781E+1
-2.000000E-1	9.383306E-6	-9.383306E-6	-6.150458E-11	2.196094E+1
-1.500000E-1	7.229060E-6	-7.229060E-6	-4.738418E-11	2.266406E+1
-1.000000E-1	5.005632E-6	-5.005632E-6	-3.281032E-11	2.336719E+1
-5.000000E-2	2.595746E-6	-2.595746E-6	-1.701429E-11	2.407031E+1
0.000000E+0	2.074888E-10	2.074888E-10	1.360023E-15	2.477344E+1
0.000000E+0	4.225997E-9	4.225997E-9	2.770006E-14	2.547754E+1
5.000000E-2	2.894814E-6	2.894814E-6	1.897458E-11	2.618066E+1
1.000000E-1	6.239335E-6	6.239335E-6	4.089685E-11	2.688379E+1
1.500000E-1	1.039006E-5	1.039006E-5	6.810351E-11	2.758691E+1
2.000000E-1	1.589948E-5	1.589948E-5	1.042160E-10	2.903613E+1
2.500000E-1	2.136671E-5	2.136671E-5	1.400520E-10	2.940430E+1
3.000000E-1	3.321320E-5	3.321320E-5	2.177019E-10	2.977344E+1
3.500000E-1	3.715519E-5	3.715519E-5	2.435404E-10	3.014160E+1
4.000000E-1	4.203974E-5	4.203974E-5	2.755571E-10	3.050977E+1
4.500000E-1	5.748155E-5	5.748155E-5	3.767732E-10	3.087793E+1
5.000000E-1	6.771291E-5	6.771291E-5	4.438365E-10	3.124707E+1
5.000000E-1	7.153297E-5	7.153297E-5	4.688758E-10	3.161523E+1
