J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	0.00024375
1.5849e-008	-7.8	0	0.00055165
2.1544e-008	-7.6667	0	0.0012142
2.9286e-008	-7.5333	0	0.0025994
3.9811e-008	-7.4	0	0.0054119
5.4117e-008	-7.2667	0	0.010959
7.3564e-008	-7.1333	0	0.021581
1e-007	-7	0	0.041335
1.3594e-007	-6.8667	0	0.076999
1.8478e-007	-6.7333	0	0.1395
2.5119e-007	-6.6	0	0.24579
3.4145e-007	-6.4667	0	0.4212
4.6416e-007	-6.3333	0	0.70199
6.3096e-007	-6.2	1	1.1379
8.577e-007	-6.0667	0	1.7938
1.1659e-006	-5.9333	0	2.7503
1.5849e-006	-5.8	0	4.1011
2.1544e-006	-5.6667	0	5.9475
2.9286e-006	-5.5333	2	8.3888
3.9811e-006	-5.4	20	11.507
5.4117e-006	-5.2667	16	15.352
7.3564e-006	-5.1333	8	19.92
1e-005	-5	24	25.138
1.3594e-005	-4.8667	35	30.853
1.8478e-005	-4.7333	30	36.828
2.5119e-005	-4.6	51	42.754
3.4145e-005	-4.4667	67	48.271
4.6416e-005	-4.3333	53	53.006
6.3096e-005	-4.2	60	56.609
8.577e-005	-4.0667	26	58.798
0.00011659	-3.9333	81	59.396
0.00015849	-3.8	68	58.355
0.00021544	-3.6667	55	55.759
0.00029286	-3.5333	16	51.817
0.00039811	-3.4	25	46.832
0.00054117	-3.2667	77	41.166
0.00073564	-3.1333	53	35.193
0.001	-3	13	29.261
0.0013594	-2.8667	38	23.662
0.0018478	-2.7333	35	18.609
0.0025119	-2.6	7	14.234
0.0034145	-2.4667	1	10.588
0.0046416	-2.3333	0	7.6607
0.0063096	-2.2	0	5.3904
0.008577	-2.0667	0	3.6889
0.011659	-1.9333	0	2.4552
0.015849	-1.8	0	1.5893
0.021544	-1.6667	0	1.0005
0.029286	-1.5333	0	0.61262
0.039811	-1.4	0	0.3648
0.054117	-1.2667	0	0.21128
0.073564	-1.1333	0	0.119
0.1	-1	0	0.065192
0.13594	-0.86667	0	0.034733
0.18478	-0.73333	0	0.017998
0.25119	-0.6	0	0.0090701
0.34145	-0.46667	0	0.0044455
0.46416	-0.33333	0	0.0021191
0.63096	-0.2	0	0.00098243
0.8577	-0.066667	0	0.00044297
1.1659	0.066667	0	0.00019425
1.5849	0.2	0	8.2846e-005
2.1544	0.33333	0	3.4364e-005
2.9286	0.46667	0	1.3863e-005
3.9811	0.6	0	5.439e-006
5.4117	0.73333	0	2.0754e-006
7.3564	0.86667	0	7.7022e-007
10	1	0	2.78e-007
13.594	1.1333	0	9.7587e-008
18.478	1.2667	0	3.3316e-008
25.119	1.4	0	1.1062e-008
34.145	1.5333	0	3.5723e-009
46.416	1.6667	0	1.122e-009
63.096	1.8	0	3.4271e-010
85.77	1.9333	10	1.0181e-010
