J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	0.0048045
1.5849e-008	-7.8	0	0.010265
2.1544e-008	-7.6667	0	0.021249
2.9286e-008	-7.5333	0	0.042617
3.9811e-008	-7.4	0	0.082808
5.4117e-008	-7.2667	0	0.15589
7.3564e-008	-7.1333	0	0.28434
1e-007	-7	0	0.50246
1.3594e-007	-6.8667	0	0.86025
1.8478e-007	-6.7333	0	1.4269
2.5119e-007	-6.6	0	2.2932
3.4145e-007	-6.4667	0	3.5706
4.6416e-007	-6.3333	0	5.3864
6.3096e-007	-6.2	0	7.8725
8.577e-007	-6.0667	1	11.148
1.1659e-006	-5.9333	3	15.294
1.5849e-006	-5.8	16	20.328
2.1544e-006	-5.6667	30	26.178
2.9286e-006	-5.5333	42	32.662
3.9811e-006	-5.4	42	39.483
5.4117e-006	-5.2667	40	46.241
7.3564e-006	-5.1333	86	52.469
1e-005	-5	49	57.681
1.3594e-005	-4.8667	63	61.437
1.8478e-005	-4.7333	41	63.398
2.5119e-005	-4.6	82	63.385
3.4145e-005	-4.4667	61	61.397
4.6416e-005	-4.3333	51	57.62
6.3096e-005	-4.2	15	52.39
8.577e-005	-4.0667	49	46.152
0.00011659	-3.9333	75	39.39
0.00015849	-3.8	26	32.572
0.00021544	-3.6667	18	26.095
0.00029286	-3.5333	48	20.255
0.00039811	-3.4	17	15.232
0.00054117	-3.2667	6	11.098
0.00073564	-3.1333	0	7.8339
0.001	-3	1	5.3577
0.0013594	-2.8667	0	3.5501
0.0018478	-2.7333	0	2.2791
0.0025119	-2.6	0	1.4175
0.0034145	-2.4667	0	0.8542
0.0046416	-2.3333	0	0.49871
0.0063096	-2.2	0	0.2821
0.008577	-2.0667	0	0.1546
0.011659	-1.9333	0	0.082086
0.015849	-1.8	0	0.042227
0.021544	-1.6667	0	0.021046
0.029286	-1.5333	0	0.010163
0.039811	-1.4	0	0.0047545
0.054117	-1.2667	0	0.002155
0.073564	-1.1333	0	0.00094638
0.1	-1	0	0.00040265
0.13594	-0.86667	0	0.00016598
0.18478	-0.73333	0	6.6289e-005
0.25119	-0.6	0	2.565e-005
0.34145	-0.46667	0	9.6157e-006
0.46416	-0.33333	0	3.4925e-006
0.63096	-0.2	0	1.229e-006
0.8577	-0.066667	0	4.1901e-007
1.1659	0.066667	0	1.3841e-007
1.5849	0.2	0	4.4294e-008
2.1544	0.33333	0	1.3734e-008
2.9286	0.46667	0	4.1257e-009
3.9811	0.6	0	1.2008e-009
5.4117	0.73333	0	3.3859e-010
7.3564	0.86667	0	9.2503e-011
10	1	0	2.4485e-011
13.594	1.1333	0	6.2789e-012
18.478	1.2667	0	1.56e-012
25.119	1.4	0	3.7553e-013
34.145	1.5333	0	8.7582e-014
46.416	1.6667	0	1.979e-014
63.096	1.8	0	4.3323e-015
85.77	1.9333	10	9.1888e-016
