J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	6.8297e-006
1.5849e-008	-7.8	0	1.7459e-005
2.1544e-008	-7.6667	0	4.3381e-005
2.9286e-008	-7.5333	0	0.00010477
3.9811e-008	-7.4	0	0.00024595
5.4117e-008	-7.2667	0	0.00056121
7.3564e-008	-7.1333	0	0.0012447
1e-007	-7	0	0.0026833
1.3594e-007	-6.8667	0	0.0056225
1.8478e-007	-6.7333	0	0.011451
2.5119e-007	-6.6	0	0.02267
3.4145e-007	-6.4667	0	0.043623
4.6416e-007	-6.3333	0	0.081589
6.3096e-007	-6.2	0	0.14833
8.577e-007	-6.0667	0	0.2621
1.1659e-006	-5.9333	0	0.45018
1.5849e-006	-5.8	0	0.75156
2.1544e-006	-5.6667	0	1.2196
2.9286e-006	-5.5333	1	1.9236
3.9811e-006	-5.4	0	2.9491
5.4117e-006	-5.2667	3	4.3946
7.3564e-006	-5.1333	14	6.3653
1e-005	-5	12	8.9615
1.3594e-005	-4.8667	5	12.263
1.8478e-005	-4.7333	8	16.312
2.5119e-005	-4.6	23	21.089
3.4145e-005	-4.4667	29	26.502
4.6416e-005	-4.3333	34	32.371
6.3096e-005	-4.2	36	38.434
8.577e-005	-4.0667	34	44.353
0.00011659	-3.9333	71	49.751
0.00015849	-3.8	54	54.243
0.00021544	-3.6667	57	57.484
0.00029286	-3.5333	40	59.213
0.00039811	-3.4	102	59.286
0.00054117	-3.2667	30	57.696
0.00073564	-3.1333	51	54.577
0.001	-3	27	50.18
0.0013594	-2.8667	39	44.846
0.0018478	-2.7333	79	38.956
0.0025119	-2.6	25	32.892
0.0034145	-2.4667	22	26.995
0.0046416	-2.3333	38	21.534
0.0063096	-2.2	22	16.697
0.008577	-2.0667	5	12.584
0.011659	-1.9333	1	9.2183
0.015849	-1.8	1	6.5638
0.021544	-1.6667	1	4.5428
0.029286	-1.5333	0	3.056
0.039811	-1.4	0	1.9982
0.054117	-1.2667	0	1.27
0.073564	-1.1333	0	0.78457
0.1	-1	0	0.47111
0.13594	-0.86667	0	0.27496
0.18478	-0.73333	0	0.15599
0.25119	-0.6	0	0.086013
0.34145	-0.46667	0	0.046101
0.46416	-0.33333	0	0.024017
0.63096	-0.2	0	0.012162
0.8577	-0.066667	0	0.0059859
1.1659	0.066667	0	0.0028637
1.5849	0.2	0	0.0013317
2.1544	0.33333	0	0.0006019
2.9286	0.46667	0	0.00026443
3.9811	0.6	0	0.00011292
5.4117	0.73333	0	4.687e-005
7.3564	0.86667	0	1.891e-005
10	1	0	7.4154e-006
13.594	1.1333	0	2.8265e-006
18.478	1.2667	0	1.0472e-006
25.119	1.4	0	3.7711e-007
34.145	1.5333	0	1.32e-007
46.416	1.6667	0	4.491e-008
63.096	1.8	0	1.4852e-008
85.77	1.9333	8	4.774e-009
