J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	0.0018952
1.5849e-008	-7.8	0	0.0040666
2.1544e-008	-7.6667	0	0.0084749
2.9286e-008	-7.5333	0	0.017155
3.9811e-008	-7.4	0	0.033725
5.4117e-008	-7.2667	0	0.064398
7.3564e-008	-7.1333	0	0.11943
1e-007	-7	0	0.21513
1.3594e-007	-6.8667	0	0.37638
1.8478e-007	-6.7333	0	0.63957
2.5119e-007	-6.6	0	1.0555
3.4145e-007	-6.4667	0	1.692
4.6416e-007	-6.3333	0	2.6343
6.3096e-007	-6.2	0	3.9835
8.577e-007	-6.0667	0	5.8506
1.1659e-006	-5.9333	0	8.3459
1.5849e-006	-5.8	2	11.563
2.1544e-006	-5.6667	18	15.56
2.9286e-006	-5.5333	21	20.337
3.9811e-006	-5.4	21	25.817
5.4117e-006	-5.2667	40	31.831
7.3564e-006	-5.1333	35	38.118
1e-005	-5	38	44.335
1.3594e-005	-4.8667	82	50.084
1.8478e-005	-4.7333	54	54.953
2.5119e-005	-4.6	58	58.562
3.4145e-005	-4.4667	31	60.614
4.6416e-005	-4.3333	83	60.935
6.3096e-005	-4.2	64	59.498
8.577e-005	-4.0667	55	56.424
0.00011659	-3.9333	14	51.972
0.00015849	-3.8	36	46.495
0.00021544	-3.6667	75	40.399
0.00029286	-3.5333	42	34.094
0.00039811	-3.4	12	27.946
0.00054117	-3.2667	45	22.249
0.00073564	-3.1333	27	17.204
0.001	-3	7	12.92
0.0013594	-2.8667	1	9.4244
0.0018478	-2.7333	1	6.6769
0.0025119	-2.6	0	4.5944
0.0034145	-2.4667	0	3.0706
0.0046416	-2.3333	0	1.9932
0.0063096	-2.2	0	1.2566
0.008577	-2.0667	0	0.7695
0.011659	-1.9333	0	0.45766
0.015849	-1.8	0	0.26437
0.021544	-1.6667	0	0.14833
0.029286	-1.5333	0	0.080827
0.039811	-1.4	0	0.042779
0.054117	-1.2667	0	0.021991
0.073564	-1.1333	0	0.01098
0.1	-1	0	0.0053244
0.13594	-0.86667	0	0.0025077
0.18478	-0.73333	0	0.0011472
0.25119	-0.6	0	0.00050971
0.34145	-0.46667	0	0.00021996
0.46416	-0.33333	0	9.2195e-005
0.63096	-0.2	0	3.7532e-005
0.8577	-0.066667	0	1.484e-005
1.1659	0.066667	0	5.699e-006
1.5849	0.2	0	2.1257e-006
2.1544	0.33333	0	7.7007e-007
2.9286	0.46667	0	2.7096e-007
3.9811	0.6	0	9.26e-008
5.4117	0.73333	0	3.0736e-008
7.3564	0.86667	0	9.909e-009
10	1	0	3.1027e-009
13.594	1.1333	0	9.4361e-010
18.478	1.2667	0	2.7873e-010
25.119	1.4	0	7.9965e-011
34.145	1.5333	0	2.2282e-011
46.416	1.6667	0	6.0304e-012
63.096	1.8	0	1.5851e-012
85.77	1.9333	10	4.047e-013
