J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	1.6669e-005
1.5849e-008	-7.8	0	4.1073e-005
2.1544e-008	-7.6667	0	9.8432e-005
2.9286e-008	-7.5333	0	0.00022943
3.9811e-008	-7.4	0	0.00052008
5.4117e-008	-7.2667	0	0.0011466
7.3564e-008	-7.1333	0	0.0024586
1e-007	-7	0	0.0051273
1.3594e-007	-6.8667	0	0.010399
1.8478e-007	-6.7333	0	0.020514
2.5119e-007	-6.6	0	0.039355
3.4145e-007	-6.4667	0	0.073433
4.6416e-007	-6.3333	0	0.13326
6.3096e-007	-6.2	0	0.23519
8.577e-007	-6.0667	0	0.40372
1.1659e-006	-5.9333	0	0.67399
1.5849e-006	-5.8	0	1.0943
2.1544e-006	-5.6667	1	1.7281
2.9286e-006	-5.5333	1	2.6541
3.9811e-006	-5.4	2	3.9645
5.4117e-006	-5.2667	8	5.7593
7.3564e-006	-5.1333	18	8.1374
1e-005	-5	6	11.182
1.3594e-005	-4.8667	3	14.944
1.8478e-005	-4.7333	20	19.425
2.5119e-005	-4.6	29	24.556
3.4145e-005	-4.4667	36	30.191
4.6416e-005	-4.3333	29	36.102
6.3096e-005	-4.2	32	41.985
8.577e-005	-4.0667	70	47.489
0.00011659	-3.9333	42	52.24
0.00015849	-3.8	75	55.891
0.00021544	-3.6667	33	58.157
0.00029286	-3.5333	73	58.855
0.00039811	-3.4	71	57.929
0.00054117	-3.2667	23	55.452
0.00073564	-3.1333	52	51.626
0.001	-3	31	46.746
0.0013594	-2.8667	68	41.166
0.0018478	-2.7333	48	35.258
0.0025119	-2.6	11	29.37
0.0034145	-2.4667	44	23.794
0.0046416	-2.3333	25	18.748
0.0063096	-2.2	7	14.367
0.008577	-2.0667	3	10.708
0.011659	-1.9333	1	7.7616
0.015849	-1.8	1	5.4717
0.021544	-1.6667	1	3.7517
0.029286	-1.5333	0	2.5018
0.039811	-1.4	0	1.6225
0.054117	-1.2667	0	1.0234
0.073564	-1.1333	0	0.62784
0.1	-1	0	0.3746
0.13594	-0.86667	0	0.21737
0.18478	-0.73333	0	0.12268
0.25119	-0.6	0	0.067335
0.34145	-0.46667	0	0.035945
0.46416	-0.33333	0	0.018663
0.63096	-0.2	0	0.0094237
0.8577	-0.066667	0	0.004628
1.1659	0.066667	0	0.0022105
1.5849	0.2	0	0.0010268
2.1544	0.33333	0	0.00046392
2.9286	0.46667	0	0.00020385
3.9811	0.6	0	8.7114e-005
5.4117	0.73333	0	3.6207e-005
7.3564	0.86667	0	1.4636e-005
10	1	0	5.7541e-006
13.594	1.1333	0	2.2002e-006
18.478	1.2667	0	8.1819e-007
25.119	1.4	0	2.9592e-007
34.145	1.5333	0	1.0409e-007
46.416	1.6667	0	3.5611e-008
63.096	1.8	0	1.1849e-008
85.77	1.9333	8	3.8343e-009
