J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	8.2171e-005
1.5849e-008	-7.8	0	0.00019325
2.1544e-008	-7.6667	0	0.00044194
2.9286e-008	-7.5333	0	0.00098276
3.9811e-008	-7.4	0	0.0021251
5.4117e-008	-7.2667	0	0.0044684
7.3564e-008	-7.1333	0	0.0091363
1e-007	-7	0	0.018165
1.3594e-007	-6.8667	0	0.035119
1.8478e-007	-6.7333	0	0.066022
2.5119e-007	-6.6	0	0.12069
3.4145e-007	-6.4667	0	0.21455
4.6416e-007	-6.3333	0	0.37085
6.3096e-007	-6.2	0	0.62334
8.577e-007	-6.0667	0	1.0188
1.1659e-006	-5.9333	0	1.6192
1.5849e-006	-5.8	0	2.5025
2.1544e-006	-5.6667	0	3.7607
2.9286e-006	-5.5333	0	5.4956
3.9811e-006	-5.4	6	7.8091
5.4117e-006	-5.2667	8	10.79
7.3564e-006	-5.1333	21	14.498
1e-005	-5	9	18.942
1.3594e-005	-4.8667	15	24.065
1.8478e-005	-4.7333	34	29.73
2.5119e-005	-4.6	37	35.715
3.4145e-005	-4.4667	50	41.721
4.6416e-005	-4.3333	56	47.39
6.3096e-005	-4.2	55	52.345
8.577e-005	-4.0667	67	56.221
0.00011659	-3.9333	28	58.718
0.00015849	-3.8	72	59.633
0.00021544	-3.6667	78	58.89
0.00029286	-3.5333	49	56.552
0.00039811	-3.4	23	52.807
0.00054117	-3.2667	15	47.95
0.00073564	-3.1333	84	42.337
0.001	-3	52	36.349
0.0013594	-2.8667	17	30.347
0.0018478	-2.7333	36	24.637
0.0025119	-2.6	40	19.449
0.0034145	-2.4667	4	14.93
0.0046416	-2.3333	6	11.144
0.0063096	-2.2	0	8.0889
0.008577	-2.0667	0	5.7092
0.011659	-1.9333	0	3.9184
0.015849	-1.8	0	2.615
0.021544	-1.6667	0	1.697
0.029286	-1.5333	0	1.0709
0.039811	-1.4	0	0.65714
0.054117	-1.2667	0	0.39211
0.073564	-1.1333	0	0.22751
0.1	-1	0	0.12836
0.13594	-0.86667	0	0.070424
0.18478	-0.73333	0	0.03757
0.25119	-0.6	0	0.01949
0.34145	-0.46667	0	0.0098315
0.46416	-0.33333	0	0.0048226
0.63096	-0.2	0	0.0023003
0.8577	-0.066667	0	0.0010669
1.1659	0.066667	0	0.00048118
1.5849	0.2	0	0.00021103
2.1544	0.33333	0	8.9994e-005
2.9286	0.46667	0	3.7319e-005
3.9811	0.6	0	1.5049e-005
5.4117	0.73333	0	5.9007e-006
7.3564	0.86667	0	2.2499e-006
10	1	0	8.3416e-007
13.594	1.1333	0	3.0074e-007
18.478	1.2667	0	1.0543e-007
25.119	1.4	0	3.5941e-008
34.145	1.5333	0	1.1914e-008
46.416	1.6667	0	3.8404e-009
63.096	1.8	0	1.2038e-009
85.77	1.9333	10	3.6689e-010
