J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	1.4529e-005
1.5849e-008	-7.8	0	3.6559e-005
2.1544e-008	-7.6667	0	8.9379e-005
2.9286e-008	-7.5333	0	0.00021231
3.9811e-008	-7.4	0	0.00048998
5.4117e-008	-7.2667	0	0.0010987
7.3564e-008	-7.1333	0	0.0023937
1e-007	-7	0	0.0050669
1.3594e-007	-6.8667	0	0.010421
1.8478e-007	-6.7333	0	0.020823
2.5119e-007	-6.6	0	0.040428
3.4145e-007	-6.4667	0	0.07626
4.6416e-007	-6.3333	0	0.13977
6.3096e-007	-6.2	0	0.24888
8.577e-007	-6.0667	0	0.43059
1.1659e-006	-5.9333	0	0.72382
1.5849e-006	-5.8	0	1.1822
2.1544e-006	-5.6667	0	1.8759
2.9286e-006	-5.5333	0	2.8923
3.9811e-006	-5.4	0	4.3326
5.4117e-006	-5.2667	3	6.3058
7.3564e-006	-5.1333	9	8.9171
1e-005	-5	22	12.252
1.3594e-005	-4.8667	5	16.355
1.8478e-005	-4.7333	11	21.212
2.5119e-005	-4.6	21	26.731
3.4145e-005	-4.4667	37	32.728
4.6416e-005	-4.3333	48	38.933
6.3096e-005	-4.2	57	44.999
8.577e-005	-4.0667	56	50.533
0.00011659	-3.9333	61	55.136
0.00015849	-3.8	33	58.449
0.00021544	-3.6667	58	60.201
0.00029286	-3.5333	93	60.245
0.00039811	-3.4	48	58.577
0.00054117	-3.2667	36	55.337
0.00073564	-3.1333	15	50.791
0.001	-3	66	45.295
0.0013594	-2.8667	68	39.246
0.0018478	-2.7333	25	33.039
0.0025119	-2.6	34	27.024
0.0034145	-2.4667	34	21.476
0.0046416	-2.3333	16	16.582
0.0063096	-2.2	6	12.44
0.008577	-2.0667	0	9.0676
0.011659	-1.9333	0	6.4216
0.015849	-1.8	0	4.4186
0.021544	-1.6667	0	2.954
0.029286	-1.5333	0	1.9187
0.039811	-1.4	0	1.2109
0.054117	-1.2667	0	0.74249
0.073564	-1.1333	0	0.44234
0.1	-1	0	0.25604
0.13594	-0.86667	0	0.144
0.18478	-0.73333	0	0.078684
0.25119	-0.6	0	0.041773
0.34145	-0.46667	0	0.021548
0.46416	-0.33333	0	0.010799
0.63096	-0.2	0	0.0052584
0.8577	-0.066667	0	0.0024878
1.1659	0.066667	0	0.0011436
1.5849	0.2	0	0.00051073
2.1544	0.33333	0	0.00022162
2.9286	0.46667	0	9.3436e-005
3.9811	0.6	0	3.8274e-005
5.4117	0.73333	0	1.5233e-005
7.3564	0.86667	0	5.8904e-006
10	1	0	2.213e-006
13.594	1.1333	0	8.0784e-007
18.478	1.2667	0	2.8651e-007
25.119	1.4	0	9.8731e-008
34.145	1.5333	0	3.3056e-008
46.416	1.6667	0	1.0753e-008
63.096	1.8	0	3.3986e-009
85.77	1.9333	10	1.0436e-009
