J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	5.6077e-005
1.5849e-008	-7.8	0	0.00013332
2.1544e-008	-7.6667	0	0.00030825
2.9286e-008	-7.5333	0	0.00069304
3.9811e-008	-7.4	0	0.0015152
5.4117e-008	-7.2667	0	0.0032217
7.3564e-008	-7.1333	0	0.0066611
1e-007	-7	0	0.013393
1.3594e-007	-6.8667	0	0.026187
1.8478e-007	-6.7333	0	0.049791
2.5119e-007	-6.6	0	0.092063
3.4145e-007	-6.4667	1	0.16554
4.6416e-007	-6.3333	0	0.28945
6.3096e-007	-6.2	0	0.49216
8.577e-007	-6.0667	0	0.81381
1.1659e-006	-5.9333	1	1.3086
1.5849e-006	-5.8	0	2.0462
2.1544e-006	-5.6667	1	3.1115
2.9286e-006	-5.5333	5	4.601
3.9811e-006	-5.4	18	6.6161
5.4117e-006	-5.2667	7	9.2517
7.3564e-006	-5.1333	6	12.581
1e-005	-5	8	16.637
1.3594e-005	-4.8667	22	21.394
1.8478e-005	-4.7333	37	26.754
2.5119e-005	-4.6	30	32.535
3.4145e-005	-4.4667	32	38.475
4.6416e-005	-4.3333	32	44.246
6.3096e-005	-4.2	76	49.482
8.577e-005	-4.0667	55	53.812
0.00011659	-3.9333	54	56.909
0.00015849	-3.8	43	58.527
0.00021544	-3.6667	89	58.532
0.00029286	-3.5333	41	56.925
0.00039811	-3.4	51	53.837
0.00054117	-3.2667	23	49.514
0.00073564	-3.1333	37	44.283
0.001	-3	78	38.514
0.0013594	-2.8667	25	32.574
0.0018478	-2.7333	20	26.791
0.0025119	-2.6	44	21.428
0.0034145	-2.4667	21	16.666
0.0046416	-2.3333	3	12.605
0.0063096	-2.2	1	9.2714
0.008577	-2.0667	1	6.6314
0.011659	-1.9333	0	4.6125
0.015849	-1.8	1	3.1198
0.021544	-1.6667	0	2.0521
0.029286	-1.5333	0	1.3126
0.039811	-1.4	0	0.81645
0.054117	-1.2667	0	0.49385
0.073564	-1.1333	0	0.29049
0.1	-1	0	0.16617
0.13594	-0.86667	0	0.09243
0.18478	-0.73333	0	0.049998
0.25119	-0.6	0	0.026301
0.34145	-0.46667	0	0.013454
0.46416	-0.33333	0	0.0066926
0.63096	-0.2	0	0.0032375
0.8577	-0.066667	0	0.001523
1.1659	0.066667	0	0.0006967
1.5849	0.2	0	0.00030993
2.1544	0.33333	0	0.00013408
2.9286	0.46667	0	5.6404e-005
3.9811	0.6	0	2.3075e-005
5.4117	0.73333	0	9.1798e-006
7.3564	0.86667	0	3.5514e-006
10	1	0	1.3361e-006
13.594	1.1333	0	4.8879e-007
18.478	1.2667	0	1.739e-007
25.119	1.4	0	6.0162e-008
34.145	1.5333	0	2.0241e-008
46.416	1.6667	0	6.6222e-009
63.096	1.8	0	2.1069e-009
85.77	1.9333	9	6.5185e-010
