J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	1	0.0035369
1.5849e-008	-7.8	1	0.0071229
2.1544e-008	-7.6667	1	0.013972
2.9286e-008	-7.5333	0	0.026696
3.9811e-008	-7.4	3	0.049684
5.4117e-008	-7.2667	0	0.090066
7.3564e-008	-7.1333	2	0.15903
1e-007	-7	1	0.27352
1.3594e-007	-6.8667	3	0.45821
1.8478e-007	-6.7333	3	0.74768
2.5119e-007	-6.6	3	1.1884
3.4145e-007	-6.4667	1	1.8398
4.6416e-007	-6.3333	7	2.7743
6.3096e-007	-6.2	4	4.075
8.577e-007	-6.0667	8	5.83
1.1659e-006	-5.9333	6	8.1245
1.5849e-006	-5.8	3	11.028
2.1544e-006	-5.6667	15	14.581
2.9286e-006	-5.5333	18	18.778
3.9811e-006	-5.4	27	23.555
5.4117e-006	-5.2667	24	28.78
7.3564e-006	-5.1333	22	34.252
1e-005	-5	40	39.706
1.3594e-005	-4.8667	73	44.834
1.8478e-005	-4.7333	46	49.31
2.5119e-005	-4.6	62	52.825
3.4145e-005	-4.4667	28	55.122
4.6416e-005	-4.3333	75	56.026
6.3096e-005	-4.2	64	55.466
8.577e-005	-4.0667	23	53.487
0.00011659	-3.9333	52	50.24
0.00015849	-3.8	33	45.964
0.00021544	-3.6667	51	40.961
0.00029286	-3.5333	58	35.555
0.00039811	-3.4	16	30.062
0.00054117	-3.2667	34	24.757
0.00073564	-3.1333	39	19.86
0.001	-3	10	15.517
0.0013594	-2.8667	1	11.81
0.0018478	-2.7333	2	8.7546
0.0025119	-2.6	2	6.3214
0.0034145	-2.4667	0	4.446
0.0046416	-2.3333	1	3.0458
0.0063096	-2.2	0	2.0324
0.008577	-2.0667	0	1.321
0.011659	-1.9333	0	0.83633
0.015849	-1.8	0	0.51573
0.021544	-1.6667	1	0.30978
0.029286	-1.5333	0	0.18124
0.039811	-1.4	0	0.10328
0.054117	-1.2667	0	0.057332
0.073564	-1.1333	0	0.030998
0.1	-1	0	0.016325
0.13594	-0.86667	0	0.0083742
0.18478	-0.73333	0	0.0041843
0.25119	-0.6	0	0.0020364
0.34145	-0.46667	0	0.00096538
0.46416	-0.33333	0	0.00044576
0.63096	-0.2	0	0.00020049
0.8577	-0.066667	0	8.7832e-005
1.1659	0.066667	0	3.748e-005
1.5849	0.2	0	1.5578e-005
2.1544	0.33333	0	6.3068e-006
2.9286	0.46667	0	2.4871e-006
3.9811	0.6	0	9.553e-007
5.4117	0.73333	0	3.5741e-007
7.3564	0.86667	0	1.3025e-007
10	1	0	4.6235e-008
13.594	1.1333	0	1.5986e-008
18.478	1.2667	0	5.3837e-009
25.119	1.4	0	1.7661e-009
34.145	1.5333	0	5.6429e-010
46.416	1.6667	0	1.7562e-010
63.096	1.8	0	5.3241e-011
85.77	1.9333	8	1.5721e-011
