J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	0.00096503
1.5849e-008	-7.8	0	0.0020875
2.1544e-008	-7.6667	0	0.004391
2.9286e-008	-7.5333	0	0.0089817
3.9811e-008	-7.4	0	0.017865
5.4117e-008	-7.2667	0	0.034555
7.3564e-008	-7.1333	0	0.064994
1e-007	-7	0	0.11888
1.3594e-007	-6.8667	0	0.21143
1.8478e-007	-6.7333	0	0.36568
2.5119e-007	-6.6	0	0.61501
3.4145e-007	-6.4667	0	1.0058
4.6416e-007	-6.3333	0	1.5996
6.3096e-007	-6.2	0	2.4739
8.577e-007	-6.0667	0	3.7203
1.1659e-006	-5.9333	0	5.4406
1.5849e-006	-5.8	0	7.7369
2.1544e-006	-5.6667	3	10.699
2.9286e-006	-5.5333	24	14.387
3.9811e-006	-5.4	14	18.813
5.4117e-006	-5.2667	17	23.923
7.3564e-006	-5.1333	42	29.581
1e-005	-5	25	35.568
1.3594e-005	-4.8667	43	41.588
1.8478e-005	-4.7333	67	47.287
2.5119e-005	-4.6	53	52.283
3.4145e-005	-4.4667	63	56.214
4.6416e-005	-4.3333	39	58.773
6.3096e-005	-4.2	65	59.754
8.577e-005	-4.0667	78	59.076
0.00011659	-3.9333	30	56.795
0.00015849	-3.8	47	53.097
0.00021544	-3.6667	27	48.271
0.00029286	-3.5333	58	42.673
0.00039811	-3.4	64	36.684
0.00054117	-3.2667	17	30.666
0.00073564	-3.1333	30	24.929
0.001	-3	46	19.706
0.0013594	-2.8667	4	15.147
0.0018478	-2.7333	5	11.323
0.0025119	-2.6	0	8.2301
0.0034145	-2.4667	0	5.8173
0.0046416	-2.3333	1	3.9984
0.0063096	-2.2	0	2.6725
0.008577	-2.0667	0	1.737
0.011659	-1.9333	0	1.0978
0.015849	-1.8	0	0.67474
0.021544	-1.6667	0	0.40326
0.029286	-1.5333	0	0.23437
0.039811	-1.4	0	0.13245
0.054117	-1.2667	0	0.07279
0.073564	-1.1333	0	0.0389
0.1	-1	0	0.020215
0.13594	-0.86667	0	0.010216
0.18478	-0.73333	0	0.00502
0.25119	-0.6	0	0.0023988
0.34145	-0.46667	0	0.0011147
0.46416	-0.33333	0	0.00050369
0.63096	-0.2	0	0.00022132
0.8577	-0.066667	0	9.4569e-005
1.1659	0.066667	0	3.9294e-005
1.5849	0.2	0	1.5877e-005
2.1544	0.33333	0	6.238e-006
2.9286	0.46667	0	2.3834e-006
3.9811	0.6	0	8.8551e-007
5.4117	0.73333	0	3.1992e-007
7.3564	0.86667	0	1.124e-007
10	1	0	3.84e-008
13.594	1.1333	0	1.2757e-008
18.478	1.2667	0	4.1212e-009
25.119	1.4	0	1.2947e-009
34.145	1.5333	0	3.9551e-010
46.416	1.6667	0	1.1749e-010
63.096	1.8	0	3.3939e-011
85.77	1.9333	10	9.5337e-012
