J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	0.00037137
1.5849e-008	-7.8	0	0.00081879
2.1544e-008	-7.6667	0	0.0017571
2.9286e-008	-7.5333	0	0.00367
3.9811e-008	-7.4	0	0.0074608
5.4117e-008	-7.2667	0	0.014763
7.3564e-008	-7.1333	0	0.028431
1e-007	-7	0	0.053293
1.3594e-007	-6.8667	1	0.097231
1.8478e-007	-6.7333	0	0.17266
2.5119e-007	-6.6	0	0.29842
3.4145e-007	-6.4667	1	0.50201
4.6416e-007	-6.3333	0	0.82196
6.3096e-007	-6.2	1	1.3099
8.577e-007	-6.0667	2	2.0318
1.1659e-006	-5.9333	1	3.0675
1.5849e-006	-5.8	8	4.5075
2.1544e-006	-5.6667	13	6.4467
2.9286e-006	-5.5333	8	8.9741
3.9811e-006	-5.4	6	12.159
5.4117e-006	-5.2667	5	16.034
7.3564e-006	-5.1333	23	20.581
1e-005	-5	36	25.711
1.3594e-005	-4.8667	29	31.263
1.8478e-005	-4.7333	29	37
2.5119e-005	-4.6	36	42.621
3.4145e-005	-4.4667	76	47.785
4.6416e-005	-4.3333	46	52.145
6.3096e-005	-4.2	56	55.384
8.577e-005	-4.0667	34	57.255
0.00011659	-3.9333	81	57.609
0.00015849	-3.8	60	56.418
0.00021544	-3.6667	48	53.777
0.00029286	-3.5333	24	49.892
0.00039811	-3.4	36	45.053
0.00054117	-3.2667	72	39.597
0.00073564	-3.1333	36	33.873
0.001	-3	12	28.203
0.0013594	-2.8667	42	22.855
0.0018478	-2.7333	32	18.027
0.0025119	-2.6	4	13.84
0.0034145	-2.4667	2	10.341
0.0046416	-2.3333	1	7.5212
0.0063096	-2.2	2	5.324
0.008577	-2.0667	0	3.6681
0.011659	-1.9333	0	2.4598
0.015849	-1.8	0	1.6055
0.021544	-1.6667	0	1.02
0.029286	-1.5333	0	0.63066
0.039811	-1.4	0	0.37954
0.054117	-1.2667	0	0.22232
0.073564	-1.1333	0	0.12675
0.1	-1	0	0.070336
0.13594	-0.86667	0	0.037988
0.18478	-0.73333	0	0.01997
0.25119	-0.6	0	0.010218
0.34145	-0.46667	0	0.0050885
0.46416	-0.33333	0	0.0024665
0.63096	-0.2	0	0.0011636
0.8577	-0.066667	0	0.00053431
1.1659	0.066667	0	0.0002388
1.5849	0.2	0	0.00010388
2.1544	0.33333	0	4.3982e-005
2.9286	0.46667	0	1.8125e-005
3.9811	0.6	0	7.2697e-006
5.4117	0.73333	0	2.838e-006
7.3564	0.86667	0	1.0784e-006
10	1	0	3.9882e-007
13.594	1.1333	0	1.4356e-007
18.478	1.2667	0	5.0297e-008
25.119	1.4	0	1.7151e-008
34.145	1.5333	0	5.6926e-009
46.416	1.6667	0	1.839e-009
63.096	1.8	0	5.7822e-010
85.77	1.9333	9	1.7696e-010
