J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	0.0010295
1.5849e-008	-7.8	0	0.0021836
2.1544e-008	-7.6667	0	0.0045089
2.9286e-008	-7.5333	0	0.0090643
3.9811e-008	-7.4	0	0.01774
5.4117e-008	-7.2667	0	0.033802
7.3564e-008	-7.1333	0	0.062703
1e-007	-7	0	0.11324
1.3594e-007	-6.8667	1	0.19909
1.8478e-007	-6.7333	0	0.34078
2.5119e-007	-6.6	1	0.56787
3.4145e-007	-6.4667	0	0.92126
4.6416e-007	-6.3333	1	1.455
6.3096e-007	-6.2	3	2.2373
8.577e-007	-6.0667	9	3.3492
1.1659e-006	-5.9333	8	4.8811
1.5849e-006	-5.8	11	6.9254
2.1544e-006	-5.6667	4	9.5662
2.9286e-006	-5.5333	7	12.864
3.9811e-006	-5.4	11	16.842
5.4117e-006	-5.2667	24	21.466
7.3564e-006	-5.1333	35	26.637
1e-005	-5	21	32.179
1.3594e-005	-4.8667	30	37.845
1.8478e-005	-4.7333	47	43.332
2.5119e-005	-4.6	71	48.303
3.4145e-005	-4.4667	54	52.419
4.6416e-005	-4.3333	51	55.382
6.3096e-005	-4.2	38	56.965
8.577e-005	-4.0667	80	57.043
0.00011659	-3.9333	49	55.61
0.00015849	-3.8	51	52.78
0.00021544	-3.6667	21	48.769
0.00029286	-3.5333	43	43.87
0.00039811	-3.4	65	38.42
0.00054117	-3.2667	35	32.757
0.00073564	-3.1333	12	27.19
0.001	-3	47	21.973
0.0013594	-2.8667	24	17.287
0.0018478	-2.7333	5	13.24
0.0025119	-2.6	2	9.8727
0.0034145	-2.4667	1	7.167
0.0046416	-2.3333	0	5.0652
0.0063096	-2.2	1	3.4851
0.008577	-2.0667	0	2.3345
0.011659	-1.9333	0	1.5224
0.015849	-1.8	0	0.96655
0.021544	-1.6667	0	0.59742
0.029286	-1.5333	0	0.3595
0.039811	-1.4	0	0.2106
0.054117	-1.2667	0	0.12011
0.073564	-1.1333	0	0.066694
0.1	-1	0	0.036052
0.13594	-0.86667	0	0.018973
0.18478	-0.73333	0	0.0097209
0.25119	-0.6	0	0.0048488
0.34145	-0.46667	0	0.0023546
0.46416	-0.33333	0	0.0011132
0.63096	-0.2	0	0.00051234
0.8577	-0.066667	0	0.00022957
1.1659	0.066667	0	0.00010015
1.5849	0.2	0	4.2532e-005
2.1544	0.33333	0	1.7586e-005
2.9286	0.46667	0	7.0787e-006
3.9811	0.6	0	2.774e-006
5.4117	0.73333	0	1.0583e-006
7.3564	0.86667	0	3.9309e-007
10	1	0	1.4214e-007
13.594	1.1333	0	5.0039e-008
18.478	1.2667	0	1.715e-008
25.119	1.4	0	5.7223e-009
34.145	1.5333	0	1.8588e-009
46.416	1.6667	0	5.8784e-010
63.096	1.8	0	1.8099e-010
85.77	1.9333	9	5.4248e-011
