J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	0.00016856
1.5849e-008	-7.8	0	0.00038302
2.1544e-008	-7.6667	0	0.00084692
2.9286e-008	-7.5333	0	0.0018223
3.9811e-008	-7.4	0	0.0038157
5.4117e-008	-7.2667	0	0.0077745
7.3564e-008	-7.1333	0	0.015415
1e-007	-7	0	0.029741
1.3594e-007	-6.8667	0	0.055837
1.8478e-007	-6.7333	0	0.10201
2.5119e-007	-6.6	0	0.18136
3.4145e-007	-6.4667	0	0.31376
4.6416e-007	-6.3333	0	0.5282
6.3096e-007	-6.2	0	0.86528
8.577e-007	-6.0667	0	1.3794
1.1659e-006	-5.9333	0	2.1397
1.5849e-006	-5.8	0	3.2299
2.1544e-006	-5.6667	0	4.7444
2.9286e-006	-5.5333	0	6.7816
3.9811e-006	-5.4	11	9.4328
5.4117e-006	-5.2667	17	12.768
7.3564e-006	-5.1333	9	16.816
1e-005	-5	13	21.553
1.3594e-005	-4.8667	33	26.881
1.8478e-005	-4.7333	31	32.625
2.5119e-005	-4.6	42	38.53
3.4145e-005	-4.4667	54	44.281
4.6416e-005	-4.3333	65	49.52
6.3096e-005	-4.2	53	53.89
8.577e-005	-4.0667	49	57.068
0.00011659	-3.9333	29	58.808
0.00015849	-3.8	97	58.971
0.00021544	-3.6667	43	57.543
0.00029286	-3.5333	55	54.64
0.00039811	-3.4	14	50.487
0.00054117	-3.2667	39	45.396
0.00073564	-3.1333	90	39.719
0.001	-3	31	33.818
0.0013594	-2.8667	21	28.019
0.0018478	-2.7333	45	22.59
0.0025119	-2.6	15	17.723
0.0034145	-2.4667	6	13.53
0.0046416	-2.3333	0	10.052
0.0063096	-2.2	0	7.2667
0.008577	-2.0667	0	5.1119
0.011659	-1.9333	0	3.4994
0.015849	-1.8	0	2.3311
0.021544	-1.6667	0	1.511
0.029286	-1.5333	0	0.95314
0.039811	-1.4	0	0.58506
0.054117	-1.2667	0	0.34946
0.073564	-1.1333	0	0.20312
0.1	-1	0	0.11488
0.13594	-0.86667	0	0.06323
0.18478	-0.73333	0	0.033865
0.25119	-0.6	0	0.01765
0.34145	-0.46667	0	0.0089511
0.46416	-0.33333	0	0.0044175
0.63096	-0.2	0	0.0021214
0.8577	-0.066667	0	0.00099139
1.1659	0.066667	0	0.00045084
1.5849	0.2	0	0.0001995
2.1544	0.33333	0	8.5908e-005
2.9286	0.46667	0	3.5998e-005
3.9811	0.6	0	1.4679e-005
5.4117	0.73333	0	5.8243e-006
7.3564	0.86667	0	2.2489e-006
10	1	0	8.4496e-007
13.594	1.1333	0	3.0894e-007
18.478	1.2667	0	1.0992e-007
25.119	1.4	0	3.8055e-008
34.145	1.5333	0	1.2821e-008
46.416	1.6667	0	4.2032e-009
63.096	1.8	0	1.3409e-009
85.77	1.9333	10	4.1628e-010
