J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	2.8239e-005
1.5849e-008	-7.8	0	6.9017e-005
2.1544e-008	-7.6667	0	0.00016398
2.9286e-008	-7.5333	0	0.00037873
3.9811e-008	-7.4	0	0.00085034
5.4117e-008	-7.2667	0	0.001856
7.3564e-008	-7.1333	0	0.0039379
1e-007	-7	0	0.0081221
1.3594e-007	-6.8667	0	0.016285
1.8478e-007	-6.7333	0	0.031742
2.5119e-007	-6.6	0	0.060144
3.4145e-007	-6.4667	0	0.11078
4.6416e-007	-6.3333	0	0.19836
6.3096e-007	-6.2	0	0.34527
8.577e-007	-6.0667	0	0.58421
1.1659e-006	-5.9333	0	0.96096
1.5849e-006	-5.8	0	1.5366
2.1544e-006	-5.6667	0	2.3885
2.9286e-006	-5.5333	0	3.6092
3.9811e-006	-5.4	0	5.3016
5.4117e-006	-5.2667	8	7.5704
7.3564e-006	-5.1333	11	10.509
1e-005	-5	17	14.181
1.3594e-005	-4.8667	8	18.602
1.8478e-005	-4.7333	17	23.721
2.5119e-005	-4.6	27	29.405
3.4145e-005	-4.4667	35	35.435
4.6416e-005	-4.3333	55	41.51
6.3096e-005	-4.2	61	47.271
8.577e-005	-4.0667	54	52.33
0.00011659	-3.9333	60	56.315
0.00015849	-3.8	30	58.913
0.00021544	-3.6667	76	59.912
0.00029286	-3.5333	75	59.229
0.00039811	-3.4	54	56.921
0.00054117	-3.2667	17	53.177
0.00073564	-3.1333	17	48.293
0.001	-3	85	42.635
0.0013594	-2.8667	48	36.59
0.0018478	-2.7333	30	30.527
0.0025119	-2.6	31	24.758
0.0034145	-2.4667	38	19.519
0.0046416	-2.3333	2	14.96
0.0063096	-2.2	6	11.145
0.008577	-2.0667	0	8.0721
0.011659	-1.9333	0	5.6832
0.015849	-1.8	0	3.8897
0.021544	-1.6667	0	2.588
0.029286	-1.5333	0	1.6739
0.039811	-1.4	0	1.0524
0.054117	-1.2667	0	0.64324
0.073564	-1.1333	0	0.38219
0.1	-1	0	0.22075
0.13594	-0.86667	0	0.12395
0.18478	-0.73333	0	0.067653
0.25119	-0.6	0	0.035896
0.34145	-0.46667	0	0.018515
0.46416	-0.33333	0	0.0092839
0.63096	-0.2	0	0.0045253
0.8577	-0.066667	0	0.0021442
1.1659	0.066667	0	0.00098769
1.5849	0.2	0	0.00044226
2.1544	0.33333	0	0.00019251
2.9286	0.46667	0	8.1461e-005
3.9811	0.6	0	3.3509e-005
5.4117	0.73333	0	1.3399e-005
7.3564	0.86667	0	5.2087e-006
10	1	0	1.9683e-006
13.594	1.1333	0	7.2303e-007
18.478	1.2667	0	2.5819e-007
25.119	1.4	0	8.9628e-008
34.145	1.5333	0	3.0246e-008
46.416	1.6667	0	9.922e-009
63.096	1.8	0	3.1641e-009
85.77	1.9333	10	9.8088e-010
