J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	0.00039563
1.5849e-008	-7.8	0	0.00088584
2.1544e-008	-7.6667	0	0.0019283
2.9286e-008	-7.5333	0	0.0040808
3.9811e-008	-7.4	0	0.0083958
5.4117e-008	-7.2667	0	0.016793
7.3564e-008	-7.1333	0	0.032656
1e-007	-7	0	0.061737
1.3594e-007	-6.8667	0	0.11347
1.8478e-007	-6.7333	0	0.20275
2.5119e-007	-6.6	0	0.35221
3.4145e-007	-6.4667	0	0.59483
4.6416e-007	-6.3333	0	0.97664
6.3096e-007	-6.2	0	1.559
8.577e-007	-6.0667	0	2.4193
1.1659e-006	-5.9333	0	3.6499
1.5849e-006	-5.8	1	5.3536
2.1544e-006	-5.6667	1	7.634
2.9286e-006	-5.5333	11	10.583
3.9811e-006	-5.4	21	14.264
5.4117e-006	-5.2667	9	18.689
7.3564e-006	-5.1333	20	23.807
1e-005	-5	35	29.484
1.3594e-005	-4.8667	28	35.499
1.8478e-005	-4.7333	48	41.552
2.5119e-005	-4.6	63	47.285
3.4145e-005	-4.4667	53	52.313
4.6416e-005	-4.3333	68	56.266
6.3096e-005	-4.2	31	58.835
8.577e-005	-4.0667	59	59.81
0.00011659	-3.9333	87	59.112
0.00015849	-3.8	40	56.797
0.00021544	-3.6667	35	53.055
0.00029286	-3.5333	23	48.181
0.00039811	-3.4	77	42.539
0.00054117	-3.2667	50	36.513
0.00073564	-3.1333	16	30.469
0.001	-3	33	24.719
0.0013594	-2.8667	42	19.496
0.0018478	-2.7333	6	14.949
0.0025119	-2.6	4	11.144
0.0034145	-2.4667	0	8.0764
0.0046416	-2.3333	0	5.6904
0.0063096	-2.2	1	3.8979
0.008577	-2.0667	0	2.5958
0.011659	-1.9333	0	1.6806
0.015849	-1.8	0	1.0578
0.021544	-1.6667	0	0.64728
0.029286	-1.5333	0	0.38507
0.039811	-1.4	0	0.22271
0.054117	-1.2667	0	0.12523
0.073564	-1.1333	0	0.068454
0.1	-1	0	0.036379
0.13594	-0.86667	0	0.018796
0.18478	-0.73333	0	0.0094413
0.25119	-0.6	0	0.0046105
0.34145	-0.46667	0	0.0021889
0.46416	-0.33333	0	0.0010103
0.63096	-0.2	0	0.00045334
0.8577	-0.066667	0	0.00019776
1.1659	0.066667	0	8.3875e-005
1.5849	0.2	0	3.4583e-005
2.1544	0.33333	0	1.3863e-005
2.9286	0.46667	0	5.4025e-006
3.9811	0.6	0	2.0468e-006
5.4117	0.73333	0	7.5393e-007
7.3564	0.86667	0	2.6998e-007
10	1	0	9.399e-008
13.594	1.1333	0	3.1812e-008
18.478	1.2667	0	1.0468e-008
25.119	1.4	0	3.3485e-009
34.145	1.5333	0	1.0414e-009
46.416	1.6667	0	3.1487e-010
63.096	1.8	0	9.2556e-011
85.77	1.9333	10	2.645e-011
