J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	0.0024224
1.5849e-008	-7.8	0	0.0057909
2.1544e-008	-7.6667	0	0.013313
2.9286e-008	-7.5333	0	0.029433
3.9811e-008	-7.4	0	0.062582
5.4117e-008	-7.2667	1	0.12797
7.3564e-008	-7.1333	0	0.25164
1e-007	-7	0	0.47589
1.3594e-007	-6.8667	0	0.86552
1.8478e-007	-6.7333	0	1.5139
2.5119e-007	-6.6	0	2.5464
3.4145e-007	-6.4667	1	4.1192
4.6416e-007	-6.3333	0	6.4083
6.3096e-007	-6.2	1	9.5876
8.577e-007	-6.0667	4	13.795
1.1659e-006	-5.9333	4	19.088
1.5849e-006	-5.8	3	25.401
2.1544e-006	-5.6667	6	32.506
2.9286e-006	-5.5333	48	40.007
3.9811e-006	-5.4	88	47.352
5.4117e-006	-5.2667	96	53.899
7.3564e-006	-5.1333	65	59.001
1e-005	-5	54	62.113
1.3594e-005	-4.8667	55	62.885
1.8478e-005	-4.7333	25	61.228
2.5119e-005	-4.6	69	57.331
3.4145e-005	-4.4667	40	51.626
4.6416e-005	-4.3333	30	44.709
6.3096e-005	-4.2	16	37.235
8.577e-005	-4.0667	76	29.823
0.00011659	-3.9333	36	22.972
0.00015849	-3.8	9	17.017
0.00021544	-3.6667	1	12.123
0.00029286	-3.5333	34	8.3052
0.00039811	-3.4	20	5.4721
0.00054117	-3.2667	11	3.4673
0.00073564	-3.1333	4	2.1128
0.001	-3	0	1.2382
0.0013594	-2.8667	0	0.69782
0.0018478	-2.7333	0	0.37822
0.0025119	-2.6	1	0.19714
0.0034145	-2.4667	0	0.098822
0.0046416	-2.3333	0	0.04764
0.0063096	-2.2	0	0.022086
0.008577	-2.0667	0	0.0098474
0.011659	-1.9333	0	0.0042224
0.015849	-1.8	0	0.0017411
0.021544	-1.6667	0	0.00069047
0.029286	-1.5333	0	0.00026333
0.039811	-1.4	0	9.6582e-005
0.054117	-1.2667	0	3.4067e-005
0.073564	-1.1333	0	1.1556e-005
0.1	-1	0	3.7698e-006
0.13594	-0.86667	0	1.1827e-006
0.18478	-0.73333	0	3.5683e-007
0.25119	-0.6	0	1.0354e-007
0.34145	-0.46667	0	2.8891e-008
0.46416	-0.33333	0	7.7532e-009
0.63096	-0.2	0	2.0009e-009
0.8577	-0.066667	0	4.9662e-010
1.1659	0.066667	0	1.1854e-010
1.5849	0.2	0	2.721e-011
2.1544	0.33333	0	6.0067e-012
2.9286	0.46667	0	1.2752e-012
3.9811	0.6	0	2.6036e-013
5.4117	0.73333	0	5.1121e-014
7.3564	0.86667	0	9.6532e-015
10	1	0	1.753e-015
13.594	1.1333	0	3.0614e-016
18.478	1.2667	0	5.1418e-017
25.119	1.4	0	8.3051e-018
34.145	1.5333	0	1.2901e-018
46.416	1.6667	0	1.9272e-019
63.096	1.8	0	2.7686e-020
85.77	1.9333	0	3.8252e-021
