J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	1	6.3432e-005
1.5849e-008	-7.8	0	0.0002286
2.1544e-008	-7.6667	0	0.00077446
2.9286e-008	-7.5333	0	0.0024666
3.9811e-008	-7.4	0	0.0073853
5.4117e-008	-7.2667	0	0.020787
7.3564e-008	-7.1333	0	0.055005
1e-007	-7	1	0.13683
1.3594e-007	-6.8667	0	0.31996
1.8478e-007	-6.7333	0	0.7034
2.5119e-007	-6.6	0	1.4537
3.4145e-007	-6.4667	1	2.8243
4.6416e-007	-6.3333	1	5.1583
6.3096e-007	-6.2	2	8.8569
8.577e-007	-6.0667	3	14.296
1.1659e-006	-5.9333	5	21.693
1.5849e-006	-5.8	3	30.945
2.1544e-006	-5.6667	16	41.499
2.9286e-006	-5.5333	102	52.317
3.9811e-006	-5.4	99	62.003
5.4117e-006	-5.2667	74	69.08
7.3564e-006	-5.1333	62	72.354
1e-005	-5	56	71.242
1.3594e-005	-4.8667	58	65.944
1.8478e-005	-4.7333	41	57.384
2.5119e-005	-4.6	57	46.942
3.4145e-005	-4.4667	19	36.1
4.6416e-005	-4.3333	12	26.099
6.3096e-005	-4.2	56	17.738
8.577e-005	-4.0667	45	11.333
0.00011659	-3.9333	5	6.807
0.00015849	-3.8	3	3.8436
0.00021544	-3.6667	22	2.0402
0.00029286	-3.5333	24	1.0181
0.00039811	-3.4	9	0.47761
0.00054117	-3.2667	10	0.21063
0.00073564	-3.1333	7	0.087325
0.001	-3	2	0.034035
0.0013594	-2.8667	0	0.01247
0.0018478	-2.7333	1	0.0042952
0.0025119	-2.6	1	0.0013908
0.0034145	-2.4667	0	0.00042337
0.0046416	-2.3333	0	0.00012115
0.0063096	-2.2	0	3.2593e-005
0.008577	-2.0667	0	8.2428e-006
0.011659	-1.9333	0	1.9597e-006
0.015849	-1.8	0	4.3801e-007
0.021544	-1.6667	0	9.2032e-008
0.029286	-1.5333	0	1.8179e-008
0.039811	-1.4	0	3.3756e-009
0.054117	-1.2667	0	5.8926e-010
0.073564	-1.1333	0	9.67e-011
0.1	-1	0	1.4918e-011
0.13594	-0.86667	0	2.1636e-012
0.18478	-0.73333	0	2.9498e-013
0.25119	-0.6	0	3.7808e-014
0.34145	-0.46667	0	4.5556e-015
0.46416	-0.33333	0	5.1603e-016
0.63096	-0.2	0	5.495e-017
0.8577	-0.066667	0	5.5008e-018
1.1659	0.066667	0	5.1767e-019
1.5849	0.2	0	4.5798e-020
2.1544	0.33333	0	3.809e-021
2.9286	0.46667	0	2.9781e-022
3.9811	0.6	0	2.1889e-023
5.4117	0.73333	0	1.5125e-024
7.3564	0.86667	0	9.8249e-026
10	1	0	5.9997e-027
13.594	1.1333	0	3.4442e-028
18.478	1.2667	0	1.8588e-029
25.119	1.4	0	9.4302e-031
34.145	1.5333	0	4.4977e-032
46.416	1.6667	0	2.0166e-033
63.096	1.8	0	8.5001e-035
85.77	1.9333	0	3.3681e-036
