J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	1	0.0068189
1.5849e-008	-7.8	0	0.017134
2.1544e-008	-7.6667	0	0.041009
2.9286e-008	-7.5333	0	0.093491
3.9811e-008	-7.4	0	0.20302
5.4117e-008	-7.2667	1	0.41992
7.3564e-008	-7.1333	1	0.82732
1e-007	-7	0	1.5526
1.3594e-007	-6.8667	0	2.7753
1.8478e-007	-6.7333	0	4.7253
2.5119e-007	-6.6	0	7.6636
3.4145e-007	-6.4667	2	11.839
4.6416e-007	-6.3333	4	17.42
6.3096e-007	-6.2	5	24.415
8.577e-007	-6.0667	5	32.595
1.1659e-006	-5.9333	39	41.448
1.5849e-006	-5.8	90	50.204
2.1544e-006	-5.6667	104	57.921
2.9286e-006	-5.5333	69	63.653
3.9811e-006	-5.4	52	66.629
5.4117e-006	-5.2667	48	66.433
7.3564e-006	-5.1333	42	63.093
1e-005	-5	58	57.075
1.3594e-005	-4.8667	59	49.18
1.8478e-005	-4.7333	23	40.364
2.5119e-005	-4.6	19	31.556
3.4145e-005	-4.4667	38	23.498
4.6416e-005	-4.3333	49	16.667
6.3096e-005	-4.2	9	11.261
8.577e-005	-4.0667	6	7.2466
0.00011659	-3.9333	24	4.442
0.00015849	-3.8	19	2.5936
0.00021544	-3.6667	13	1.4424
0.00029286	-3.5333	10	0.7641
0.00039811	-3.4	4	0.38555
0.00054117	-3.2667	2	0.18531
0.00073564	-3.1333	2	0.084834
0.001	-3	0	0.036993
0.0013594	-2.8667	0	0.015365
0.0018478	-2.7333	0	0.0060791
0.0025119	-2.6	0	0.0022909
0.0034145	-2.4667	0	0.00082234
0.0046416	-2.3333	0	0.00028117
0.0063096	-2.2	0	9.1569e-005
0.008577	-2.0667	0	2.8406e-005
0.011659	-1.9333	0	8.3934e-006
0.015849	-1.8	0	2.3623e-006
0.021544	-1.6667	0	6.3331e-007
0.029286	-1.5333	0	1.6172e-007
0.039811	-1.4	0	3.9336e-008
0.054117	-1.2667	0	9.1134e-009
0.073564	-1.1333	0	2.0111e-009
0.1	-1	0	4.2275e-010
0.13594	-0.86667	0	8.4643e-011
0.18478	-0.73333	0	1.6143e-011
0.25119	-0.6	0	2.9324e-012
0.34145	-0.46667	0	5.074e-013
0.46416	-0.33333	0	8.3628e-014
0.63096	-0.2	0	1.3129e-014
0.8577	-0.066667	0	1.9632e-015
1.1659	0.066667	0	2.7963e-016
1.5849	0.2	0	3.7938e-017
2.1544	0.33333	0	4.9027e-018
2.9286	0.46667	0	6.0349e-019
3.9811	0.6	0	7.0758e-020
5.4117	0.73333	0	7.9023e-021
7.3564	0.86667	0	8.4062e-022
10	1	0	8.5177e-023
13.594	1.1333	0	8.2209e-024
18.478	1.2667	0	7.5577e-025
25.119	1.4	0	6.618e-026
34.145	1.5333	0	5.52e-027
46.416	1.6667	0	4.3856e-028
63.096	1.8	0	3.3188e-029
85.77	1.9333	0	2.3923e-030
