J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	0.00072639
1.5849e-008	-7.8	0	0.0018148
2.1544e-008	-7.6667	0	0.0043632
2.9286e-008	-7.5333	0	0.010094
3.9811e-008	-7.4	0	0.022473
5.4117e-008	-7.2667	0	0.048146
7.3564e-008	-7.1333	0	0.099258
1e-007	-7	0	0.19692
1.3594e-007	-6.8667	0	0.37593
1.8478e-007	-6.7333	0	0.69062
2.5119e-007	-6.6	0	1.2209
3.4145e-007	-6.4667	1	2.077
4.6416e-007	-6.3333	0	3.4001
6.3096e-007	-6.2	1	5.3562
8.577e-007	-6.0667	1	8.1196
1.1659e-006	-5.9333	3	11.845
1.5849e-006	-5.8	1	16.627
2.1544e-006	-5.6667	5	22.461
2.9286e-006	-5.5333	4	29.197
3.9811e-006	-5.4	28	36.522
5.4117e-006	-5.2667	76	43.963
7.3564e-006	-5.1333	82	50.925
1e-005	-5	90	56.765
1.3594e-005	-4.8667	73	60.889
1.8478e-005	-4.7333	27	62.85
2.5119e-005	-4.6	49	62.428
3.4145e-005	-4.4667	45	59.671
4.6416e-005	-4.3333	44	54.886
6.3096e-005	-4.2	54	48.581
8.577e-005	-4.0667	25	41.379
0.00011659	-3.9333	51	33.915
0.00015849	-3.8	56	26.75
0.00021544	-3.6667	6	20.303
0.00029286	-3.5333	6	14.829
0.00039811	-3.4	25	10.423
0.00054117	-3.2667	25	7.0492
0.00073564	-3.1333	14	4.5879
0.001	-3	4	2.8734
0.0013594	-2.8667	0	1.7318
0.0018478	-2.7333	1	1.0044
0.0025119	-2.6	1	0.56055
0.0034145	-2.4667	0	0.30105
0.0046416	-2.3333	0	0.15558
0.0063096	-2.2	0	0.077375
0.008577	-2.0667	0	0.03703
0.011659	-1.9333	0	0.017053
0.015849	-1.8	0	0.0075574
0.021544	-1.6667	0	0.0032229
0.029286	-1.5333	0	0.0013226
0.039811	-1.4	0	0.00052231
0.054117	-1.2667	0	0.00019848
0.073564	-1.1333	0	7.2583e-005
0.1	-1	0	2.5542e-005
0.13594	-0.86667	0	8.6494e-006
0.18478	-0.73333	0	2.8185e-006
0.25119	-0.6	0	8.8384e-007
0.34145	-0.46667	0	2.667e-007
0.46416	-0.33333	0	7.7445e-008
0.63096	-0.2	0	2.1641e-008
0.8577	-0.066667	0	5.819e-009
1.1659	0.066667	0	1.5057e-009
1.5849	0.2	0	3.7493e-010
2.1544	0.33333	0	8.9837e-011
2.9286	0.46667	0	2.0715e-011
3.9811	0.6	0	4.5962e-012
5.4117	0.73333	0	9.8139e-013
7.3564	0.86667	0	2.0164e-013
10	1	0	3.987e-014
13.594	1.1333	0	7.5859e-015
18.478	1.2667	0	1.3889e-015
25.119	1.4	0	2.4472e-016
34.145	1.5333	0	4.1491e-017
46.416	1.6667	0	6.7695e-018
63.096	1.8	0	1.0628e-018
85.77	1.9333	0	1.6058e-019
