J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	0.0064738
1.5849e-008	-7.8	1	0.015164
2.1544e-008	-7.6667	0	0.034083
2.9286e-008	-7.5333	0	0.073499
3.9811e-008	-7.4	0	0.15208
5.4117e-008	-7.2667	0	0.30193
7.3564e-008	-7.1333	0	0.57516
1e-007	-7	0	1.0513
1.3594e-007	-6.8667	0	1.8436
1.8478e-007	-6.7333	0	3.1022
2.5119e-007	-6.6	0	5.0087
3.4145e-007	-6.4667	0	7.7591
4.6416e-007	-6.3333	5	11.533
6.3096e-007	-6.2	2	16.448
8.577e-007	-6.0667	3	22.508
1.1659e-006	-5.9333	4	29.552
1.5849e-006	-5.8	29	37.23
2.1544e-006	-5.6667	62	45.003
2.9286e-006	-5.5333	106	52.195
3.9811e-006	-5.4	85	58.084
5.4117e-006	-5.2667	52	62.019
7.3564e-006	-5.1333	47	63.539
1e-005	-5	42	62.459
1.3594e-005	-4.8667	72	58.91
1.8478e-005	-4.7333	25	53.313
2.5119e-005	-4.6	53	46.293
3.4145e-005	-4.4667	13	38.569
4.6416e-005	-4.3333	23	30.832
6.3096e-005	-4.2	71	23.649
8.577e-005	-4.0667	22	17.405
0.00011659	-3.9333	5	12.29
0.00015849	-3.8	15	8.3272
0.00021544	-3.6667	35	5.4135
0.00029286	-3.5333	16	3.3768
0.00039811	-3.4	9	2.021
0.00054117	-3.2667	0	1.1606
0.00073564	-3.1333	0	0.63947
0.001	-3	0	0.33807
0.0013594	-2.8667	0	0.17149
0.0018478	-2.7333	0	0.083468
0.0025119	-2.6	0	0.03898
0.0034145	-2.4667	0	0.017466
0.0046416	-2.3333	1	0.0075093
0.0063096	-2.2	0	0.0030977
0.008577	-2.0667	0	0.0012261
0.011659	-1.9333	0	0.00046565
0.015849	-1.8	0	0.00016968
0.021544	-1.6667	0	5.9327e-005
0.029286	-1.5333	0	1.9903e-005
0.039811	-1.4	0	6.4063e-006
0.054117	-1.2667	0	1.9786e-006
0.073564	-1.1333	0	5.8632e-007
0.1	-1	0	1.6671e-007
0.13594	-0.86667	0	4.5481e-008
0.18478	-0.73333	0	1.1905e-008
0.25119	-0.6	0	2.9902e-009
0.34145	-0.46667	0	7.2059e-010
0.46416	-0.33333	0	1.6662e-010
0.63096	-0.2	0	3.6967e-011
0.8577	-0.066667	0	7.8692e-012
1.1659	0.066667	0	1.6073e-012
1.5849	0.2	0	3.15e-013
2.1544	0.33333	0	5.9232e-014
2.9286	0.46667	0	1.0687e-014
3.9811	0.6	0	1.85e-015
5.4117	0.73333	0	3.073e-016
7.3564	0.86667	0	4.8976e-017
10	1	0	7.4893e-018
13.594	1.1333	0	1.0989e-018
18.478	1.2667	0	1.547e-019
25.119	1.4	0	2.0897e-020
34.145	1.5333	0	2.7084e-021
46.416	1.6667	0	3.3681e-022
63.096	1.8	0	4.0189e-023
85.77	1.9333	0	4.6011e-024
