J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	0.0021088
1.5849e-008	-7.8	1	0.0058025
2.1544e-008	-7.6667	0	0.015158
2.9286e-008	-7.5333	0	0.037598
3.9811e-008	-7.4	0	0.08854
5.4117e-008	-7.2667	1	0.19796
7.3564e-008	-7.1333	0	0.42024
1e-007	-7	1	0.84698
1.3594e-007	-6.8667	0	1.6208
1.8478e-007	-6.7333	0	2.9447
2.5119e-007	-6.6	0	5.0795
3.4145e-007	-6.4667	0	8.319
4.6416e-007	-6.3333	3	12.936
6.3096e-007	-6.2	7	19.098
8.577e-007	-6.0667	3	26.769
1.1659e-006	-5.9333	10	35.625
1.5849e-006	-5.8	54	45.014
2.1544e-006	-5.6667	105	54.002
2.9286e-006	-5.5333	89	61.508
3.9811e-006	-5.4	62	66.517
5.4117e-006	-5.2667	60	68.296
7.3564e-006	-5.1333	39	66.577
1e-005	-5	63	61.62
1.3594e-005	-4.8667	46	54.149
1.8478e-005	-4.7333	40	45.178
2.5119e-005	-4.6	26	35.787
3.4145e-005	-4.4667	15	26.915
4.6416e-005	-4.3333	65	19.219
6.3096e-005	-4.2	24	13.03
8.577e-005	-4.0667	9	8.3873
0.00011659	-3.9333	2	5.1258
0.00015849	-3.8	29	2.9742
0.00021544	-3.6667	18	1.6385
0.00029286	-3.5333	12	0.85704
0.00039811	-3.4	7	0.42561
0.00054117	-3.2667	5	0.20068
0.00073564	-3.1333	2	0.089836
0.001	-3	0	0.038183
0.0013594	-2.8667	0	0.015408
0.0018478	-2.7333	0	0.0059035
0.0025119	-2.6	0	0.0021475
0.0034145	-2.4667	0	0.00074169
0.0046416	-2.3333	0	0.00024321
0.0063096	-2.2	0	7.572e-005
0.008577	-2.0667	0	2.2382e-005
0.011659	-1.9333	0	6.2815e-006
0.015849	-1.8	0	1.6738e-006
0.021544	-1.6667	0	4.2344e-007
0.029286	-1.5333	0	1.0171e-007
0.039811	-1.4	0	2.3195e-008
0.054117	-1.2667	0	5.0222e-009
0.073564	-1.1333	0	1.0324e-009
0.1	-1	0	2.0151e-010
0.13594	-0.86667	0	3.7343e-011
0.18478	-0.73333	0	6.5703e-012
0.25119	-0.6	0	1.0976e-012
0.34145	-0.46667	0	1.7408e-013
0.46416	-0.33333	0	2.6213e-014
0.63096	-0.2	0	3.7477e-015
0.8577	-0.066667	0	5.0872e-016
1.1659	0.066667	0	6.5563e-017
1.5849	0.2	0	8.0225e-018
2.1544	0.33333	0	9.3202e-019
2.9286	0.46667	0	1.028e-019
3.9811	0.6	0	1.0766e-020
5.4117	0.73333	0	1.0705e-021
7.3564	0.86667	0	1.0106e-022
10	1	0	9.0581e-024
13.594	1.1333	0	7.7083e-025
18.478	1.2667	0	6.2281e-026
25.119	1.4	0	4.7777e-027
34.145	1.5333	0	3.4797e-028
46.416	1.6667	0	2.4063e-029
63.096	1.8	0	1.5798e-030
85.77	1.9333	0	9.8479e-032
