J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	0.020184
1.5849e-008	-7.8	0	0.04664
2.1544e-008	-7.6667	0	0.10295
2.9286e-008	-7.5333	1	0.21707
3.9811e-008	-7.4	1	0.4372
5.4117e-008	-7.2667	1	0.84113
7.3564e-008	-7.1333	0	1.5458
1e-007	-7	0	2.7136
1.3594e-007	-6.8667	0	4.5504
1.8478e-007	-6.7333	0	7.2888
2.5119e-007	-6.6	4	11.152
3.4145e-007	-6.4667	3	16.3
4.6416e-007	-6.3333	7	22.757
6.3096e-007	-6.2	2	30.349
8.577e-007	-6.0667	31	38.661
1.1659e-006	-5.9333	77	47.045
1.5849e-006	-5.8	104	54.684
2.1544e-006	-5.6667	76	60.718
2.9286e-006	-5.5333	47	64.398
3.9811e-006	-5.4	48	65.243
5.4117e-006	-5.2667	44	63.14
7.3564e-006	-5.1333	66	58.368
1e-005	-5	49	51.542
1.3594e-005	-4.8667	41	43.475
1.8478e-005	-4.7333	9	35.029
2.5119e-005	-4.6	34	26.961
3.4145e-005	-4.4667	51	19.821
4.6416e-005	-4.3333	18	13.92
6.3096e-005	-4.2	6	9.338
8.577e-005	-4.0667	13	5.9838
0.00011659	-3.9333	33	3.6627
0.00015849	-3.8	13	2.1416
0.00021544	-3.6667	8	1.1961
0.00029286	-3.5333	8	0.63813
0.00039811	-3.4	2	0.3252
0.00054117	-3.2667	1	0.15831
0.00073564	-3.1333	0	0.073615
0.001	-3	0	0.032699
0.0013594	-2.8667	0	0.013874
0.0018478	-2.7333	0	0.0056231
0.0025119	-2.6	0	0.002177
0.0034145	-2.4667	0	0.00080509
0.0046416	-2.3333	0	0.0002844
0.0063096	-2.2	0	9.597e-005
0.008577	-2.0667	0	3.0934e-005
0.011659	-1.9333	0	9.5246e-006
0.015849	-1.8	0	2.8013e-006
0.021544	-1.6667	0	7.8701e-007
0.029286	-1.5333	0	2.1121e-007
0.039811	-1.4	0	5.4143e-008
0.054117	-1.2667	0	1.3258e-008
0.073564	-1.1333	0	3.1011e-009
0.1	-1	0	6.929e-010
0.13594	-0.86667	0	1.4788e-010
0.18478	-0.73333	0	3.015e-011
0.25119	-0.6	0	5.8715e-012
0.34145	-0.46667	0	1.0922e-012
0.46416	-0.33333	0	1.9409e-013
0.63096	-0.2	0	3.2944e-014
0.8577	-0.066667	0	5.3415e-015
1.1659	0.066667	0	8.2729e-016
1.5849	0.2	0	1.2239e-016
2.1544	0.33333	0	1.7297e-017
2.9286	0.46667	0	2.3349e-018
3.9811	0.6	0	3.0109e-019
5.4117	0.73333	0	3.7086e-020
7.3564	0.86667	0	4.3635e-021
10	1	0	4.9042e-022
13.594	1.1333	0	5.2651e-023
18.478	1.2667	0	5.3995e-024
25.119	1.4	0	5.2894e-025
34.145	1.5333	0	4.9495e-026
46.416	1.6667	0	4.4241e-027
63.096	1.8	0	3.7774e-028
85.77	1.9333	0	3.0808e-029
