J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	0.06645
1.5849e-008	-7.8	1	0.13982
2.1544e-008	-7.6667	0	0.28192
2.9286e-008	-7.5333	0	0.54473
3.9811e-008	-7.4	1	1.0086
5.4117e-008	-7.2667	1	1.7895
7.3564e-008	-7.1333	0	3.0427
1e-007	-7	0	4.9574
1.3594e-007	-6.8667	2	7.74
1.8478e-007	-6.7333	1	11.58
2.5119e-007	-6.6	4	16.603
3.4145e-007	-6.4667	4	22.81
4.6416e-007	-6.3333	8	30.031
6.3096e-007	-6.2	28	37.887
8.577e-007	-6.0667	76	45.804
1.1659e-006	-5.9333	98	53.064
1.5849e-006	-5.8	81	58.91
2.1544e-006	-5.6667	47	62.671
2.9286e-006	-5.5333	45	63.89
3.9811e-006	-5.4	51	62.414
5.4117e-006	-5.2667	57	58.428
7.3564e-006	-5.1333	35	52.414
1e-005	-5	58	45.057
1.3594e-005	-4.8667	19	37.116
1.8478e-005	-4.7333	25	29.299
2.5119e-005	-4.6	55	22.163
3.4145e-005	-4.4667	19	16.065
4.6416e-005	-4.3333	7	11.159
6.3096e-005	-4.2	8	7.4282
8.577e-005	-4.0667	33	4.7382
0.00011659	-3.9333	14	2.8962
0.00015849	-3.8	11	1.6964
0.00021544	-3.6667	7	0.95217
0.00029286	-3.5333	1	0.51215
0.00039811	-3.4	1	0.26397
0.00054117	-3.2667	0	0.13038
0.00073564	-3.1333	0	0.06171
0.001	-3	0	0.027989
0.0013594	-2.8667	0	0.012165
0.0018478	-2.7333	0	0.0050664
0.0025119	-2.6	0	0.002022
0.0034145	-2.4667	0	0.00077334
0.0046416	-2.3333	0	0.00028342
0.0063096	-2.2	0	9.9538e-005
0.008577	-2.0667	0	3.3499e-005
0.011659	-1.9333	0	1.0803e-005
0.015849	-1.8	0	3.3387e-006
0.021544	-1.6667	0	9.8873e-007
0.029286	-1.5333	0	2.8059e-007
0.039811	-1.4	0	7.6304e-008
0.054117	-1.2667	0	1.9885e-008
0.073564	-1.1333	0	4.9656e-009
0.1	-1	0	1.1883e-009
0.13594	-0.86667	0	2.7249e-010
0.18478	-0.73333	0	5.9877e-011
0.25119	-0.6	0	1.2609e-011
0.34145	-0.46667	0	2.5442e-012
0.46416	-0.33333	0	4.9197e-013
0.63096	-0.2	0	9.116e-014
0.8577	-0.066667	0	1.6187e-014
1.1659	0.066667	0	2.7543e-015
1.5849	0.2	0	4.4909e-016
2.1544	0.33333	0	7.017e-017
2.9286	0.46667	0	1.0507e-017
3.9811	0.6	0	1.5075e-018
5.4117	0.73333	0	2.0727e-019
7.3564	0.86667	0	2.7309e-020
10	1	0	3.4479e-021
13.594	1.1333	0	4.1716e-022
18.478	1.2667	0	4.8365e-023
25.119	1.4	0	5.3734e-024
34.145	1.5333	0	5.7208e-025
46.416	1.6667	0	5.8365e-026
63.096	1.8	0	5.7061e-027
85.77	1.9333	0	5.3457e-028
