J	logJ	Histogram	Fit				
1.1659e-008	-7.9333	0	0.038034
1.5849e-008	-7.8	1	0.081279
2.1544e-008	-7.6667	0	0.16672
2.9286e-008	-7.5333	0	0.32827
3.9811e-008	-7.4	0	0.6204
5.4117e-008	-7.2667	0	1.1255
7.3564e-008	-7.1333	0	1.9597
1e-007	-7	1	3.2755
1.3594e-007	-6.8667	0	5.255
1.8478e-007	-6.7333	0	8.0925
2.5119e-007	-6.6	2	11.962
3.4145e-007	-6.4667	6	16.972
4.6416e-007	-6.3333	1	23.115
6.3096e-007	-6.2	8	30.217
8.577e-007	-6.0667	35	37.916
1.1659e-006	-5.9333	72	45.668
1.5849e-006	-5.8	106	52.797
2.1544e-006	-5.6667	75	58.59
2.9286e-006	-5.5333	43	62.41
3.9811e-006	-5.4	48	63.81
5.4117e-006	-5.2667	42	62.625
7.3564e-006	-5.1333	65	58.994
1e-005	-5	43	53.345
1.3594e-005	-4.8667	53	46.3
1.8478e-005	-4.7333	13	38.573
2.5119e-005	-4.6	47	30.846
3.4145e-005	-4.4667	45	23.678
4.6416e-005	-4.3333	17	17.445
6.3096e-005	-4.2	3	12.338
8.577e-005	-4.0667	9	8.3755
0.00011659	-3.9333	39	5.4575
0.00015849	-3.8	13	3.4134
0.00021544	-3.6667	10	2.0493
0.00029286	-3.5333	0	1.1809
0.00039811	-3.4	0	0.65322
0.00054117	-3.2667	0	0.34682
0.00073564	-3.1333	0	0.17675
0.001	-3	0	0.086466
0.0013594	-2.8667	0	0.040601
0.0018478	-2.7333	1	0.018299
0.0025119	-2.6	0	0.0079168
0.0034145	-2.4667	0	0.0032876
0.0046416	-2.3333	0	0.0013105
0.0063096	-2.2	0	0.00050139
0.008577	-2.0667	0	0.00018414
0.011659	-1.9333	0	6.4912e-005
0.015849	-1.8	0	2.1964e-005
0.021544	-1.6667	0	7.1338e-006
0.029286	-1.5333	0	2.224e-006
0.039811	-1.4	0	6.6554e-007
0.054117	-1.2667	0	1.9117e-007
0.073564	-1.1333	0	5.2708e-008
0.1	-1	0	1.3949e-008
0.13594	-0.86667	0	3.5435e-009
0.18478	-0.73333	0	8.6404e-010
0.25119	-0.6	0	2.0223e-010
0.34145	-0.46667	0	4.5433e-011
0.46416	-0.33333	0	9.7973e-012
0.63096	-0.2	0	2.0279e-012
0.8577	-0.066667	0	4.0292e-013
1.1659	0.066667	0	7.6842e-014
1.5849	0.2	0	1.4067e-014
2.1544	0.33333	0	2.4717e-015
2.9286	0.46667	0	4.1687e-016
3.9811	0.6	0	6.7489e-017
5.4117	0.73333	0	1.0488e-017
7.3564	0.86667	0	1.5643e-018
10	1	0	2.2398e-019
13.594	1.1333	0	3.0781e-020
18.478	1.2667	0	4.0605e-021
25.119	1.4	0	5.1414e-022
34.145	1.5333	0	6.2489e-023
46.416	1.6667	0	7.2902e-024
63.096	1.8	0	8.1637e-025
85.77	1.9333	0	8.775e-026
